,Accuracy,Recall,Precision,F1,MCC,SPD,AOD,EOD,Run
0,0.887,0.585,0.791,0.614,0.315,0.125,0.135,0.217,19
1,0.887,0.583,0.793,0.61,0.311,0.115,0.12,0.193,19
2,0.889,0.584,0.807,0.613,0.322,0.11,0.102,0.16,18
3,0.883,0.585,0.797,0.612,0.318,0.141,0.129,0.192,9
4,0.883,0.584,0.795,0.61,0.314,0.135,0.121,0.176,9
5,0.877,0.572,0.752,0.593,0.27,0.127,0.118,0.174,9
6,0.888,0.588,0.803,0.617,0.326,0.121,0.117,0.196,8
7,0.888,0.587,0.799,0.616,0.322,0.13,0.12,0.184,8
8,0.878,0.565,0.719,0.583,0.239,0.114,0.103,0.141,8
9,0.887,0.59,0.793,0.62,0.325,0.12,0.105,0.159,6
10,0.886,0.585,0.788,0.613,0.312,0.12,0.114,0.185,6
11,0.888,0.585,0.803,0.614,0.322,0.13,0.123,0.193,6
12,0.882,0.578,0.751,0.602,0.28,0.106,0.076,0.081,6
13,0.884,0.582,0.774,0.608,0.3,0.126,0.12,0.185,7
14,0.884,0.584,0.778,0.611,0.306,0.133,0.124,0.186,7
15,0.882,0.582,0.763,0.607,0.293,0.126,0.121,0.19,7
16,0.879,0.577,0.734,0.6,0.269,0.152,0.138,0.178,7
17,0.875,0.561,0.713,0.577,0.229,0.107,0.079,0.07,7
18,0.874,0.561,0.7,0.577,0.221,0.101,0.078,0.081,7
19,0.889,0.588,0.796,0.617,0.322,0.136,0.128,0.19,5
20,0.889,0.589,0.797,0.62,0.326,0.101,0.087,0.136,5
21,0.881,0.574,0.734,0.595,0.262,0.112,0.094,0.118,5
22,0.889,0.588,0.79,0.617,0.319,0.115,0.101,0.152,4
23,0.888,0.578,0.79,0.604,0.301,0.097,0.077,0.106,4
24,0.887,0.583,0.773,0.61,0.301,0.095,0.068,0.084,4
25,0.888,0.589,0.783,0.618,0.317,0.099,0.103,0.174,0
26,0.887,0.586,0.779,0.614,0.309,0.1,0.101,0.166,0
27,0.881,0.568,0.734,0.588,0.252,0.082,0.079,0.121,0
28,0.886,0.581,0.807,0.608,0.315,0.122,0.117,0.192,1
29,0.885,0.579,0.8,0.605,0.309,0.11,0.098,0.153,1
30,0.888,0.589,0.813,0.618,0.333,0.124,0.113,0.181,1
31,0.877,0.569,0.723,0.589,0.249,0.121,0.1,0.119,1
32,0.877,0.563,0.726,0.58,0.238,0.081,0.062,0.082,1
33,0.876,0.563,0.723,0.58,0.238,0.078,0.057,0.073,1
34,0.882,0.582,0.778,0.608,0.303,0.104,0.092,0.136,3
35,0.883,0.58,0.789,0.605,0.304,0.11,0.106,0.165,3
36,0.884,0.58,0.778,0.605,0.298,0.113,0.095,0.13,2
37,0.883,0.579,0.752,0.604,0.282,0.127,0.113,0.151,16
38,0.881,0.579,0.735,0.603,0.272,0.13,0.106,0.121,16
39,0.889,0.587,0.799,0.617,0.323,0.099,0.085,0.133,17
40,0.887,0.586,0.776,0.614,0.308,0.117,0.101,0.14,17
41,0.881,0.573,0.727,0.595,0.258,0.113,0.096,0.121,17
42,0.887,0.587,0.806,0.616,0.326,0.143,0.132,0.203,15
43,0.885,0.578,0.797,0.603,0.304,0.102,0.088,0.141,15
44,0.887,0.584,0.812,0.612,0.324,0.123,0.113,0.185,15
45,0.877,0.574,0.723,0.595,0.257,0.104,0.079,0.102,15
46,0.886,0.583,0.775,0.609,0.301,0.111,0.1,0.156,14
47,0.885,0.583,0.792,0.61,0.312,0.1,0.087,0.144,10
48,0.885,0.584,0.797,0.611,0.315,0.106,0.094,0.15,10
49,0.875,0.564,0.714,0.581,0.234,0.1,0.082,0.102,10
50,0.89,0.594,0.804,0.625,0.337,0.139,0.127,0.183,11
51,0.889,0.587,0.805,0.616,0.325,0.119,0.108,0.164,11
52,0.886,0.588,0.77,0.616,0.308,0.144,0.134,0.193,11
53,0.892,0.593,0.792,0.625,0.33,0.132,0.111,0.167,13
54,0.89,0.586,0.785,0.615,0.313,0.14,0.119,0.164,13
55,0.883,0.574,0.726,0.597,0.259,0.098,0.064,0.063,13
56,0.883,0.576,0.731,0.599,0.265,0.096,0.063,0.066,13
57,0.883,0.591,0.785,0.62,0.322,0.137,0.113,0.154,12
58,0.882,0.587,0.772,0.614,0.307,0.126,0.104,0.143,12
59,0.882,0.585,0.777,0.612,0.307,0.12,0.096,0.129,12
60,0.871,0.568,0.699,0.586,0.233,0.12,0.092,0.094,12
