,Accuracy,Recall,Precision,F1,MCC,SPD,AOD,EOD,Run
0,0.757,0.616,0.695,0.627,0.3,0.111,0.088,0.115,5
1,0.753,0.61,0.688,0.619,0.287,0.069,0.065,0.049,5
2,0.75,0.592,0.687,0.597,0.262,0.026,0.005,0.047,5
3,0.737,0.606,0.654,0.614,0.255,0.026,0.007,0.025,5
4,0.717,0.6,0.625,0.606,0.223,0.054,0.049,0.039,5
5,0.723,0.612,0.637,0.619,0.248,0.076,0.067,0.06,5
6,0.733,0.633,0.707,0.641,0.332,0.053,0.059,0.035,4
7,0.74,0.638,0.721,0.647,0.35,0.033,0.02,0.05,4
8,0.713,0.6,0.678,0.599,0.266,0.017,0.024,0.003,4
9,0.687,0.606,0.644,0.609,0.248,0.028,0.012,0.058,6
10,0.773,0.624,0.753,0.637,0.354,0.109,0.095,0.087,7
11,0.76,0.622,0.707,0.634,0.318,0.056,0.016,0.073,7
12,0.763,0.639,0.707,0.653,0.34,0.039,0.003,0.054,7
13,0.777,0.634,0.753,0.649,0.368,0.046,0.008,0.08,7
14,0.74,0.619,0.664,0.629,0.28,0.016,0.013,0.017,7
15,0.717,0.607,0.631,0.613,0.236,0.059,0.086,0.057,7
16,0.753,0.632,0.697,0.644,0.323,0.03,0.007,0.0,3
17,0.737,0.582,0.674,0.581,0.238,0.016,0.037,0.024,3
18,0.753,0.604,0.715,0.61,0.299,0.023,0.002,0.011,3
19,0.733,0.608,0.66,0.616,0.262,0.044,0.053,0.085,3
20,0.737,0.603,0.667,0.61,0.262,0.004,0.038,0.0,3
21,0.733,0.622,0.738,0.624,0.34,0.007,0.001,0.003,2
22,0.72,0.612,0.701,0.613,0.3,0.036,0.045,0.001,2
23,0.707,0.612,0.665,0.616,0.272,0.053,0.06,0.057,2
24,0.71,0.599,0.682,0.597,0.268,0.071,0.097,0.032,2
25,0.72,0.619,0.693,0.623,0.304,0.039,0.036,0.027,2
26,0.767,0.635,0.738,0.648,0.359,0.061,0.01,0.052,0
27,0.75,0.627,0.696,0.638,0.315,0.025,0.021,0.012,0
28,0.757,0.628,0.713,0.64,0.33,0.016,0.035,0.01,0
29,0.76,0.637,0.716,0.65,0.344,0.119,0.078,0.091,0
30,0.73,0.626,0.66,0.635,0.284,0.013,0.065,0.055,0
31,0.717,0.617,0.641,0.624,0.257,0.036,0.033,0.072,0
32,0.703,0.611,0.626,0.616,0.237,0.05,0.003,0.061,0
33,0.67,0.619,0.61,0.613,0.229,0.025,0.049,0.066,0
34,0.74,0.62,0.676,0.629,0.29,0.086,0.107,0.026,1
35,0.733,0.618,0.664,0.627,0.279,0.051,0.047,0.029,1
36,0.713,0.573,0.624,0.573,0.19,0.091,0.093,0.072,1
37,0.733,0.611,0.664,0.62,0.27,0.07,0.086,0.019,1
38,0.72,0.583,0.675,0.578,0.241,0.012,0.032,0.018,15
39,0.723,0.598,0.707,0.595,0.285,0.06,0.044,0.043,14
40,0.733,0.614,0.724,0.616,0.319,0.015,0.015,0.02,14
41,0.723,0.598,0.707,0.595,0.285,0.03,0.01,0.02,14
42,0.74,0.638,0.716,0.647,0.345,0.049,0.032,0.009,14
43,0.73,0.633,0.694,0.642,0.321,0.101,0.08,0.077,14
44,0.713,0.599,0.672,0.599,0.261,0.032,0.0,0.05,14
45,0.753,0.655,0.718,0.668,0.368,0.015,0.023,0.043,16
46,0.753,0.652,0.72,0.665,0.366,0.008,0.047,0.063,16
