,Accuracy,Recall,Precision,F1,MCC,SPD,AOD,EOD,Run
47,0.743,0.63,0.709,0.64,0.33,0.074,0.032,0.054,16
48,0.73,0.629,0.679,0.638,0.304,0.038,0.079,0.069,16
49,0.72,0.616,0.663,0.623,0.275,0.032,0.003,0.003,16
50,0.73,0.608,0.687,0.613,0.285,0.022,0.054,0.05,16
51,0.73,0.623,0.68,0.632,0.298,0.078,0.037,0.082,17
52,0.727,0.618,0.675,0.625,0.287,0.051,0.01,0.057,17
53,0.71,0.603,0.646,0.608,0.245,0.052,0.007,0.08,17
54,0.703,0.598,0.636,0.603,0.231,0.043,0.012,0.042,17
55,0.72,0.634,0.663,0.642,0.296,0.053,0.013,0.047,17
56,0.747,0.596,0.658,0.604,0.247,0.148,0.178,0.088,13
57,0.753,0.617,0.672,0.628,0.284,0.18,0.224,0.096,13
58,0.723,0.609,0.629,0.615,0.237,0.091,0.078,0.082,13
59,0.723,0.637,0.641,0.639,0.278,0.083,0.061,0.078,13
60,0.71,0.632,0.629,0.631,0.262,0.084,0.055,0.088,13
61,0.7,0.601,0.607,0.604,0.208,0.113,0.131,0.065,13
62,0.707,0.606,0.663,0.609,0.263,0.032,0.038,0.046,12
63,0.7,0.596,0.652,0.596,0.242,0.037,0.044,0.046,12
64,0.693,0.594,0.64,0.595,0.229,0.001,0.019,0.02,12
65,0.717,0.605,0.683,0.606,0.277,0.0,0.056,0.024,10
66,0.71,0.613,0.663,0.618,0.272,0.024,0.033,0.043,10
67,0.75,0.667,0.727,0.679,0.39,0.07,0.047,0.068,11
68,0.73,0.65,0.694,0.659,0.341,0.01,0.051,0.032,11
69,0.713,0.585,0.707,0.573,0.265,0.015,0.046,0.026,11
70,0.733,0.642,0.705,0.651,0.341,0.035,0.01,0.045,11
71,0.77,0.64,0.737,0.655,0.365,0.049,0.04,0.007,19
72,0.75,0.612,0.697,0.621,0.297,0.027,0.019,0.006,19
73,0.757,0.635,0.703,0.647,0.331,0.051,0.037,0.02,19
74,0.713,0.599,0.672,0.599,0.261,0.023,0.078,0.015,18
75,0.74,0.627,0.729,0.633,0.341,0.033,0.014,0.022,18
76,0.717,0.601,0.68,0.602,0.27,0.028,0.01,0.021,18
77,0.71,0.597,0.665,0.597,0.252,0.003,0.03,0.017,18
78,0.763,0.613,0.717,0.623,0.313,0.023,0.079,0.008,9
79,0.76,0.603,0.714,0.61,0.297,0.022,0.019,0.036,9
80,0.76,0.603,0.714,0.61,0.297,0.022,0.019,0.036,9
81,0.773,0.667,0.752,0.683,0.41,0.02,0.054,0.053,8
82,0.747,0.654,0.697,0.665,0.349,0.007,0.053,0.012,8
83,0.737,0.637,0.683,0.647,0.317,0.007,0.035,0.034,8
84,0.737,0.628,0.684,0.637,0.307,0.009,0.018,0.013,8
85,0.74,0.621,0.695,0.629,0.307,0.014,0.043,0.03,8
