gen,nevals,avg,std,min,max
0,50,[0.70186 0.04542],[0.02961149 0.04855475],[0.657 0.   ],[0.743 0.284]
1,5,[0.704  0.0656],[0.02439672 0.04511585],[0.657 0.   ],[0.723 0.12 ]
2,5,[0.7002 0.0214],[0.03556628 0.02820355],[0.657 0.   ],[0.737 0.071]
3,4,[0.718 0.051],[0.01323631 0.04259108],[0.703 0.009],[0.737 0.118]
4,5,[0.7228 0.1   ],[0.01958979 0.10296407],[0.69  0.015],[0.75  0.298]
5,3,[0.7326 0.0808],[0.00911263 0.10921245],[0.723 0.009],[0.75  0.298]
6,4,[0.7294 0.0656],[0.0094361  0.02378739],[0.72  0.029],[0.747 0.095]
7,3,[0.7286 0.0602],[0.00976934 0.02985565],[0.713 0.024],[0.74  0.102]
8,5,[0.7284 0.0926],[0.01003195 0.1022714 ],[0.713 0.029],[0.743 0.296]
9,4,[0.7254 0.1046],[0.0082365  0.10228705],[0.717 0.012],[0.737 0.296]
10,4,[0.726  0.0478],[0.01054514 0.02528557],[0.713 0.026],[0.743 0.097]
11,4,[0.73   0.0292],[0.00189737 0.00770454],[0.727 0.021],[0.733 0.039]
12,5,[0.728  0.0344],[0.01454648 0.02387132],[0.71  0.011],[0.747 0.076]
13,5,[0.7378 0.0406],[0.00448999 0.01886372],[0.733 0.019],[0.743 0.063]
14,3,[0.7316 0.057 ],[0.01235476 0.03883813],[0.707 0.012],[0.74  0.123]
15,3,[0.7368 0.0458],[0.00574108 0.03336705],[0.73 0.  ],[0.747 0.089]
16,5,[0.7306 0.0618],[0.00922171 0.03725265],[0.72  0.015],[0.743 0.119]
17,5,[0.7298 0.0522],[0.01205653 0.03319277],[0.71  0.006],[0.743 0.096]
18,4,[0.712  0.0328],[0.02918219 0.01866976],[0.657 0.   ],[0.74  0.058]
19,5,[0.715  0.0316],[0.02993326 0.03768607],[0.657 0.   ],[0.737 0.09 ]
20,5,[0.6934 0.0234],[0.03170867 0.01948948],[0.657 0.   ],[0.737 0.046]
21,4,[0.7082 0.0386],[0.02767237 0.0208    ],[0.657 0.   ],[0.737 0.056]
22,2,[0.6962 0.0264],[0.03302363 0.02261504],[0.657 0.   ],[0.737 0.056]
23,5,[0.6834 0.0322],[0.03294602 0.04022139],[0.657 0.   ],[0.733 0.093]
24,5,[0.7042 0.014 ],[0.03856631 0.01654086],[0.657 0.   ],[0.737 0.038]
25,2,[0.7302 0.0214],[0.00854166 0.02361017],[0.717 0.002],[0.737 0.06 ]
