gen,nevals,avg,std,min,max
0,50,[0.73096 0.0974 ],[0.03794151 0.1047582 ],[0.677 0.   ],[0.777 0.354]
1,5,[0.7528 0.088 ],[0.00844748 0.02532982],[0.743 0.054],[0.767 0.122]
2,4,[0.764  0.0574],[0.01111755 0.02566398],[0.75 0.03],[0.78  0.101]
3,3,[0.7606 0.045 ],[0.01135958 0.01829754],[0.75  0.015],[0.78  0.064]
4,4,[0.7686 0.1868],[0.00821219 0.11128953],[0.753 0.055],[0.777 0.32 ]
5,4,[0.7688 0.1064],[0.00676461 0.11030612],[0.757 0.016],[0.777 0.32 ]
6,5,[0.7662 0.0718],[0.00713863 0.03270719],[0.757 0.009],[0.777 0.104]
7,3,[0.7634 0.1198],[0.00859302 0.09435762],[0.757 0.009],[0.78  0.294]
8,2,[0.7686 0.1078],[0.01146473 0.00574108],[0.753 0.102],[0.78  0.117]
9,5,[0.7648 0.094 ],[0.00938936 0.10766615],[0.753 0.021],[0.78  0.304]
10,5,[0.7406 0.111 ],[0.04596781 0.09562426],[0.65  0.025],[0.777 0.294]
11,3,[0.7422 0.13  ],[0.04733455 0.10791293],[0.65  0.025],[0.777 0.338]
12,3,[0.7642 0.132 ],[0.01293677 0.10695981],[0.743 0.029],[0.777 0.338]
13,4,[0.734  0.0414],[0.03713758 0.015781  ],[0.68  0.017],[0.777 0.059]
14,4,[0.7466 0.1268],[0.03455199 0.11175938],[0.68  0.017],[0.78  0.342]
15,3,[0.746  0.0626],[0.02322068 0.04340323],[0.7   0.008],[0.763 0.112]
16,4,[0.7354 0.1158],[0.02771714 0.11236797],[0.7   0.008],[0.76 0.32]
17,5,[0.7088 0.0424],[0.0241197  0.02912456],[0.687 0.002],[0.753 0.087]
18,4,[0.7086 0.0366],[0.00821219 0.01323027],[0.693 0.024],[0.717 0.062]
19,3,[0.7106 0.0356],[0.00224499 0.01429126],[0.707 0.024],[0.713 0.062]
20,4,[0.702 0.019],[0.01279062 0.0115931 ],[0.677 0.   ],[0.71  0.034]
21,5,[0.7034 0.0252],[0.01346997 0.01318181],[0.677 0.   ],[0.713 0.039]
22,5,[0.693  0.0136],[0.01959592 0.01665653],[0.677 0.   ],[0.717 0.034]
23,4,[0.6842 0.0058],[0.0144 0.0116],[0.677 0.   ],[0.713 0.029]
24,3,[0.6842 0.0058],[0.0144 0.0116],[0.677 0.   ],[0.713 0.029]
25,5,[0.6908 0.0076],[0.01692808 0.00983056],[0.677 0.   ],[0.713 0.024]
