gen,nevals,avg,std,min,max
0,50,[0.72846 0.02944],[0.03381255 0.03207813],[0.653 0.   ],[0.813 0.117]
1,5,[0.757 0.031],[0.03136877 0.01593738],[0.703 0.011],[0.793 0.055]
2,3,[0.7692 0.0482],[0.01893568 0.02192168],[0.747 0.013],[0.793 0.081]
3,3,[0.7664 0.0282],[0.03043419 0.01742871],[0.713 0.009],[0.793 0.055]
4,5,[0.7554 0.0982],[0.03816071 0.1095142 ],[0.7 0. ],[0.797 0.298]
5,4,[0.7226 0.022 ],[0.0375052 0.0212697],[0.7 0. ],[0.797 0.055]
6,5,[0.71   0.0424],[0.02028793 0.0397321 ],[0.683 0.   ],[0.737 0.095]
7,3,[0.736  0.0494],[0.0306529  0.03112941],[0.7 0. ],[0.793 0.081]
8,5,[0.756  0.0482],[0.03907941 0.03370104],[0.7 0. ],[0.803 0.089]
9,5,[0.7412 0.0156],[0.03987681 0.01824938],[0.7 0. ],[0.793 0.045]
10,4,[0.7166 0.0224],[0.0234572  0.02924107],[0.7 0. ],[0.76  0.072]
11,3,[0.7 0. ],[0. 0.],[0.7 0. ],[0.7 0. ]
12,3,[0.7 0. ],[0. 0.],[0.7 0. ],[0.7 0. ]
13,5,[0.7106 0.0136],[0.0212 0.0272],[0.7 0. ],[0.753 0.068]
14,5,[0.7234 0.0094],[0.02867473 0.01151694],[0.7 0. ],[0.76  0.024]
15,4,[0.7274 0.0208],[0.03398588 0.02624805],[0.7 0. ],[0.777 0.062]
16,4,[0.7354 0.019 ],[0.02966884 0.01627268],[0.7 0. ],[0.767 0.038]
17,4,[0.7534 0.0162],[0.03120641 0.0130292 ],[0.7 0. ],[0.797 0.034]
18,4,[0.7314 0.0164],[0.02652998 0.01445822],[0.7 0. ],[0.76  0.035]
19,5,[0.7334 0.018 ],[0.02746343 0.0184716 ],[0.7 0. ],[0.76  0.049]
20,2,[0.7488 0.0156],[0.02462032 0.00930806],[0.7 0. ],[0.767 0.027]
21,4,[0.7512 0.0402],[0.01420422 0.02094182],[0.727 0.014],[0.763 0.064]
22,5,[0.7606 0.0484],[0.00574804 0.04728044],[0.753 0.002],[0.77  0.132]
23,5,[0.7414 0.106 ],[0.01481351 0.11336843],[0.717 0.002],[0.763 0.322]
24,5,[0.7544 0.06  ],[0.01130664 0.02934621],[0.733 0.016],[0.763 0.099]
25,3,[0.756  0.0252],[0.02105232 0.01726731],[0.717 0.002],[0.777 0.051]
