gen,nevals,avg,std,min,max
0,50,[0.72894 0.02112],[0.03781926 0.02490915],[0.647 0.   ],[0.777 0.093]
1,3,[0.722 0.023],[0.04232257 0.02330665],[0.657 0.   ],[0.773 0.064]
2,3,[0.7054 0.0312],[0.03741978 0.0223195 ],[0.657 0.   ],[0.757 0.057]
3,3,[0.6738 0.0212],[0.01986353 0.02369304],[0.647 0.   ],[0.693 0.062]
4,1,[0.6746 0.0248],[0.02253531 0.03037367],[0.647 0.   ],[0.693 0.062]
5,4,[0.7038 0.0186],[0.01557434 0.03523407],[0.693 0.   ],[0.733 0.089]
6,5,[0.689  0.0192],[0.01356466 0.03144137],[0.663 0.   ],[0.703 0.081]
7,4,[0.6924 0.008 ],[0.01205985 0.01500667],[0.67 0.  ],[0.703 0.038]
8,5,[0.7014 0.0214],[0.00523832 0.02860489],[0.693 0.   ],[0.707 0.077]
9,4,[0.7124 0.0084],[0.02556247 0.00786384],[0.693 0.   ],[0.763 0.02 ]
10,3,[0.6978 0.0054],[0.0040694  0.00549909],[0.693 0.   ],[0.703 0.015]
11,4,[0.6992 0.0022],[0.00552811 0.0024    ],[0.693 0.   ],[0.707 0.006]
12,4,[0.6992 0.002 ],[0.00765245 0.00252982],[0.693 0.   ],[0.71  0.006]
13,5,[0.7092 0.0042],[0.02597229 0.00658483],[0.693 0.   ],[0.76  0.017]
14,4,[0.693 0.   ],[0. 0.],[0.693 0.   ],[0.693 0.   ]
15,4,[0.693 0.   ],[0. 0.],[0.693 0.   ],[0.693 0.   ]
16,4,[0.709  0.0012],[0.032  0.0024],[0.693 0.   ],[0.773 0.006]
17,3,[0.693 0.   ],[0. 0.],[0.693 0.   ],[0.693 0.   ]
18,4,[0.693 0.   ],[0. 0.],[0.693 0.   ],[0.693 0.   ]
19,4,[0.7058 0.0008],[0.0256 0.0016],[0.693 0.   ],[0.757 0.004]
20,3,[0.693 0.   ],[0. 0.],[0.693 0.   ],[0.693 0.   ]
21,3,[0.7064 0.0072],[0.0268 0.0144],[0.693 0.   ],[0.76  0.036]
22,5,[0.7338 0.0092],[0.0347931  0.00984683],[0.693 0.   ],[0.773 0.026]
23,5,[0.7324 0.0134],[0.03354758 0.01756815],[0.693 0.   ],[0.773 0.047]
24,4,[0.7018 0.0164],[0.0176 0.0328],[0.693 0.   ],[0.737 0.082]
25,5,[0.6958 0.004 ],[0.0056 0.008 ],[0.693 0.   ],[0.707 0.02 ]
