gen,nevals,avg,std,min,max
0,50,[0.7396  0.09274],[0.01955198 0.1083398 ],[0.663 0.   ],[0.767 0.488]
1,4,[0.7438 0.2122],[0.00515364 0.12799125],[0.737 0.   ],[0.753 0.34 ]
2,4,[0.7474 0.087 ],[0.00708802 0.0453299 ],[0.737 0.   ],[0.757 0.131]
3,5,[0.7408 0.1306],[0.00381576 0.13099252],[0.737 0.   ],[0.747 0.294]
4,4,[0.746  0.1038],[0.00593296 0.0933818 ],[0.74 0.01],[0.757 0.28 ]
5,4,[0.7472 0.0774],[0.0056    0.0352511],[0.743 0.01 ],[0.757 0.111]
6,5,[0.7432 0.0452],[0.00222711 0.04193042],[0.74 0.01],[0.747 0.099]
7,5,[0.744  0.0468],[0.00438178 0.03895331],[0.737 0.   ],[0.75  0.094]
8,4,[0.7426 0.0248],[0.0032     0.03481609],[0.737 0.   ],[0.747 0.094]
9,5,[0.7406 0.1   ],[0.00224499 0.1338656 ],[0.737 0.   ],[0.743 0.35 ]
10,5,[0.7458 0.039 ],[0.00487442 0.03894098],[0.74  0.005],[0.753 0.101]
11,4,[0.7464 0.0984],[0.00427083 0.10405114],[0.743 0.01 ],[0.753 0.292]
12,5,[0.742  0.0252],[0.00481664 0.04064677],[0.737 0.   ],[0.75  0.106]
13,3,[0.7438 0.0342],[0.00331059 0.03718279],[0.74 0.01],[0.75  0.106]
14,4,[0.7412 0.022 ],[0.00146969 0.01749286],[0.74  0.005],[0.743 0.05 ]
15,3,[0.7418 0.014 ],[0.00146969 0.01067708],[0.74  0.005],[0.743 0.035]
16,4,[0.7418 0.008 ],[0.00146969 0.00244949],[0.74  0.005],[0.743 0.01 ]
17,5,[0.743  0.0304],[0.     0.0408],[0.743 0.01 ],[0.743 0.112]
18,1,[0.743  0.0304],[0.     0.0408],[0.743 0.01 ],[0.743 0.112]
19,5,[0.744  0.0276],[0.00822192 0.03741978],[0.737 0.   ],[0.76  0.101]
20,5,[0.7326 0.0808],[0.01030728 0.12436463],[0.713 0.   ],[0.743 0.324]
21,4,[0.737 0.   ],[0. 0.],[0.737 0.   ],[0.737 0.   ]
22,3,[0.737 0.   ],[0. 0.],[0.737 0.   ],[0.737 0.   ]
23,3,[0.737 0.   ],[0. 0.],[0.737 0.   ],[0.737 0.   ]
24,4,[0.737 0.06 ],[0.   0.12],[0.737 0.   ],[0.737 0.3  ]
25,5,[0.7342 0.0902],[0.0056     0.13209148],[0.723 0.   ],[0.737 0.34 ]
