gen,nevals,avg,std,min,max
0,50,[0.8277 0.1998],[0.03654819 0.15381469],[0.781 0.042],[0.87  0.488]
1,4,[0.8098 0.244 ],[0.03051819 0.15763756],[0.782 0.068],[0.869 0.476]
2,4,[0.8388 0.1554],[0.03548183 0.11818562],[0.791 0.041],[0.869 0.346]
3,5,[0.8694 0.0932],[0.0008     0.00604649],[0.868 0.082],[0.87  0.099]
4,5,[0.8688 0.0894],[0.0004     0.00407922],[0.868 0.084],[0.869 0.094]
5,3,[0.8518 0.0872],[0.0344     0.00773046],[0.783 0.073],[0.869 0.094]
6,4,[0.8114 0.2608],[0.02924107 0.16508592],[0.783 0.045],[0.868 0.404]
7,4,[0.829  0.2844],[0.03226143 0.17007481],[0.802 0.076],[0.869 0.472]
8,5,[0.8126 0.2986],[0.02963511 0.17178545],[0.784 0.078],[0.87 0.47]
9,4,[0.8356 0.0842],[0.04133086 0.01301384],[0.784 0.063],[0.871 0.099]
10,5,[0.8512 0.0706],[0.0341022  0.01523942],[0.783 0.046],[0.869 0.089]
11,4,[0.8682 0.0724],[0.00074833 0.02037253],[0.867 0.047],[0.869 0.091]
12,5,[0.8396 0.1238],[0.03621381 0.11104305],[0.783 0.049],[0.869 0.344]
13,3,[0.823  0.1972],[0.04       0.14101688],[0.766 0.058],[0.869 0.392]
14,3,[0.84   0.1928],[0.03477355 0.15324542],[0.794 0.058],[0.869 0.382]
15,4,[0.8284 0.189 ],[0.03354162 0.1439361 ],[0.787 0.058],[0.868 0.37 ]
16,5,[0.8518 0.0808],[0.03390221 0.01719767],[0.784 0.048],[0.869 0.096]
17,5,[0.8422 0.2166],[0.03243085 0.17851566],[0.801 0.046],[0.869 0.466]
18,4,[0.8066 0.2834],[0.03312159 0.1593306 ],[0.773 0.086],[0.869 0.424]
19,5,[0.8156 0.3196],[0.02747071 0.1185607 ],[0.796 0.09 ],[0.87  0.432]
20,4,[0.8422 0.2032],[0.03283535 0.1415548 ],[0.801 0.086],[0.87  0.394]
21,4,[0.8148 0.3142],[0.02661879 0.1180244 ],[0.8   0.083],[0.868 0.418]
22,4,[0.818 0.316],[0.02589981 0.1170094 ],[0.802 0.088],[0.869 0.418]
23,4,[0.81   0.2006],[0.03008654 0.13212661],[0.786 0.086],[0.869 0.372]
24,3,[0.8096 0.21  ],[0.02975634 0.15704776],[0.786 0.056],[0.868 0.416]
25,4,[0.8076 0.1838],[0.03124484 0.1294085 ],[0.783 0.06 ],[0.868 0.37 ]
