gen,nevals,avg,std,min,max
0,50,[0.84054 0.18072],[0.02922068 0.15835467],[0.797 0.041],[0.868 0.528]
1,4,[0.8426 0.1224],[0.02949983 0.06286684],[0.805 0.057],[0.868 0.242]
2,3,[0.8394 0.083 ],[0.03261656 0.01451895],[0.797 0.057],[0.866 0.094]
3,5,[0.8292 0.1732],[0.03020861 0.15101179],[0.799 0.049],[0.866 0.434]
4,4,[0.853  0.0788],[0.02550294 0.01818131],[0.802 0.049],[0.866 0.099]
5,4,[0.866  0.0734],[0.         0.01927278],[0.866 0.05 ],[0.866 0.093]
6,5,[0.8548 0.1202],[0.02240893 0.10475763],[0.81  0.043],[0.867 0.326]
7,3,[0.8546 0.1202],[0.02230336 0.10380058],[0.81  0.054],[0.866 0.326]
8,3,[0.866  0.0812],[0.         0.00487442],[0.866 0.077],[0.866 0.09 ]
9,5,[0.8546 0.1242],[0.02330322 0.07891362],[0.808 0.082],[0.867 0.282]
10,4,[0.866  0.0704],[0.00063246 0.01740804],[0.865 0.039],[0.867 0.086]
11,4,[0.8552 0.1344],[0.02260442 0.12227281],[0.81  0.046],[0.867 0.376]
12,5,[0.8318 0.2704],[0.02793134 0.16678801],[0.808 0.086],[0.866 0.526]
13,3,[0.8204 0.3144],[0.02281754 0.14019643],[0.808 0.09 ],[0.866 0.526]
14,4,[0.8206 0.3528],[0.02271211 0.15441036],[0.808 0.09 ],[0.866 0.514]
15,4,[0.8316 0.3018],[0.02849982 0.19004463],[0.808 0.077],[0.867 0.516]
16,4,[0.8218 0.3052],[0.02262211 0.10869848],[0.809 0.104],[0.867 0.418]
17,4,[0.8212 0.328 ],[0.02291201 0.13420581],[0.809 0.092],[0.867 0.5  ]
18,5,[0.8204 0.313 ],[0.02281754 0.13651081],[0.808 0.079],[0.866 0.496]
19,4,[0.8326 0.2834],[0.02770993 0.16704682],[0.808 0.079],[0.867 0.506]
20,2,[0.8434 0.171 ],[0.02851386 0.09468263],[0.807 0.077],[0.867 0.318]
21,5,[0.8438 0.1912],[0.0276     0.13055328],[0.81  0.078],[0.867 0.352]
22,3,[0.8436 0.1822],[0.02784672 0.11752515],[0.809 0.076],[0.867 0.35 ]
23,4,[0.8328 0.2564],[0.0279385  0.14233144],[0.809 0.086],[0.868 0.466]
24,5,[0.8438 0.222 ],[0.0276     0.16980577],[0.81  0.079],[0.867 0.482]
25,4,[0.844 0.198],[0.0273569  0.15046196],[0.81  0.057],[0.867 0.394]
