gen,nevals,avg,std,min,max
0,50,[0.82378 0.21518],[0.03177313 0.16546089],[0.746 0.03 ],[0.861 0.5  ]
1,5,[0.8358 0.1678],[0.0301556  0.14009911],[0.795 0.066],[0.861 0.446]
2,3,[0.8138 0.3442],[0.0231119  0.12512138],[0.801 0.107],[0.86  0.446]
3,5,[0.8366 0.244 ],[0.02867473 0.18201429],[0.8   0.094],[0.86  0.492]
4,4,[0.8486 0.171 ],[0.0228     0.14461812],[0.803 0.094],[0.86 0.46]
5,5,[0.8602 0.0908],[0.0004     0.01267123],[0.86  0.067],[0.861 0.104]
6,3,[0.8484 0.1702],[0.0232     0.15321149],[0.802 0.078],[0.86  0.476]
7,4,[0.8374 0.2306],[0.02727343 0.1735599 ],[0.804 0.078],[0.86  0.448]
8,4,[0.8144 0.351 ],[0.02284382 0.13314053],[0.801 0.093],[0.86  0.474]
9,4,[0.8024 0.4128],[0.00185472 0.04301814],[0.8   0.378],[0.805 0.496]
10,3,[0.8018 0.3932],[0.00146969 0.03474709],[0.8   0.342],[0.804 0.442]
11,4,[0.814  0.3278],[0.02307379 0.12298032],[0.799 0.097],[0.86  0.424]
12,4,[0.8146 0.3558],[0.0222045  0.14298308],[0.803 0.073],[0.859 0.46 ]
13,5,[0.8116 0.2786],[0.02427015 0.0965476 ],[0.798 0.101],[0.86  0.396]
14,5,[0.8462 0.0698],[0.02710277 0.0118558 ],[0.792 0.051],[0.86  0.088]
15,3,[0.8594 0.0658],[0.0004899  0.01852998],[0.859 0.029],[0.86  0.079]
16,4,[0.8594 0.0754],[0.0004899  0.00224499],[0.859 0.073],[0.86  0.079]
17,5,[0.86  0.077],[0.         0.00797496],[0.86  0.069],[0.86  0.092]
18,4,[0.8598 0.0808],[0.0004     0.01423236],[0.859 0.066],[0.86  0.099]
19,4,[0.8474 0.114 ],[0.02471113 0.08703792],[0.798 0.066],[0.861 0.288]
20,4,[0.8476 0.1126],[0.02480806 0.08781708],[0.798 0.064],[0.861 0.288]
21,4,[0.848  0.1054],[0.02450306 0.09330938],[0.799 0.033],[0.861 0.29 ]
22,3,[0.8472 0.0788],[0.0256     0.01472956],[0.796 0.06 ],[0.86  0.099]
23,4,[0.8242 0.2552],[0.02884025 0.16083209],[0.799 0.071],[0.86  0.484]
24,4,[0.8368 0.218 ],[0.02882638 0.16287787],[0.801 0.069],[0.861 0.484]
25,4,[0.8486 0.1578],[0.02330322 0.16385774],[0.802 0.059],[0.861 0.484]
