gen,nevals,avg,std,min,max
0,50,[0.84652 0.1733 ],[0.0329006  0.14058282],[0.789 0.03 ],[0.873 0.494]
1,3,[0.858 0.172],[0.02701111 0.16940366],[0.804 0.065],[0.872 0.51 ]
2,5,[0.8564 0.096 ],[0.02620382 0.08873556],[0.804 0.035],[0.87  0.272]
3,5,[0.8294 0.1972],[0.03195372 0.12855256],[0.801 0.03 ],[0.869 0.358]
4,4,[0.843  0.1484],[0.03309985 0.0992786 ],[0.801 0.058],[0.872 0.284]
5,3,[0.8432 0.155 ],[0.03445809 0.08178508],[0.801 0.068],[0.872 0.254]
6,5,[0.8294 0.244 ],[0.0327756  0.20976654],[0.8   0.041],[0.87 0.5 ]
7,3,[0.8144 0.2068],[0.02744157 0.16975205],[0.796 0.041],[0.869 0.504]
8,5,[0.8108 0.0896],[0.03061634 0.00889044],[0.794 0.076],[0.872 0.104]
9,3,[0.8116 0.1214],[0.03029587 0.06603514],[0.794 0.073],[0.872 0.252]
10,3,[0.8094 0.0716],[0.02932303 0.01713009],[0.794 0.04 ],[0.868 0.091]
11,4,[0.8102 0.0746],[0.0289026  0.01881064],[0.795 0.04 ],[0.868 0.093]
12,5,[0.8542 0.0544],[0.03011578 0.01590723],[0.794 0.04 ],[0.871 0.078]
13,4,[0.8546 0.054 ],[0.0288     0.02123205],[0.797 0.04 ],[0.869 0.096]
14,4,[0.856  0.1088],[0.025004   0.13760145],[0.806 0.039],[0.869 0.384]
15,2,[0.8418 0.1088],[0.03302968 0.10997345],[0.797 0.04 ],[0.869 0.324]
16,5,[0.8124 0.1282],[0.02999733 0.07630046],[0.794 0.08 ],[0.872 0.28 ]
17,4,[0.8406 0.0738],[0.03642856 0.02397832],[0.796 0.038],[0.872 0.103]
18,5,[0.8566 0.0952],[0.02981007 0.01062826],[0.797 0.076],[0.872 0.106]
19,2,[0.8562 0.0898],[0.02961351 0.0123677 ],[0.797 0.075],[0.872 0.104]
20,4,[0.8408 0.1728],[0.03612423 0.13797594],[0.789 0.045],[0.871 0.4  ]
21,4,[0.8574 0.1136],[0.02572625 0.08616171],[0.806 0.053],[0.872 0.284]
22,5,[0.8404 0.107 ],[0.03599778 0.11090356],[0.787 0.041],[0.87  0.328]
23,2,[0.8528 0.052 ],[0.03290836 0.01589969],[0.787 0.029],[0.87 0.07]
24,5,[0.8688 0.0408],[0.00116619 0.01665413],[0.868 0.03 ],[0.871 0.073]
25,2,[0.8694 0.0534],[0.00135647 0.01700118],[0.868 0.03 ],[0.871 0.073]
