gen,nevals,avg,std,min,max
0,50,[0.74054 0.14134],[0.02487586 0.13186988],[0.69  0.002],[0.777 0.466]
1,5,[0.7314 0.1426],[0.02287881 0.16007948],[0.71 0.02],[0.767 0.458]
2,4,[0.7398 0.1178],[0.02483868 0.06320253],[0.713 0.022],[0.773 0.199]
3,5,[0.7474 0.2652],[0.01976461 0.15391738],[0.72  0.082],[0.773 0.458]
4,3,[0.74   0.1454],[0.01968756 0.05255702],[0.72  0.082],[0.773 0.204]
5,5,[0.7474 0.2058],[0.01437498 0.12891299],[0.727 0.104],[0.767 0.458]
6,4,[0.7408 0.2142],[0.01380435 0.12619097],[0.727 0.104],[0.767 0.458]
7,3,[0.7258 0.1052],[0.01016661 0.05144862],[0.707 0.014],[0.733 0.16 ]
8,4,[0.7234 0.0972],[0.01287789 0.07006968],[0.707 0.014],[0.74  0.182]
9,2,[0.7062 0.0612],[0.01531535 0.05347672],[0.687 0.014],[0.733 0.16 ]
10,2,[0.7132 0.0762],[0.01627759 0.07073443],[0.697 0.002],[0.733 0.16 ]
11,5,[0.7286 0.1212],[0.01339552 0.06427254],[0.707 0.014],[0.743 0.186]
12,5,[0.7306 0.1296],[0.01222457 0.06124247],[0.71  0.026],[0.74 0.19]
13,4,[0.7232 0.0962],[0.01376081 0.07083615],[0.71  0.018],[0.74 0.19]
14,5,[0.728  0.1116],[0.01323631 0.0636415 ],[0.703 0.002],[0.74  0.182]
15,3,[0.726  0.1302],[0.0196774  0.04070577],[0.687 0.065],[0.74  0.182]
16,4,[0.7306 0.1262],[0.01416474 0.06114377],[0.703 0.01 ],[0.743 0.186]
17,4,[0.7332 0.1268],[0.01814828 0.05349168],[0.7   0.032],[0.753 0.186]
18,4,[0.7506 0.2512],[0.01899052 0.1722677 ],[0.717 0.034],[0.773 0.466]
19,4,[0.7582 0.2354],[0.01348184 0.17781968],[0.737 0.01 ],[0.777 0.458]
20,5,[0.7674 0.3222],[0.01726963 0.14025177],[0.733 0.112],[0.777 0.44 ]
21,4,[0.7352 0.1866],[0.02400333 0.14685449],[0.693 0.065],[0.76  0.474]
22,5,[0.7506 0.1562],[0.02483224 0.16032517],[0.703 0.01 ],[0.773 0.458]
23,4,[0.7384 0.1368],[0.02981007 0.15848079],[0.703 0.01 ],[0.773 0.44 ]
24,3,[0.7338 0.206 ],[0.02487087 0.19064102],[0.703 0.01 ],[0.773 0.44 ]
25,5,[0.7238 0.1042],[0.01144378 0.04887699],[0.71  0.052],[0.74  0.193]
