gen,nevals,avg,std,min,max
0,50,[0.70518 0.14238],[0.01093378 0.13905451],[0.653 0.003],[0.717 0.53 ]
1,5,[0.7026 0.0962],[0.00682935 0.05232361],[0.693 0.028],[0.713 0.174]
2,4,[0.704 0.11 ],[0.00525357 0.0550309 ],[0.7   0.039],[0.713 0.174]
3,5,[0.7092 0.1726],[0.00815843 0.16359658],[0.7  0.06],[0.723 0.496]
4,3,[0.7046 0.0974],[0.00527636 0.02154623],[0.697 0.075],[0.713 0.136]
5,4,[0.7034 0.0944],[0.00859302 0.0527166 ],[0.697 0.012],[0.72  0.175]
6,5,[0.6914 0.047 ],[0.01323027 0.0232723 ],[0.667 0.012],[0.707 0.079]
7,4,[0.6988 0.1386],[0.01912485 0.14812508],[0.667 0.003],[0.727 0.424]
8,4,[0.7092 0.1476],[0.00930376 0.14006656],[0.703 0.04 ],[0.727 0.424]
9,3,[0.7074 0.1316],[0.00588558 0.03444764],[0.7   0.077],[0.717 0.168]
10,4,[0.7088 0.119 ],[0.00581034 0.05392958],[0.7   0.025],[0.717 0.18 ]
11,4,[0.7026 0.114 ],[0.00257682 0.04737088],[0.7   0.075],[0.707 0.206]
12,4,[0.7028 0.0896],[0.00719444 0.05286814],[0.697 0.012],[0.717 0.171]
13,5,[0.6986 0.0966],[0.01426324 0.04683418],[0.673 0.058],[0.717 0.188]
14,3,[0.7004 0.0654],[0.00387814 0.01415062],[0.693 0.051],[0.703 0.083]
15,4,[0.6994 0.0802],[0.00496387 0.04376026],[0.693 0.025],[0.707 0.139]
16,4,[0.6974 0.0484],[0.0032    0.0249287],[0.693 0.023],[0.703 0.092]
17,2,[0.7012 0.0748],[0.0024     0.03010249],[0.697 0.023],[0.703 0.107]
18,5,[0.7034 0.0696],[0.00366606 0.05088261],[0.697 0.01 ],[0.707 0.153]
19,5,[0.7036 0.093 ],[0.00549909 0.02797856],[0.697 0.063],[0.71  0.136]
20,4,[0.7028 0.1382],[0.00487442 0.05022908],[0.697 0.063],[0.71  0.199]
21,5,[0.7094 0.2372],[0.00496387 0.1824866 ],[0.703 0.019],[0.717 0.476]
22,4,[0.7098 0.2478],[0.00365513 0.17727989],[0.703 0.081],[0.713 0.502]
23,3,[0.7054 0.1616],[0.00601997 0.17169461],[0.697 0.035],[0.713 0.502]
24,5,[0.7054 0.0852],[0.0063435  0.04924794],[0.693 0.014],[0.71 0.14]
25,3,[0.7052 0.084 ],[0.00667533 0.0626131 ],[0.693 0.014],[0.71  0.198]
