gen,nevals,avg,std,min,max
0,50,[0.70966 0.06788],[0.02448315 0.02347308],[0.647 0.005],[0.753 0.107]
1,2,[0.7118 0.0662],[0.02131103 0.01514464],[0.68  0.039],[0.733 0.082]
2,2,[0.7098 0.0714],[0.02334438 0.01437498],[0.687 0.055],[0.743 0.094]
3,5,[0.7032 0.0684],[0.02368459 0.02327746],[0.677 0.026],[0.733 0.093]
4,3,[0.7066 0.0658],[0.02044113 0.01228658],[0.687 0.051],[0.733 0.082]
5,5,[0.6928 0.0684],[0.03841562 0.02003597],[0.647 0.045],[0.74  0.093]
6,5,[0.706 0.06 ],[0.03005329 0.02963106],[0.677 0.026],[0.753 0.107]
7,5,[0.716  0.0772],[0.0174356 0.0107963],[0.69  0.059],[0.73  0.093]
8,5,[0.7228 0.0732],[0.01147868 0.00479166],[0.7   0.065],[0.73  0.078]
9,2,[0.7294 0.0754],[0.0012 0.0052],[0.727 0.065],[0.73  0.078]
10,5,[0.724  0.0766],[0.01719302 0.00928655],[0.69  0.059],[0.737 0.086]
11,4,[0.732  0.0786],[0.00334664 0.00725534],[0.727 0.065],[0.737 0.086]
12,3,[0.7334 0.082 ],[0.00313688 0.00357771],[0.73  0.078],[0.737 0.086]
13,2,[0.7382 0.0876],[0.00649307 0.00783837],[0.73  0.078],[0.75  0.102]
14,5,[0.734  0.0828],[0.00489898 0.00587878],[0.73  0.078],[0.74 0.09]
15,5,[0.7358 0.0854],[0.00870402 0.01094715],[0.73  0.078],[0.753 0.107]
16,4,[0.7346 0.0794],[0.0092     0.01621851],[0.73  0.056],[0.753 0.107]
17,3,[0.734  0.0784],[0.008      0.01455472],[0.73  0.056],[0.75  0.102]
18,3,[0.726  0.0746],[0.01842824 0.01684755],[0.693 0.052],[0.75  0.102]
19,4,[0.7172 0.0788],[0.01843258 0.01108873],[0.69  0.059],[0.733 0.093]
20,2,[0.7172 0.083 ],[0.01742871 0.01924578],[0.69  0.059],[0.733 0.118]
21,4,[0.7154 0.0804],[0.01980505 0.01552546],[0.69  0.059],[0.737 0.106]
22,3,[0.7174 0.0744],[0.02132229 0.01139474],[0.69  0.059],[0.737 0.086]
23,3,[0.7234 0.0714],[0.01691863 0.01175755],[0.69  0.056],[0.737 0.086]
24,5,[0.716  0.0728],[0.02142895 0.01182201],[0.687 0.055],[0.737 0.086]
25,4,[0.7232 0.0758],[0.01813725 0.01051475],[0.687 0.055],[0.733 0.082]
