gen,nevals,avg,std,min,max
0,50,[0.7068  0.05938],[0.01257935 0.03876023],[0.687 0.009],[0.737 0.171]
1,5,[0.7092 0.1076],[0.02214859 0.03663113],[0.693 0.063],[0.753 0.152]
2,3,[0.7206 0.0738],[0.01982524 0.04278972],[0.693 0.024],[0.753 0.152]
3,2,[0.7212 0.0786],[0.01771327 0.04102   ],[0.703 0.03 ],[0.753 0.152]
4,4,[0.7174 0.0684],[0.01785049 0.04967333],[0.707 0.009],[0.753 0.152]
5,4,[0.7088 0.0462],[0.00549181 0.03964543],[0.7   0.005],[0.717 0.098]
6,4,[0.7114 0.0734],[0.00691665 0.04829327],[0.7   0.005],[0.72  0.143]
7,4,[0.7094 0.0734],[0.01022937 0.03722687],[0.693 0.009],[0.723 0.111]
8,3,[0.7156 0.0514],[0.0093723  0.03615301],[0.707 0.005],[0.727 0.094]
9,4,[0.704 0.044],[0.00794984 0.0284605 ],[0.693 0.013],[0.717 0.094]
10,5,[0.7058 0.0748],[0.00719444 0.02870122],[0.693 0.028],[0.713 0.108]
11,4,[0.7148 0.065 ],[0.00693974 0.03054177],[0.707 0.032],[0.727 0.108]
12,4,[0.72  0.037],[0.00954987 0.0258457 ],[0.703 0.005],[0.73  0.084]
13,4,[0.7092 0.07  ],[0.0097242  0.03956261],[0.693 0.028],[0.723 0.133]
14,3,[0.7152 0.0582],[0.0163878  0.04311102],[0.693 0.012],[0.743 0.133]
15,4,[0.7194 0.029 ],[0.00643739 0.02012958],[0.71  0.009],[0.73  0.065]
16,4,[0.7228 0.0536],[0.00870402 0.02648471],[0.707 0.009],[0.73  0.086]
17,5,[0.7194 0.0438],[0.01022937 0.01920833],[0.707 0.025],[0.737 0.078]
18,4,[0.7246 0.061 ],[0.01429126 0.0120499 ],[0.703 0.046],[0.74  0.078]
19,5,[0.7188 0.0362],[0.01158275 0.02128286],[0.707 0.012],[0.74  0.069]
20,3,[0.7234 0.0378],[0.00991161 0.03365947],[0.71  0.009],[0.74  0.102]
21,2,[0.726  0.0498],[0.00977753 0.02647565],[0.71  0.032],[0.74  0.102]
22,4,[0.722  0.0584],[0.0117983 0.0428327],[0.707 0.012],[0.743 0.119]
23,3,[0.7206 0.0522],[0.01501466 0.04239528],[0.7   0.011],[0.743 0.119]
24,4,[0.7152 0.0528],[0.01386218 0.03875771],[0.693 0.004],[0.733 0.1  ]
25,1,[0.7106 0.0606],[0.01063203 0.04328325],[0.693 0.004],[0.723 0.1  ]
