gen,nevals,avg,std,min,max
0,50,[0.85124 0.19926],[0.00619212 0.07001394],[0.839 0.156],[0.862 0.396]
1,3,[0.8534 0.1716],[0.00560714 0.00991161],[0.845 0.158],[0.86  0.184]
2,4,[0.847 0.212],[0.00209762 0.08579744],[0.844 0.155],[0.849 0.382]
3,4,[0.848  0.1754],[0.00167332 0.01007174],[0.846 0.158],[0.851 0.184]
4,3,[0.847 0.168],[0.00209762 0.01186592],[0.845 0.154],[0.851 0.188]
5,4,[0.8472 0.2616],[0.00574108 0.11444055],[0.837 0.158],[0.854 0.414]
6,4,[0.8472 0.265 ],[0.00416653 0.11619983],[0.84 0.16],[0.851 0.414]
7,4,[0.8486 0.213 ],[0.00135647 0.08868596],[0.847 0.161],[0.85 0.39]
8,4,[0.846  0.2072],[0.00379473 0.08859661],[0.84  0.156],[0.85  0.384]
9,5,[0.847  0.2152],[0.0043359  0.08756118],[0.843 0.166],[0.855 0.39 ]
10,5,[0.8466 0.256 ],[0.00407922 0.10902293],[0.839 0.155],[0.851 0.392]
11,4,[0.8454 0.1668],[0.00463033 0.01267123],[0.839 0.15 ],[0.851 0.182]
12,5,[0.8482 0.1652],[0.0056356 0.0102645],[0.843 0.155],[0.859 0.182]
13,5,[0.8496 0.2158],[0.00553534 0.09663002],[0.843 0.154],[0.859 0.408]
14,4,[0.8474 0.215 ],[0.00412795 0.09115701],[0.843 0.154],[0.855 0.396]
15,3,[0.8482 0.1766],[0.00365513 0.0094361 ],[0.844 0.159],[0.855 0.186]
16,4,[0.848 0.263],[0.00236643 0.11183917],[0.844 0.15 ],[0.851 0.406]
17,4,[0.8458 0.2586],[0.0024    0.1122597],[0.843 0.15 ],[0.85  0.404]
18,4,[0.8472 0.2162],[0.00271293 0.08347311],[0.843 0.163],[0.851 0.382]
19,3,[0.8462 0.2574],[0.00318748 0.10753158],[0.841 0.147],[0.851 0.394]
20,4,[0.8452 0.2216],[0.00248193 0.08030592],[0.841 0.175],[0.848 0.382]
21,5,[0.8482 0.307 ],[0.00193907 0.10529577],[0.845 0.167],[0.85 0.4 ]
22,4,[0.8476 0.2212],[0.00224499 0.0846768 ],[0.844 0.167],[0.85 0.39]
23,4,[0.85   0.3048],[0.00228035 0.10523003],[0.847 0.173],[0.853 0.396]
24,5,[0.852  0.1724],[0.00328634 0.00983056],[0.849 0.161],[0.856 0.189]
25,5,[0.8534 0.1772],[0.00549909 0.00818291],[0.847 0.164],[0.862 0.187]
