gen,nevals,avg,std,min,max
0,50,[0.8529  0.21776],[0.00480521 0.08678054],[0.842 0.153],[0.865 0.42 ]
1,5,[0.853 0.217],[0.00442719 0.08508819],[0.847 0.159],[0.859 0.386]
2,3,[0.852 0.215],[0.00501996 0.08519624],[0.846 0.159],[0.859 0.384]
3,4,[0.8494 0.2624],[0.00307246 0.09948186],[0.846 0.17 ],[0.854 0.384]
4,3,[0.848  0.3048],[0.00357771 0.09620478],[0.842 0.184],[0.852 0.384]
5,4,[0.8464 0.2662],[0.00272764 0.09620478],[0.843 0.184],[0.85  0.384]
6,5,[0.8454 0.35  ],[0.00257682 0.08027951],[0.843 0.19 ],[0.849 0.402]
7,4,[0.8456 0.3094],[0.002498   0.09791752],[0.843 0.189],[0.849 0.392]
8,4,[0.849 0.267],[0.00684105 0.10585651],[0.843 0.163],[0.861 0.402]
9,3,[0.8468 0.2698],[0.00292575 0.10077381],[0.843 0.184],[0.852 0.402]
10,5,[0.8486 0.227 ],[0.00241661 0.07854171],[0.845 0.183],[0.852 0.384]
11,5,[0.8496 0.269 ],[0.00338231 0.09893432],[0.844 0.186],[0.854 0.398]
12,5,[0.8488 0.2648],[0.00337046 0.10082738],[0.845 0.171],[0.855 0.392]
13,4,[0.847  0.1854],[0.00282843 0.00531413],[0.844 0.175],[0.852 0.19 ]
14,5,[0.8466 0.2652],[0.00257682 0.09783742],[0.844 0.182],[0.851 0.386]
15,3,[0.8478 0.1864],[0.00305941 0.00162481],[0.843 0.184],[0.851 0.189]
16,5,[0.8464 0.264 ],[0.00224499 0.10138442],[0.844 0.173],[0.849 0.392]
17,5,[0.8454 0.273 ],[0.00233238 0.10520076],[0.843 0.187],[0.849 0.42 ]
18,5,[0.849  0.2234],[0.00340588 0.09070303],[0.845 0.166],[0.853 0.404]
19,5,[0.849  0.2226],[0.00802496 0.08317115],[0.841 0.166],[0.861 0.388]
20,4,[0.8482 0.308 ],[0.00620967 0.10477404],[0.842 0.17 ],[0.86 0.4 ]
21,3,[0.8482 0.2654],[0.00614492 0.10290889],[0.843 0.17 ],[0.86 0.4 ]
22,4,[0.8466 0.2694],[0.0074458  0.11098576],[0.84  0.165],[0.861 0.406]
23,4,[0.8472 0.1826],[0.00716659 0.00895768],[0.841 0.165],[0.861 0.19 ]
24,5,[0.8466 0.1834],[0.00682935 0.0088    ],[0.841 0.166],[0.86 0.19]
25,5,[0.8536 0.2148],[0.00786384 0.09464544],[0.844 0.165],[0.861 0.404]
