gen,nevals,avg,std,min,max
0,50,[0.8498 0.1975],[0.00622254 0.06259049],[0.835 0.154],[0.859 0.386]
1,4,[0.8448 0.1752],[0.00426146 0.01192309],[0.84  0.154],[0.851 0.185]
2,5,[0.8426 0.1786],[0.00674092 0.00652993],[0.835 0.168],[0.854 0.187]
3,2,[0.842 0.182],[0.00334664 0.0032249 ],[0.838 0.177],[0.846 0.187]
4,5,[0.8418 0.1786],[0.00370945 0.00372022],[0.837 0.174],[0.847 0.185]
5,4,[0.8422 0.2218],[0.00479166 0.08317548],[0.836 0.177],[0.848 0.388]
6,4,[0.8438 0.182 ],[0.00365513 0.0052915 ],[0.839 0.175],[0.848 0.189]
7,3,[0.8422 0.218 ],[0.00396989 0.08213891],[0.838 0.172],[0.847 0.382]
8,2,[0.8442 0.3016],[0.00342929 0.09854258],[0.838 0.175],[0.847 0.382]
9,4,[0.8456 0.226 ],[0.00195959 0.07801795],[0.842 0.185],[0.847 0.382]
10,4,[0.8462 0.2634],[0.00116619 0.09931284],[0.845 0.18 ],[0.848 0.388]
11,4,[0.8456 0.2246],[0.00257682 0.07974861],[0.842 0.182],[0.85  0.384]
12,4,[0.8474 0.2674],[0.00257682 0.10175579],[0.845 0.182],[0.851 0.394]
13,5,[0.8494 0.2236],[0.00372022 0.0823325 ],[0.846 0.176],[0.856 0.388]
14,5,[0.8466 0.184 ],[0.00344093 0.00718331],[0.843 0.17 ],[0.853 0.19 ]
15,5,[0.8486 0.1788],[0.00300666 0.0069685 ],[0.845 0.17 ],[0.853 0.189]
16,3,[0.848  0.2186],[0.00501996 0.08319519],[0.841 0.165],[0.854 0.384]
17,3,[0.849  0.1802],[0.00428952 0.00854166],[0.844 0.17 ],[0.854 0.19 ]
18,4,[0.8492 0.1824],[0.00534416 0.00739189],[0.843 0.17 ],[0.857 0.189]
19,4,[0.8512 0.1714],[0.00526878 0.00688767],[0.842 0.161],[0.857 0.179]
20,4,[0.853  0.1724],[0.00275681 0.00755248],[0.849 0.161],[0.857 0.184]
21,4,[0.855 0.174],[0.00167332 0.00374166],[0.853 0.17 ],[0.857 0.179]
22,4,[0.8544 0.175 ],[0.00215407 0.00374166],[0.852 0.171],[0.857 0.18 ]
23,5,[0.855  0.2198],[0.00384708 0.08817347],[0.848 0.17 ],[0.859 0.396]
24,4,[0.8496 0.3046],[0.0032619  0.10224989],[0.847 0.178],[0.856 0.396]
25,4,[0.8522 0.2236],[0.00401995 0.08629392],[0.848 0.174],[0.858 0.396]
