gen,nevals,avg,std,min,max
0,50,[0.8519  0.17264],[0.00650308 0.03195044],[0.839 0.144],[0.862 0.382]
1,5,[0.8562 0.159 ],[0.00324962 0.00352136],[0.853 0.154],[0.861 0.163]
2,4,[0.8576 0.1608],[0.00349857 0.00430813],[0.853 0.154],[0.862 0.166]
3,3,[0.8528 0.168 ],[0.00365513 0.00583095],[0.846 0.164],[0.856 0.179]
4,5,[0.8516 0.1694],[0.0028     0.00611882],[0.847 0.163],[0.855 0.181]
5,5,[0.8516 0.1734],[0.00241661 0.00440908],[0.849 0.166],[0.856 0.178]
6,4,[0.8534 0.1678],[0.00162481 0.00614492],[0.851 0.161],[0.856 0.177]
7,4,[0.8494 0.171 ],[0.00233238 0.00363318],[0.847 0.167],[0.853 0.177]
8,4,[0.8502 0.2144],[0.00354401 0.10490491],[0.845 0.154],[0.854 0.424]
9,5,[0.848  0.2134],[0.00389872 0.0925367 ],[0.841 0.162],[0.852 0.398]
10,3,[0.8514 0.1654],[0.00349857 0.00755248],[0.846 0.159],[0.855 0.18 ]
11,3,[0.854  0.1622],[0.00447214 0.0040694 ],[0.846 0.159],[0.859 0.17 ]
12,4,[0.8538 0.1662],[0.00193907 0.0040694 ],[0.852 0.162],[0.857 0.173]
13,3,[0.8536 0.1644],[0.00185472 0.0032619 ],[0.852 0.16 ],[0.857 0.169]
14,5,[0.8492 0.1672],[0.00401995 0.00778203],[0.843 0.155],[0.853 0.177]
15,5,[0.8512 0.1678],[0.00318748 0.01083328],[0.846 0.157],[0.856 0.185]
16,4,[0.8518 0.1716],[0.00271293 0.00628013],[0.847 0.163],[0.855 0.18 ]
17,4,[0.8558 0.1652],[0.00318748 0.00611228],[0.852 0.156],[0.86  0.173]
18,4,[0.8534 0.1658],[0.00338231 0.00667533],[0.849 0.154],[0.859 0.173]
19,4,[0.8528 0.1612],[0.00116619 0.00470744],[0.851 0.156],[0.854 0.167]
20,5,[0.8524 0.1688],[0.0026533  0.00722219],[0.848 0.162],[0.856 0.181]
21,3,[0.853  0.1646],[0.00219089 0.00484149],[0.85  0.157],[0.856 0.171]
22,2,[0.854  0.1624],[0.00178885 0.00313688],[0.852 0.157],[0.856 0.166]
23,4,[0.8532 0.16  ],[0.00172047 0.00729383],[0.851 0.151],[0.856 0.169]
24,4,[0.8526 0.1654],[0.0012     0.00293939],[0.851 0.161],[0.854 0.17 ]
25,4,[0.853  0.1528],[0.0032249 0.0142464],[0.848 0.127],[0.858 0.165]
