accuracy	0.646677	0.674770	0.653160	0.645597	0.652620	0.661804	0.654781	0.669908	0.666667	0.659643	0.681794	0.670989	0.667207	0.663965	0.662345	0.646677	0.659103	0.669368	0.656402	0.660724
recall	0.632975	0.662838	0.629884	0.627605	0.635529	0.646336	0.635618	0.640222	0.648881	0.640749	0.659504	0.652619	0.647051	0.640564	0.639839	0.627633	0.640203	0.652031	0.642536	0.644015
precision	0.669058	0.699459	0.667521	0.661137	0.670371	0.678193	0.673846	0.677199	0.684231	0.667545	0.705859	0.689698	0.679125	0.675653	0.678477	0.670555	0.683821	0.677939	0.680958	0.685949
f1score	0.620401	0.654050	0.620765	0.617339	0.625747	0.638814	0.625448	0.636125	0.641547	0.636080	0.652431	0.645537	0.641797	0.634568	0.631941	0.613676	0.628658	0.648501	0.630848	0.632733
mcc	0.299869	0.360442	0.295014	0.286789	0.303909	0.322962	0.307093	0.315260	0.331232	0.307127	0.362411	0.340303	0.324595	0.314264	0.315962	0.295083	0.321074	0.328952	0.321204	0.327289
spd0	0.065996	0.103797	0.108004	0.122418	0.081176	0.126936	0.133466	0.129199	0.168710	0.064657	0.133432	0.138309	0.151123	0.102191	0.136301	0.099457	0.083339	0.108142	0.158399	0.127111
aod0	0.043703	0.056394	0.087059	0.095973	0.037002	0.099912	0.105806	0.108774	0.146876	0.033875	0.100669	0.102612	0.127527	0.074753	0.113404	0.083798	0.055458	0.076656	0.124092	0.106459
eod0	0.019091	0.035775	0.043582	0.053853	0.043900	0.052417	0.061475	0.066544	0.059926	0.005535	0.073957	0.072112	0.071861	0.051445	0.060710	0.017004	0.050881	0.033333	0.100598	0.047381
spd1	0.105841	0.094609	0.135015	0.154891	0.119415	0.140181	0.115527	0.128857	0.160774	0.118541	0.115048	0.122127	0.127183	0.110984	0.125891	0.128589	0.130601	0.119884	0.160575	0.134355
aod1	0.084685	0.070351	0.110098	0.133073	0.099716	0.124242	0.089660	0.116253	0.143579	0.096652	0.098178	0.113653	0.111521	0.094345	0.110412	0.109617	0.100446	0.108555	0.143386	0.115349
eod1	0.045479	0.010989	0.107209	0.088035	0.032141	0.066764	0.052084	0.037272	0.093303	0.069848	0.031377	0.023981	0.077803	0.028019	0.051744	0.050520	0.077909	0.036401	0.089156	0.051593
wcspd	0.131622	0.147077	0.189799	0.228699	0.171200	0.215139	0.195502	0.218008	0.263678	0.152804	0.228570	0.189831	0.211951	0.174114	0.208012	0.192828	0.152219	0.171789	0.241349	0.184799
wcaod	0.104747	0.085467	0.152263	0.208982	0.124789	0.190683	0.167429	0.187392	0.233132	0.120386	0.199885	0.147852	0.189563	0.144455	0.172045	0.173713	0.118247	0.136302	0.210563	0.150403
wceod	0.061151	0.064286	0.131371	0.108921	0.068750	0.098115	0.094986	0.099354	0.132233	0.084656	0.100333	0.083763	0.121521	0.068075	0.098073	0.059934	0.112565	0.058443	0.160542	0.073574
avespd	0.058477	0.070456	0.083187	0.093105	0.067532	0.089843	0.085494	0.091654	0.113761	0.061668	0.086318	0.092025	0.097275	0.073772	0.091138	0.077321	0.072749	0.079501	0.111135	0.091163
aveaod	0.043948	0.044424	0.067850	0.077582	0.048485	0.074134	0.068327	0.081110	0.101917	0.046265	0.070448	0.075283	0.082760	0.059667	0.078642	0.067007	0.051727	0.065611	0.091393	0.077846
aveeod	0.019589	0.018348	0.048997	0.047851	0.025827	0.039699	0.040510	0.037007	0.050000	0.027067	0.036947	0.034617	0.051668	0.028719	0.037916	0.023103	0.042144	0.024983	0.066861	0.034253
