accuracy	0.660724	0.667747	0.642355	0.654241	0.659103	0.661804	0.662885	0.682874	0.668287	0.670448	0.669908	0.675311	0.669908	0.667207	0.674770	0.655862	0.660724	0.665586	0.662885	0.668828
recall	0.650517	0.658643	0.625320	0.641543	0.644437	0.651386	0.650196	0.663969	0.656930	0.657702	0.654298	0.662277	0.655506	0.649362	0.658624	0.643134	0.648619	0.653585	0.653761	0.659015
precision	0.671271	0.677877	0.642393	0.658304	0.670421	0.665025	0.666688	0.679448	0.670589	0.670396	0.673609	0.680455	0.671429	0.669284	0.679167	0.661778	0.665056	0.665165	0.669780	0.672943
f1score	0.645548	0.654534	0.622253	0.638606	0.638687	0.649633	0.648133	0.665313	0.655915	0.657567	0.652702	0.660708	0.654738	0.647942	0.657205	0.639529	0.646203	0.653333	0.650606	0.657404
mcc	0.321118	0.335970	0.267168	0.299378	0.313784	0.316117	0.316454	0.343068	0.327234	0.327852	0.327338	0.342249	0.326546	0.318023	0.337165	0.304341	0.313244	0.318539	0.323145	0.331666
spd0	0.118088	0.118620	0.103036	0.152184	0.093503	0.120131	0.120077	0.168455	0.191705	0.109880	0.117623	0.139619	0.146666	0.101822	0.140463	0.126704	0.055848	0.113527	0.104074	0.098268
aod0	0.084753	0.076192	0.076695	0.131823	0.052455	0.083386	0.077044	0.149160	0.150100	0.074104	0.081967	0.101122	0.113199	0.071637	0.102341	0.110075	0.029241	0.062393	0.052420	0.073054
eod0	0.049786	0.043248	0.058331	0.053703	0.038786	0.068978	0.071444	0.084236	0.121553	0.048868	0.070796	0.070300	0.084761	0.050559	0.087587	0.031908	0.009649	0.087179	0.082578	0.016591
spd1	0.129106	0.141012	0.165372	0.158596	0.162833	0.125446	0.121388	0.153872	0.143705	0.136052	0.120859	0.130371	0.150664	0.111477	0.163920	0.133695	0.142914	0.157383	0.170867	0.153110
aod1	0.107163	0.114429	0.142387	0.127014	0.137239	0.104974	0.089930	0.130702	0.116847	0.116057	0.094602	0.115840	0.134874	0.090248	0.141455	0.105774	0.114128	0.140628	0.150856	0.130951
eod1	0.048152	0.084741	0.135424	0.123476	0.097692	0.075429	0.065522	0.079472	0.124540	0.057472	0.094611	0.061929	0.094577	0.039754	0.106541	0.082894	0.071542	0.106626	0.104227	0.069311
wcspd	0.191773	0.219475	0.212424	0.259554	0.212291	0.187039	0.180420	0.260570	0.281485	0.190602	0.200345	0.221636	0.251158	0.181552	0.233322	0.246997	0.160440	0.242945	0.216725	0.192436
wcaod	0.149014	0.181084	0.172078	0.234131	0.161006	0.148394	0.131547	0.222871	0.237645	0.145065	0.163665	0.171003	0.222311	0.127665	0.188662	0.219348	0.129697	0.176652	0.183325	0.158208
wceod	0.090409	0.102174	0.169816	0.144173	0.116667	0.116716	0.111538	0.137732	0.200383	0.082632	0.121000	0.131402	0.174050	0.100634	0.140937	0.125307	0.075305	0.179116	0.147754	0.077545
avespd	0.086014	0.089550	0.090449	0.105659	0.085579	0.083852	0.082804	0.115001	0.116966	0.085152	0.082532	0.094496	0.101173	0.073516	0.104723	0.088418	0.065506	0.092015	0.092649	0.084442
aveaod	0.066328	0.065656	0.073420	0.090174	0.063327	0.063022	0.057331	0.101684	0.094577	0.065880	0.062509	0.074997	0.081816	0.055066	0.084865	0.075158	0.046098	0.067202	0.076679	0.068874
aveeod	0.033707	0.043302	0.063061	0.057593	0.043476	0.048813	0.048588	0.057524	0.083492	0.036903	0.056892	0.044541	0.060397	0.029298	0.067240	0.046717	0.033126	0.063286	0.064990	0.028896
