accuracy	0.847350	0.844254	0.844992	0.846834	0.849267	0.850077	0.851920	0.850299	0.844992	0.846539	0.850077	0.849709	0.849119	0.848308	0.850593	0.849193	0.851552	0.849635	0.850593	0.848824
recall	0.778590	0.781693	0.782346	0.784086	0.781560	0.783363	0.785978	0.780557	0.775920	0.779679	0.781829	0.784501	0.781338	0.787093	0.773542	0.780847	0.782567	0.781130	0.786821	0.780260
precision	0.803246	0.793739	0.798258	0.797141	0.801124	0.801880	0.804821	0.806869	0.794002	0.795851	0.805859	0.803421	0.804119	0.799079	0.808265	0.801635	0.805398	0.802852	0.801849	0.800724
f1score	0.789462	0.787354	0.789669	0.790198	0.790443	0.791819	0.794578	0.792103	0.784171	0.787136	0.792492	0.793112	0.791501	0.792738	0.788190	0.790227	0.792785	0.790887	0.793803	0.789508
mcc	0.581313	0.575306	0.580386	0.581080	0.582356	0.584950	0.590499	0.586837	0.569635	0.575302	0.587197	0.587617	0.585013	0.586050	0.580769	0.582110	0.587522	0.583578	0.588478	0.580624
spd0	0.200216	0.198106	0.222144	0.207616	0.207249	0.212597	0.204509	0.191990	0.198966	0.209067	0.200816	0.207679	0.203788	0.201882	0.180796	0.198622	0.193452	0.190477	0.209071	0.197829
aod0	0.104328	0.081053	0.123041	0.105125	0.105338	0.117471	0.102480	0.091207	0.100050	0.105909	0.091959	0.102639	0.105546	0.091244	0.081895	0.096750	0.088575	0.089256	0.094315	0.104004
eod0	0.118855	0.066591	0.138834	0.110800	0.112683	0.136298	0.111083	0.096857	0.106806	0.113140	0.090376	0.111465	0.124412	0.086045	0.085455	0.100883	0.089591	0.095175	0.092421	0.118214
spd1	0.097685	0.102597	0.102049	0.109071	0.090207	0.095897	0.113035	0.095534	0.095993	0.089404	0.099742	0.104873	0.092753	0.095184	0.086747	0.087373	0.103346	0.082530	0.105177	0.099342
aod1	0.033868	0.042345	0.041812	0.051566	0.004565	0.039419	0.074130	0.038617	0.037304	0.028641	0.041965	0.024758	0.037380	0.037700	0.025772	0.026300	0.055490	0.011957	0.053865	0.052847
eod1	0.029763	0.038982	0.039934	0.049330	0.024286	0.040974	0.100022	0.037677	0.030510	0.021299	0.039805	0.002449	0.039400	0.032161	0.020506	0.010404	0.073140	0.008522	0.066081	0.060831
wcspd	0.238065	0.241170	0.254870	0.249492	0.243140	0.254412	0.258047	0.237212	0.238160	0.250788	0.245119	0.253754	0.235759	0.235176	0.222928	0.238187	0.238143	0.227381	0.260623	0.243016
wcaod	0.108818	0.120585	0.143451	0.128051	0.128100	0.176621	0.177576	0.145933	0.105270	0.161400	0.135173	0.132286	0.126869	0.109344	0.108863	0.114812	0.146360	0.136615	0.204190	0.164689
wceod	0.123076	0.131888	0.170293	0.137021	0.191820	0.244498	0.238946	0.194533	0.114297	0.222000	0.160606	0.171131	0.152353	0.107395	0.126857	0.121446	0.193774	0.224664	0.298045	0.225232
avespd	0.097591	0.098115	0.106416	0.104130	0.097099	0.098875	0.105465	0.094208	0.097459	0.096825	0.096389	0.103110	0.095665	0.095809	0.086538	0.094009	0.097511	0.088384	0.101659	0.096739
aveaod	0.047934	0.046080	0.060083	0.056014	0.057975	0.065744	0.069015	0.052031	0.046243	0.061703	0.049993	0.053927	0.050868	0.044725	0.042680	0.046696	0.055742	0.055076	0.064687	0.061971
aveeod	0.055766	0.047431	0.072339	0.062642	0.074090	0.089219	0.092654	0.066927	0.048743	0.080015	0.057377	0.068876	0.064294	0.045949	0.050178	0.054635	0.072101	0.075924	0.086768	0.081143
