accuracy	0.814329	0.813002	0.819267	0.820520	0.815361	0.822437	0.814992	0.823100	0.818162	0.814550	0.814108	0.812412	0.820299	0.814992	0.822437	0.816172	0.817941	0.817941	0.817572	0.808874
recall	0.760758	0.767829	0.772900	0.769574	0.764897	0.769360	0.765888	0.764072	0.765851	0.766484	0.756558	0.763588	0.765636	0.758472	0.767873	0.755511	0.772306	0.765961	0.765918	0.754456
precision	0.754070	0.750750	0.761105	0.759403	0.751889	0.760699	0.751657	0.764590	0.754611	0.750447	0.752553	0.750218	0.760607	0.752271	0.761774	0.752894	0.755623	0.755754	0.754572	0.743429
f1score	0.757267	0.758306	0.766552	0.764166	0.757844	0.764802	0.758111	0.764330	0.759834	0.757624	0.754503	0.756302	0.763043	0.755248	0.764711	0.754181	0.763069	0.760527	0.759836	0.748530
mcc	0.514784	0.518298	0.533875	0.528879	0.516622	0.529988	0.517349	0.528662	0.520341	0.516683	0.509094	0.513633	0.526219	0.510706	0.529612	0.508399	0.527665	0.521614	0.520367	0.497763
spd0	0.252701	0.243883	0.265925	0.238979	0.258486	0.246523	0.242623	0.219825	0.227832	0.250080	0.239191	0.249996	0.230709	0.228633	0.229715	0.228865	0.243930	0.232982	0.250485	0.246340
aod0	0.186524	0.146220	0.179378	0.151224	0.168273	0.158766	0.157036	0.131677	0.126301	0.162981	0.151135	0.147631	0.139190	0.140766	0.137858	0.139450	0.142394	0.142785	0.161810	0.172271
eod0	0.229813	0.148269	0.204172	0.167452	0.178862	0.177306	0.174682	0.144206	0.121560	0.181995	0.161726	0.144500	0.155920	0.149934	0.145140	0.144704	0.138841	0.152872	0.180676	0.196791
spd1	0.110029	0.105217	0.118762	0.115918	0.115366	0.110901	0.121602	0.099326	0.103177	0.101308	0.110631	0.121701	0.098090	0.106936	0.103409	0.113153	0.113959	0.103779	0.117452	0.116883
aod1	0.050828	0.044405	0.073099	0.070019	0.049134	0.066053	0.070097	0.043723	0.044164	0.053525	0.073205	0.052605	0.038761	0.069707	0.041918	0.070337	0.050672	0.043188	0.068260	0.071440
eod1	0.047572	0.035795	0.090334	0.081009	0.042464	0.080677	0.070661	0.039627	0.033776	0.061686	0.094284	0.039199	0.029757	0.087028	0.033880	0.075412	0.041815	0.032908	0.076954	0.073457
wcspd	0.290604	0.286230	0.306860	0.281214	0.294882	0.288969	0.301370	0.259980	0.270902	0.292099	0.283601	0.295325	0.260459	0.268546	0.276255	0.275183	0.285836	0.275696	0.298210	0.291665
wcaod	0.207560	0.184893	0.231277	0.178052	0.176542	0.203598	0.217034	0.149489	0.132022	0.220640	0.220458	0.179830	0.175241	0.187056	0.184356	0.172814	0.189544	0.180183	0.231432	0.213422
wceod	0.259033	0.208984	0.293572	0.200076	0.188034	0.252444	0.258741	0.164311	0.130228	0.285182	0.285877	0.188500	0.223806	0.223608	0.221379	0.188029	0.219391	0.210999	0.299388	0.256229
avespd	0.117636	0.111730	0.125869	0.115791	0.122541	0.114811	0.119801	0.103801	0.108738	0.114960	0.111498	0.122394	0.105483	0.107997	0.107201	0.113633	0.116232	0.109428	0.118580	0.117886
aveaod	0.086929	0.074022	0.093640	0.078187	0.073214	0.082503	0.084739	0.062327	0.056558	0.085083	0.083724	0.072843	0.071697	0.075116	0.072386	0.076053	0.071734	0.071479	0.087842	0.089108
aveeod	0.113003	0.084423	0.121837	0.095746	0.080011	0.106927	0.103343	0.072688	0.054986	0.108667	0.109617	0.076882	0.091881	0.094069	0.087192	0.087857	0.083546	0.086206	0.113508	0.109925
