accuracy	0.797966	0.800767	0.800545	0.795607	0.803862	0.803862	0.804526	0.807990	0.805263	0.795386	0.804673	0.802388	0.807769	0.797155	0.801135	0.802167	0.804157	0.799587	0.800693	0.793838
recall	0.757548	0.760379	0.756711	0.755296	0.766322	0.759960	0.764064	0.764164	0.756900	0.752468	0.758485	0.759273	0.767265	0.760223	0.758592	0.756439	0.761148	0.753165	0.762470	0.752728
precision	0.735649	0.736915	0.738586	0.730659	0.739778	0.738537	0.740137	0.745927	0.738978	0.728420	0.741605	0.738811	0.746025	0.733256	0.736511	0.736649	0.739318	0.733814	0.735981	0.727607
f1score	0.744722	0.746569	0.746397	0.740589	0.750463	0.747587	0.750022	0.753866	0.746804	0.738195	0.749012	0.747488	0.755029	0.743893	0.745731	0.745108	0.748506	0.742085	0.746585	0.737664
mcc	0.492710	0.496740	0.494965	0.485330	0.505404	0.498037	0.503634	0.509765	0.495554	0.480286	0.499805	0.497663	0.512850	0.492741	0.494611	0.492691	0.499990	0.486594	0.497746	0.479678
spd0	0.204997	0.205404	0.212255	0.193078	0.203412	0.198073	0.188038	0.184270	0.198539	0.197953	0.208745	0.189834	0.194077	0.189517	0.192480	0.178374	0.191404	0.193097	0.192498	0.178444
aod0	0.101906	0.091502	0.103169	0.079489	0.087123	0.083997	0.067519	0.078401	0.091016	0.086389	0.088190	0.075259	0.062421	0.076109	0.082623	0.075109	0.083484	0.084346	0.055090	0.063242
eod0	0.093029	0.068358	0.089613	0.053226	0.065385	0.062858	0.038181	0.067362	0.074527	0.066223	0.054865	0.056512	0.025863	0.051987	0.060834	0.064369	0.067728	0.062919	0.007959	0.032022
spd1	0.100433	0.093137	0.106862	0.094321	0.102682	0.092750	0.101323	0.112577	0.094049	0.092620	0.087139	0.110036	0.104998	0.112751	0.121288	0.080503	0.102042	0.090361	0.094209	0.105575
aod1	0.031493	0.031554	0.049327	0.029808	0.012671	0.029473	0.058846	0.051059	0.033386	0.042593	0.037502	0.036425	0.044594	0.052645	0.072025	0.013247	0.037815	0.024102	0.031294	0.049749
eod1	0.012617	0.019553	0.043219	0.008245	0.027945	0.013541	0.072802	0.037780	0.017887	0.043153	0.040699	0.015033	0.034381	0.034992	0.079233	0.019138	0.024112	0.001400	0.018568	0.035298
wcspd	0.239080	0.238858	0.260049	0.222627	0.249105	0.246176	0.221634	0.258283	0.234849	0.247926	0.233638	0.241400	0.237542	0.233794	0.258040	0.218844	0.239839	0.237836	0.230417	0.238813
wcaod	0.118742	0.115541	0.137583	0.084860	0.094382	0.155096	0.104008	0.169851	0.099831	0.129380	0.112018	0.115600	0.088894	0.084226	0.158636	0.077308	0.111548	0.086948	0.089573	0.116937
wceod	0.121102	0.108785	0.132745	0.055952	0.108311	0.213819	0.104561	0.209631	0.088754	0.130663	0.105465	0.114755	0.051397	0.063990	0.180983	0.087204	0.099553	0.067101	0.065938	0.104903
avespd	0.100257	0.096247	0.105286	0.094026	0.101175	0.093219	0.096264	0.098649	0.096559	0.092868	0.093745	0.100201	0.098015	0.099912	0.104213	0.085218	0.096214	0.092319	0.092860	0.093550
aveaod	0.048947	0.044462	0.054830	0.036299	0.031181	0.054653	0.046194	0.054574	0.037569	0.046912	0.043667	0.042779	0.036415	0.041612	0.060080	0.034046	0.043200	0.036530	0.031317	0.042654
aveeod	0.052244	0.041578	0.055088	0.022105	0.034687	0.064032	0.046580	0.064285	0.030493	0.049679	0.041011	0.040873	0.023947	0.027299	0.065511	0.031541	0.038596	0.024712	0.017949	0.033830
