accuracy	0.636413	0.665046	0.648298	0.645057	0.655321	0.652080	0.646137	0.665046	0.660724	0.656402	0.675311	0.665046	0.658563	0.659643	0.659643	0.644516	0.657482	0.664506	0.652620	0.657482
recall	0.624095	0.653269	0.625918	0.628171	0.639993	0.637383	0.628019	0.637750	0.643311	0.638986	0.653173	0.648004	0.638865	0.637149	0.637385	0.627162	0.639928	0.647176	0.639582	0.641945
precision	0.649913	0.686465	0.658807	0.657015	0.667794	0.663672	0.659181	0.667096	0.675468	0.660826	0.696624	0.677912	0.667254	0.668085	0.674202	0.660865	0.676061	0.672085	0.671875	0.676403
f1score	0.614216	0.644302	0.617657	0.619695	0.633155	0.630533	0.619000	0.635009	0.636155	0.635525	0.645834	0.642276	0.633616	0.631801	0.629620	0.616415	0.630639	0.643431	0.629542	0.632678
mcc	0.272789	0.338108	0.282820	0.283723	0.306529	0.299905	0.285504	0.303430	0.317153	0.299015	0.347088	0.324540	0.304799	0.303663	0.309405	0.286049	0.313917	0.318288	0.309779	0.316477
spd0	0.066856	0.086655	0.092206	0.132106	0.090646	0.136737	0.128926	0.117108	0.157258	0.080185	0.136090	0.130867	0.143621	0.081886	0.143007	0.094308	0.082174	0.112325	0.161003	0.124904
aod0	0.045996	0.039349	0.072535	0.104955	0.043610	0.113887	0.103140	0.095088	0.139050	0.051922	0.106970	0.094430	0.122444	0.060359	0.123133	0.079044	0.053051	0.079861	0.125545	0.102695
eod0	0.012091	0.029243	0.027440	0.065263	0.056102	0.060007	0.060275	0.060143	0.045637	0.016743	0.072693	0.071415	0.065891	0.016935	0.061935	0.010890	0.054497	0.045299	0.110369	0.052436
spd1	0.121150	0.101950	0.124168	0.159168	0.131293	0.139848	0.112098	0.129878	0.156037	0.130027	0.106387	0.131072	0.125461	0.114786	0.108468	0.118865	0.124346	0.108787	0.156305	0.127598
aod1	0.100226	0.078777	0.099788	0.137862	0.111952	0.126083	0.088414	0.118053	0.140024	0.109530	0.092197	0.121281	0.109626	0.099247	0.090909	0.099864	0.094941	0.097165	0.138551	0.108695
eod1	0.074237	0.026684	0.097909	0.089006	0.036277	0.063229	0.048567	0.037930	0.087870	0.076672	0.014876	0.046524	0.084898	0.030914	0.047207	0.040914	0.067785	0.031712	0.092924	0.046771
wcspd	0.145739	0.136784	0.165515	0.233645	0.185603	0.226880	0.188264	0.210910	0.251234	0.186995	0.221527	0.198775	0.213874	0.165471	0.204976	0.176292	0.145317	0.162695	0.245946	0.177252
wcaod	0.118623	0.097269	0.129787	0.212092	0.136071	0.202587	0.165463	0.179297	0.224415	0.156707	0.200355	0.148289	0.191597	0.139477	0.169089	0.155571	0.115618	0.122129	0.213718	0.139289
wceod	0.083400	0.060248	0.106420	0.116380	0.081667	0.114375	0.098796	0.096410	0.116691	0.083469	0.081500	0.115724	0.133194	0.043824	0.100131	0.045526	0.096534	0.071930	0.179253	0.078983
avespd	0.063488	0.066150	0.073881	0.098589	0.074938	0.093239	0.082825	0.087208	0.107847	0.070965	0.084848	0.091715	0.093322	0.066760	0.088168	0.072576	0.070683	0.077883	0.110652	0.088319
aveaod	0.049553	0.040133	0.059183	0.082841	0.052257	0.080038	0.067068	0.076205	0.097837	0.055640	0.071484	0.073755	0.079934	0.055251	0.076230	0.062214	0.049616	0.062783	0.090372	0.074086
aveeod	0.032321	0.020750	0.043800	0.052876	0.031811	0.040223	0.039633	0.034625	0.042903	0.034478	0.035713	0.040381	0.051040	0.015459	0.036488	0.018672	0.041551	0.028161	0.071594	0.034348
