accuracy	0.605078	0.628849	0.613722	0.610481	0.614803	0.613722	0.616964	0.645597	0.605619	0.608860	0.623987	0.616424	0.623987	0.606159	0.615883	0.608860	0.622907	0.621826	0.591032	0.623987
recall	0.593901	0.619803	0.594769	0.597889	0.599267	0.604141	0.603342	0.625305	0.590576	0.596369	0.604849	0.601283	0.606776	0.585112	0.599626	0.592308	0.606965	0.606553	0.580114	0.612311
precision	0.609112	0.633684	0.610665	0.608696	0.618852	0.611512	0.615896	0.638112	0.604194	0.603036	0.624545	0.616040	0.622034	0.600344	0.611668	0.613404	0.628164	0.619362	0.591796	0.625985
f1score	0.585118	0.614593	0.588764	0.593716	0.590147	0.601975	0.598978	0.625081	0.584104	0.594952	0.598191	0.595707	0.602432	0.578520	0.596065	0.581037	0.598428	0.603008	0.571829	0.607533
mcc	0.202442	0.253106	0.204818	0.206302	0.217238	0.215527	0.218878	0.263105	0.194293	0.199293	0.228547	0.216822	0.228301	0.184829	0.210951	0.204627	0.234172	0.225552	0.171512	0.237903
spd0	0.074831	0.090907	0.090318	0.070682	0.059319	0.071175	0.087263	0.124711	0.151931	0.059881	0.051313	0.115986	0.110979	0.053633	0.063962	0.089100	0.048561	0.101470	0.049464	0.056612
aod0	0.046139	0.048764	0.066467	0.049976	0.024594	0.036242	0.060192	0.089937	0.125832	0.038951	0.026430	0.079425	0.082537	0.024688	0.033317	0.072804	0.026568	0.075801	0.015008	0.036065
eod0	0.057348	0.061562	0.068231	0.017916	0.038052	0.064521	0.047382	0.110462	0.118805	0.019723	0.020228	0.108128	0.083326	0.057388	0.048115	0.046004	0.025979	0.059402	0.060910	0.007495
spd1	0.088582	0.067091	0.105291	0.104540	0.117663	0.087720	0.098700	0.105864	0.074531	0.085411	0.090611	0.060689	0.076892	0.072646	0.123461	0.076836	0.097986	0.099967	0.080829	0.121966
aod1	0.078708	0.045995	0.087728	0.081455	0.097786	0.072336	0.076576	0.084600	0.056934	0.069117	0.077757	0.047813	0.062363	0.058003	0.106273	0.056433	0.080052	0.085625	0.068278	0.104709
eod1	0.013339	0.029195	0.082447	0.086579	0.085808	0.062165	0.064141	0.062125	0.075825	0.059279	0.045921	0.042073	0.058399	0.044355	0.104558	0.056880	0.032259	0.080994	0.060897	0.073642
wcspd	0.146432	0.128244	0.130659	0.145557	0.141551	0.132382	0.155295	0.203524	0.204254	0.110964	0.148913	0.142217	0.151616	0.087730	0.153369	0.162416	0.126838	0.147254	0.105921	0.143687
wcaod	0.118276	0.094126	0.109287	0.124586	0.106234	0.113090	0.124112	0.148961	0.176162	0.091980	0.168358	0.101208	0.122306	0.074698	0.124112	0.136489	0.088752	0.117354	0.087881	0.118321
wceod	0.082339	0.092236	0.124594	0.101845	0.105833	0.104103	0.094498	0.161877	0.170971	0.087602	0.059615	0.146317	0.137876	0.085624	0.128141	0.110680	0.069140	0.109844	0.144447	0.080264
avespd	0.056116	0.056339	0.068100	0.058078	0.058780	0.052623	0.061603	0.082671	0.080308	0.050604	0.050205	0.064041	0.066031	0.043703	0.062136	0.056938	0.048169	0.070900	0.045194	0.058280
aveaod	0.041538	0.033654	0.052997	0.044151	0.040595	0.042654	0.045206	0.062310	0.066114	0.037662	0.057473	0.046129	0.050472	0.026506	0.049862	0.045158	0.036885	0.058144	0.028928	0.047910
aveeod	0.030477	0.033730	0.051271	0.034563	0.039715	0.045223	0.036214	0.061656	0.066534	0.029400	0.022662	0.055000	0.048921	0.035444	0.051212	0.032724	0.021095	0.049549	0.056439	0.032603
