accuracy	0.838358	0.842559	0.837031	0.842633	0.844402	0.846392	0.842633	0.843665	0.842707	0.844476	0.842412	0.842191	0.843075	0.839832	0.842485	0.844623	0.845507	0.846908	0.845065	0.843444
recall	0.753432	0.763620	0.750403	0.756012	0.766460	0.758146	0.755501	0.758228	0.757978	0.756530	0.756160	0.757327	0.757720	0.750249	0.753606	0.751442	0.759376	0.758045	0.757484	0.752543
precision	0.795621	0.796507	0.795146	0.799518	0.797089	0.805120	0.798368	0.803277	0.796000	0.800734	0.801458	0.799408	0.802061	0.796348	0.800280	0.805573	0.802954	0.807782	0.802561	0.801537
f1score	0.770218	0.777481	0.767907	0.773376	0.779563	0.776709	0.772682	0.776068	0.773615	0.774193	0.774037	0.774218	0.775327	0.768307	0.771929	0.771997	0.776860	0.777432	0.775424	0.771601
mcc	0.547429	0.559161	0.543711	0.553824	0.562716	0.561304	0.552208	0.559695	0.552671	0.555508	0.555774	0.555142	0.558022	0.544649	0.551916	0.554379	0.560639	0.563636	0.558228	0.551910
spd0	0.141729	0.139044	0.144351	0.132855	0.148844	0.137723	0.130811	0.124975	0.137737	0.143614	0.136699	0.145552	0.134788	0.124368	0.134388	0.129232	0.136143	0.132945	0.149294	0.131576
aod0	0.017584	0.012242	0.025845	0.002762	0.017069	0.014625	0.002703	0.004193	0.006443	0.019022	0.011348	0.015243	0.010916	0.013418	0.012061	0.010620	0.012347	0.011556	0.024977	0.013217
eod0	0.019944	0.022961	0.000171	0.042769	0.022791	0.016163	0.038577	0.028263	0.039085	0.013172	0.025224	0.023823	0.016075	0.074279	0.026911	0.021804	0.023626	0.021200	0.003694	0.019575
spd1	0.087540	0.074108	0.083065	0.078696	0.081848	0.087175	0.084947	0.079884	0.081393	0.081236	0.077253	0.086694	0.071024	0.082305	0.085828	0.070382	0.083767	0.078601	0.080012	0.084325
aod1	0.034540	0.009666	0.043457	0.019568	0.000969	0.052725	0.043691	0.036470	0.029583	0.047700	0.020598	0.036691	0.019711	0.045307	0.038050	0.027262	0.034983	0.030295	0.031764	0.048011
eod1	0.038428	0.005446	0.063071	0.006592	0.030801	0.079819	0.057079	0.049459	0.027959	0.074599	0.012421	0.049719	0.020798	0.060791	0.046286	0.031066	0.044034	0.036417	0.039605	0.063890
wcspd	0.180073	0.179870	0.183597	0.166800	0.185687	0.178651	0.175621	0.169081	0.179030	0.185340	0.168709	0.179555	0.165326	0.164232	0.179991	0.170642	0.174147	0.175416	0.180634	0.177406
wcaod	0.053703	0.046710	0.074169	0.047083	0.019761	0.066309	0.056916	0.068692	0.035888	0.080520	0.026799	0.054064	0.046749	0.064495	0.043898	0.048915	0.043281	0.055782	0.059560	0.061196
wceod	0.135692	0.067580	0.095482	0.121645	0.053450	0.103047	0.099769	0.134546	0.074580	0.127516	0.039690	0.083784	0.073734	0.143121	0.076607	0.070785	0.070671	0.086929	0.072941	0.086645
avespd	0.076830	0.069332	0.075921	0.070332	0.076858	0.074742	0.072682	0.068663	0.073603	0.073462	0.069863	0.077984	0.067199	0.068785	0.073281	0.066694	0.073290	0.070410	0.075076	0.071819
aveaod	0.019762	0.013520	0.027426	0.014296	0.007529	0.027212	0.024812	0.025084	0.011078	0.028152	0.010864	0.020926	0.013551	0.027237	0.018152	0.016319	0.017748	0.018584	0.022214	0.024692
aveeod	0.036904	0.022723	0.037602	0.038465	0.023105	0.044652	0.038209	0.041982	0.027604	0.047739	0.011275	0.031906	0.021128	0.046418	0.025093	0.024082	0.025342	0.028633	0.026167	0.036634
