gen,nevals,avg,std,min,max
0,50,[0.66458 0.0619 ],[0.03006865 0.02225421],[0.573 0.004],[0.708 0.108]
1,3,[0.664  0.0564],[0.01260159 0.01146473],[0.65  0.038],[0.682 0.072]
2,4,[0.6698 0.0658],[0.01298307 0.00800999],[0.657 0.058],[0.688 0.08 ]
3,5,[0.6866 0.0704],[0.00781281 0.01518684],[0.677 0.049],[0.697 0.086]
4,5,[0.696 0.066],[0.00363318 0.01922498],[0.69  0.045],[0.7   0.101]
5,4,[0.6886 0.0732],[0.01149957 0.01541947],[0.67  0.059],[0.701 0.1  ]
6,4,[0.6868 0.0672],[0.01772456 0.01979293],[0.661 0.041],[0.704 0.1  ]
7,3,[0.6766 0.0624],[0.02279123 0.02134104],[0.648 0.034],[0.701 0.1  ]
8,5,[0.6602 0.0508],[0.0284     0.01423236],[0.609 0.026],[0.686 0.07 ]
9,5,[0.6598 0.0556],[0.01904101 0.00900222],[0.641 0.04 ],[0.683 0.065]
10,4,[0.652  0.0496],[0.01174734 0.02840141],[0.635 0.004],[0.664 0.076]
11,5,[0.6588 0.056 ],[0.01677379 0.01678094],[0.638 0.03 ],[0.688 0.073]
12,3,[0.6646 0.0552],[0.0102489  0.01322724],[0.649 0.03 ],[0.68  0.068]
13,2,[0.6584 0.051 ],[0.0181615  0.02181742],[0.627 0.022],[0.68  0.079]
14,4,[0.6608 0.0444],[0.00884081 0.01933494],[0.652 0.022],[0.677 0.074]
15,4,[0.6794 0.0568],[0.02299217 0.0261641 ],[0.652 0.022],[0.71  0.093]
16,4,[0.6544 0.0524],[0.0183913 0.0147051],[0.622 0.028],[0.674 0.074]
17,3,[0.6726 0.052 ],[0.01540909 0.02822765],[0.658 0.004],[0.701 0.086]
18,3,[0.6634 0.0424],[0.01007174 0.02280877],[0.65  0.004],[0.679 0.074]
19,2,[0.6748 0.0416],[0.00538145 0.01973423],[0.666 0.006],[0.679 0.067]
20,4,[0.6818 0.0548],[0.00713863 0.0064    ],[0.674 0.045],[0.693 0.063]
21,5,[0.687  0.0592],[0.00589915 0.00655439],[0.681 0.048],[0.697 0.067]
22,5,[0.6382 0.0426],[0.06317721 0.02906957],[0.553 0.002],[0.715 0.077]
23,4,[0.6582 0.0616],[0.06025413 0.02330322],[0.542 0.034],[0.715 0.099]
24,4,[0.6804 0.0806],[0.01105622 0.02999067],[0.659 0.029],[0.689 0.119]
25,4,[0.6908 0.0768],[0.02205811 0.02202181],[0.657 0.057],[0.718 0.119]
