gen,nevals,avg,std,min,max
0,50,[0.64254 0.03764],[0.03000947 0.01999476],[0.556 0.008],[0.714 0.117]
1,4,[0.6538 0.0436],[0.03874223 0.0246463 ],[0.578 0.011],[0.68  0.076]
2,3,[0.6514 0.0376],[0.03807151 0.01613196],[0.578 0.02 ],[0.682 0.063]
3,4,[0.644  0.0398],[0.03975425 0.02538819],[0.567 0.016],[0.68  0.085]
4,3,[0.6262 0.0456],[0.051631   0.03134709],[0.552 0.016],[0.688 0.101]
5,4,[0.652  0.0404],[0.04137149 0.03620829],[0.571 0.001],[0.688 0.107]
6,4,[0.6728 0.0422],[0.01279687 0.02606454],[0.656 0.009],[0.688 0.078]
7,5,[0.667  0.0288],[0.01608726 0.02376047],[0.656 0.007],[0.699 0.074]
8,3,[0.6586 0.0158],[0.00233238 0.00549181],[0.656 0.009],[0.662 0.025]
9,4,[0.6516 0.0146],[0.01290891 0.00463033],[0.628 0.006],[0.667 0.019]
10,4,[0.6506 0.0198],[0.0093723  0.01732513],[0.634 0.006],[0.662 0.054]
11,4,[0.6412 0.0382],[0.01108873 0.0226751 ],[0.626 0.005],[0.657 0.061]
12,4,[0.6538 0.04  ],[0.01307517 0.02067849],[0.639 0.017],[0.674 0.072]
13,4,[0.6536 0.0378],[0.02117168 0.02888875],[0.63  0.007],[0.683 0.087]
14,5,[0.6732 0.0178],[0.00503587 0.00919565],[0.667 0.003],[0.68  0.028]
15,4,[0.6758 0.0162],[0.00534416 0.00762627],[0.667 0.005],[0.682 0.028]
16,4,[0.6706 0.0136],[0.00628013 0.00788923],[0.663 0.005],[0.679 0.027]
17,5,[0.6718 0.0232],[0.00994786 0.01738275],[0.657 0.004],[0.683 0.054]
18,3,[0.6676 0.0162],[0.0103846  0.00735935],[0.655 0.004],[0.681 0.027]
19,5,[0.6608 0.0292],[0.013891   0.01994392],[0.645 0.004],[0.678 0.05 ]
20,3,[0.672  0.0198],[0.0095289  0.01235152],[0.653 0.006],[0.678 0.042]
21,5,[0.6722 0.0098],[0.00386782 0.00401995],[0.666 0.004],[0.677 0.014]
22,5,[0.6718 0.0072],[0.0096     0.00318748],[0.654 0.002],[0.681 0.012]
23,2,[0.6664 0.0088],[0.0098102  0.00386782],[0.654 0.002],[0.681 0.012]
24,2,[0.65   0.0182],[0.02136352 0.02113197],[0.609 0.002],[0.67  0.059]
25,4,[0.6614 0.0128],[0.00889044 0.00752064],[0.645 0.004],[0.671 0.025]
