gen,nevals,avg,std,min,max
0,50,[0.65878 0.0662 ],[0.0280252  0.02485961],[0.568 0.   ],[0.698 0.154]
1,5,[0.6314 0.0644],[0.05970126 0.0102489 ],[0.517 0.048],[0.68  0.079]
2,5,[0.6684 0.075 ],[0.01832594 0.0174356 ],[0.647 0.056],[0.69  0.104]
3,3,[0.658  0.0806],[0.01952434 0.01132431],[0.638 0.067],[0.685 0.096]
4,4,[0.651  0.0882],[0.01438054 0.01423236],[0.639 0.067],[0.678 0.105]
5,4,[0.6596 0.0792],[0.01752256 0.02691022],[0.635 0.054],[0.679 0.131]
6,5,[0.652  0.0646],[0.02371497 0.02011567],[0.615 0.027],[0.689 0.082]
7,5,[0.642 0.05 ],[0.02726169 0.03011976],[0.611 0.001],[0.683 0.092]
8,5,[0.6256 0.0576],[0.02620382 0.00811419],[0.587 0.044],[0.659 0.066]
9,4,[0.625  0.0474],[0.02406657 0.02317412],[0.58  0.006],[0.651 0.071]
10,4,[0.6256 0.039 ],[0.03308534 0.02186321],[0.58  0.006],[0.661 0.073]
11,3,[0.637  0.0592],[0.02640455 0.01836736],[0.587 0.03 ],[0.661 0.079]
12,3,[0.6456 0.0466],[0.04074113 0.02791845],[0.571 0.027],[0.693 0.101]
13,4,[0.6484 0.061 ],[0.00983056 0.02414125],[0.635 0.03 ],[0.661 0.104]
14,3,[0.6458 0.059 ],[0.01571496 0.00839047],[0.615 0.051],[0.657 0.071]
15,5,[0.659  0.0618],[0.00885438 0.01975247],[0.645 0.046],[0.67 0.1 ]
16,4,[0.645 0.057],[0.02709243 0.01465606],[0.606 0.03 ],[0.677 0.072]
17,4,[0.6434 0.0764],[0.01167219 0.02544484],[0.627 0.03 ],[0.656 0.105]
18,5,[0.65   0.0414],[0.02909983 0.02176787],[0.602 0.014],[0.685 0.081]
19,3,[0.6412 0.0566],[0.02829417 0.01869331],[0.6   0.037],[0.672 0.083]
20,4,[0.6642 0.05  ],[0.02117924 0.00905539],[0.638 0.036],[0.687 0.064]
21,5,[0.6594 0.0494],[0.00870862 0.01643898],[0.647 0.028],[0.672 0.07 ]
22,5,[0.6498 0.0526],[0.01674993 0.00922171],[0.632 0.039],[0.677 0.063]
23,3,[0.644  0.0468],[0.03319036 0.02059515],[0.587 0.007],[0.677 0.067]
24,5,[0.6612 0.065 ],[0.01691626 0.01712308],[0.642 0.038],[0.683 0.091]
25,2,[0.6708 0.0634],[0.01513142 0.01843475],[0.642 0.035],[0.683 0.091]
