gen,nevals,avg,std,min,max
0,50,[0.66108 0.02996],[0.03293985 0.02258226],[0.543 0.001],[0.71  0.135]
1,3,[0.6562 0.0222],[0.01531535 0.01175415],[0.639 0.001],[0.685 0.035]
2,3,[0.6776 0.0254],[0.02176787 0.00870862],[0.651 0.013],[0.698 0.038]
3,4,[0.6748 0.026 ],[0.0136147  0.00723878],[0.651 0.018],[0.686 0.037]
4,4,[0.6618 0.0314],[0.0294034  0.00523832],[0.611 0.024],[0.697 0.037]
5,4,[0.6302 0.0212],[0.02658872 0.01147868],[0.604 0.006],[0.666 0.033]
6,5,[0.6514 0.0232],[0.02358474 0.00910824],[0.613 0.013],[0.686 0.04 ]
7,5,[0.6578 0.0346],[0.01304454 0.0213972 ],[0.646 0.005],[0.682 0.06 ]
8,4,[0.6634 0.0282],[0.01861827 0.0207403 ],[0.635 0.002],[0.684 0.059]
9,4,[0.6504 0.0334],[0.02088636 0.01829317],[0.63  0.006],[0.681 0.05 ]
10,4,[0.6716 0.0274],[0.01207642 0.01072567],[0.652 0.017],[0.686 0.046]
11,4,[0.682  0.0204],[0.00252982 0.00422374],[0.678 0.014],[0.686 0.025]
12,4,[0.6776 0.0256],[0.00567803 0.00637495],[0.669 0.018],[0.685 0.036]
13,4,[0.6796 0.0204],[0.00640625 0.01068831],[0.67  0.008],[0.686 0.036]
14,5,[0.6812 0.0182],[0.00324962 0.01413365],[0.676 0.   ],[0.686 0.034]
15,3,[0.6756 0.0198],[0.00445421 0.01146124],[0.668 0.   ],[0.682 0.034]
16,4,[0.656  0.0216],[0.01603746 0.01456846],[0.628 0.   ],[0.674 0.038]
17,4,[0.6762 0.0232],[0.01584172 0.013467  ],[0.655 0.007],[0.692 0.042]
18,4,[0.6766 0.0196],[0.01273735 0.00877724],[0.661 0.009],[0.692 0.034]
19,4,[0.6516 0.0314],[0.03715158 0.03385026],[0.584 0.001],[0.686 0.097]
20,3,[0.6148 0.0656],[0.04903631 0.04478214],[0.569 0.001],[0.688 0.107]
21,5,[0.6262 0.0444],[0.04399273 0.0279757 ],[0.58 0.01],[0.681 0.078]
22,4,[0.6362 0.0638],[0.06104228 0.04564822],[0.549 0.022],[0.71  0.147]
23,5,[0.6244 0.0508],[0.05321879 0.04513712],[0.554 0.008],[0.683 0.113]
24,3,[0.6108 0.0754],[0.05660883 0.04813564],[0.552 0.008],[0.682 0.141]
25,4,[0.6436 0.0464],[0.05473427 0.0306307 ],[0.575 0.001],[0.695 0.083]
