gen,nevals,avg,std,min,max
0,50,[0.64388 0.05408],[0.03781198 0.02203074],[0.512 0.002],[0.709 0.102]
1,5,[0.637  0.0446],[0.03166702 0.0081388 ],[0.585 0.035],[0.67  0.059]
2,5,[0.663  0.0508],[0.01428286 0.01205653],[0.635 0.038],[0.674 0.073]
3,4,[0.6598 0.0448],[0.02518253 0.01085173],[0.611 0.034],[0.68  0.058]
4,5,[0.6628 0.0488],[0.00970361 0.0167021 ],[0.647 0.021],[0.672 0.068]
5,4,[0.6562 0.0542],[0.0102645  0.01737124],[0.642 0.023],[0.669 0.075]
6,5,[0.6548 0.0492],[0.01262379 0.01316662],[0.635 0.032],[0.669 0.071]
7,5,[0.6664 0.0596],[0.00845222 0.0074458 ],[0.651 0.051],[0.674 0.072]
8,5,[0.6678 0.0552],[0.01166876 0.01223765],[0.647 0.039],[0.68  0.074]
9,4,[0.6616 0.0458],[0.00970773 0.01381883],[0.647 0.03 ],[0.676 0.065]
10,4,[0.6674 0.0434],[0.00588558 0.00928655],[0.657 0.03 ],[0.673 0.058]
11,5,[0.6678 0.0448],[0.00526878 0.01285924],[0.661 0.024],[0.677 0.058]
12,3,[0.6656 0.0402],[0.00300666 0.01309045],[0.661 0.024],[0.67  0.057]
13,4,[0.6658 0.0438],[0.00292575 0.00762627],[0.661 0.031],[0.67  0.054]
14,5,[0.6646 0.0478],[0.00355528 0.0084947 ],[0.659 0.036],[0.67  0.058]
15,4,[0.6572 0.0464],[0.01285924 0.00964572],[0.632 0.032],[0.668 0.059]
16,4,[0.653 0.043],[0.01100909 0.00447214],[0.632 0.036],[0.663 0.048]
17,4,[0.6544 0.0578],[0.0088     0.02073065],[0.639 0.026],[0.663 0.075]
18,3,[0.6522 0.0636],[0.00617738 0.01544798],[0.646 0.039],[0.664 0.079]
19,5,[0.6314 0.0684],[0.03707614 0.01410815],[0.559 0.047],[0.665 0.091]
20,5,[0.6514 0.069 ],[0.01100182 0.01126055],[0.642 0.052],[0.672 0.085]
21,4,[0.6468 0.0726],[0.01313621 0.00431741],[0.636 0.065],[0.672 0.077]
22,5,[0.6354 0.0806],[0.03122563 0.01936595],[0.577 0.043],[0.669 0.095]
23,4,[0.6472 0.069 ],[0.00730479 0.01772005],[0.638 0.041],[0.659 0.095]
24,3,[0.6388 0.0612],[0.02822339 0.01187266],[0.584 0.041],[0.661 0.074]
25,3,[0.63   0.0578],[0.03308776 0.01070327],[0.584 0.039],[0.661 0.069]
