accuracy,recall,precision,f1,mcc,spd,aod,eod
0.818,0.71,0.771,0.731,0.477,0.162,0.108,0.145
0.815,0.727,0.759,0.74,0.485,0.183,0.11,0.127
0.826,0.734,0.777,0.751,0.509,0.18,0.112,0.141
0.808,0.723,0.746,0.733,0.469,0.184,0.109,0.12
0.819,0.736,0.763,0.748,0.499,0.193,0.12,0.143
0.818,0.733,0.762,0.745,0.494,0.187,0.104,0.111
0.8,0.719,0.734,0.726,0.453,0.193,0.127,0.149
0.817,0.712,0.767,0.731,0.476,0.161,0.101,0.132
0.818,0.708,0.772,0.729,0.476,0.163,0.11,0.148
0.82,0.735,0.766,0.748,0.5,0.191,0.12,0.146
0.809,0.725,0.748,0.735,0.472,0.176,0.096,0.102
0.796,0.715,0.73,0.722,0.445,0.176,0.096,0.098
0.816,0.731,0.759,0.743,0.49,0.185,0.11,0.128
0.815,0.729,0.757,0.74,0.485,0.195,0.121,0.137
0.817,0.734,0.761,0.746,0.495,0.199,0.131,0.159
0.803,0.72,0.739,0.728,0.459,0.189,0.108,0.109
0.814,0.72,0.758,0.735,0.477,0.17,0.098,0.115
0.807,0.724,0.746,0.734,0.469,0.173,0.088,0.088
0.826,0.735,0.778,0.751,0.51,0.184,0.115,0.143
0.827,0.73,0.781,0.749,0.509,0.174,0.105,0.132
0.814,0.729,0.755,0.74,0.483,0.191,0.123,0.149
0.824,0.729,0.775,0.747,0.502,0.18,0.124,0.168
0.8,0.713,0.736,0.723,0.448,0.178,0.095,0.092
0.827,0.734,0.781,0.752,0.512,0.184,0.121,0.158
0.819,0.734,0.764,0.747,0.498,0.191,0.111,0.123
0.818,0.714,0.768,0.733,0.479,0.172,0.119,0.159
0.796,0.717,0.729,0.722,0.446,0.19,0.116,0.126
0.812,0.716,0.756,0.731,0.47,0.151,0.075,0.084
0.813,0.731,0.754,0.741,0.484,0.196,0.126,0.151
0.82,0.732,0.766,0.746,0.497,0.175,0.1,0.118
0.826,0.727,0.781,0.747,0.506,0.165,0.089,0.104
0.779,0.695,0.705,0.7,0.4,0.182,0.122,0.141
0.785,0.703,0.714,0.708,0.417,0.169,0.092,0.089
0.813,0.727,0.755,0.739,0.481,0.19,0.127,0.158
0.811,0.723,0.752,0.735,0.474,0.19,0.134,0.175
0.814,0.732,0.755,0.742,0.487,0.189,0.113,0.13
0.81,0.729,0.749,0.738,0.478,0.196,0.122,0.141
0.815,0.73,0.758,0.741,0.487,0.202,0.139,0.173
0.812,0.731,0.752,0.74,0.483,0.201,0.137,0.169
0.801,0.662,0.754,0.684,0.406,0.128,0.085,0.113
0.827,0.73,0.782,0.749,0.51,0.177,0.117,0.155
0.796,0.655,0.744,0.676,0.389,0.12,0.077,0.1
0.79,0.702,0.721,0.71,0.422,0.169,0.091,0.087
0.819,0.734,0.764,0.746,0.497,0.193,0.126,0.156
0.804,0.727,0.74,0.733,0.467,0.206,0.14,0.168
0.818,0.734,0.763,0.746,0.496,0.193,0.121,0.145
0.786,0.696,0.715,0.704,0.411,0.165,0.091,0.091
0.814,0.733,0.756,0.743,0.488,0.185,0.103,0.111
0.825,0.735,0.776,0.751,0.509,0.194,0.136,0.18
0.819,0.731,0.766,0.745,0.495,0.19,0.128,0.165
0.81,0.728,0.75,0.737,0.477,0.201,0.135,0.163
0.822,0.739,0.768,0.751,0.506,0.193,0.121,0.149
0.811,0.727,0.751,0.737,0.477,0.186,0.116,0.137
0.818,0.733,0.763,0.745,0.495,0.191,0.114,0.128
0.802,0.685,0.744,0.704,0.426,0.153,0.102,0.128
0.811,0.728,0.751,0.738,0.478,0.194,0.119,0.134
0.805,0.723,0.743,0.732,0.465,0.189,0.122,0.144
0.819,0.734,0.764,0.746,0.497,0.189,0.116,0.139
