accuracy,recall,precision,f1,mcc,spd,aod,eod
0.621,0.617,0.619,0.617,0.237,0.129,0.097,0.098
0.614,0.611,0.612,0.611,0.223,0.144,0.123,0.085
0.607,0.603,0.604,0.603,0.207,0.032,0.016,0.04
0.59,0.585,0.588,0.583,0.173,0.013,0.006,0.027
0.617,0.609,0.617,0.606,0.226,0.021,0.051,0.059
0.632,0.628,0.63,0.628,0.258,0.143,0.111,0.098
0.587,0.585,0.585,0.585,0.17,0.015,0.013,0.003
0.587,0.587,0.586,0.586,0.173,0.071,0.052,0.032
0.585,0.58,0.582,0.58,0.162,0.079,0.067,0.024
0.614,0.607,0.613,0.606,0.221,0.006,0.018,0.049
0.629,0.624,0.627,0.624,0.251,0.095,0.067,0.038
0.616,0.612,0.615,0.611,0.226,0.058,0.034,0.004
0.555,0.553,0.553,0.553,0.106,0.007,0.025,0.013
0.625,0.618,0.624,0.616,0.242,0.014,0.015,0.034
0.622,0.615,0.623,0.612,0.237,0.042,0.017,0.012
0.61,0.606,0.608,0.606,0.214,0.153,0.134,0.091
0.588,0.582,0.585,0.581,0.167,0.009,0.03,0.041
0.583,0.578,0.581,0.577,0.159,0.015,0.003,0.021
0.602,0.595,0.6,0.593,0.195,0.002,0.025,0.045
0.626,0.618,0.627,0.615,0.245,0.02,0.012,0.019
0.614,0.61,0.612,0.61,0.221,0.034,0.007,0.009
0.614,0.609,0.612,0.609,0.221,0.091,0.073,0.018
0.609,0.605,0.607,0.605,0.212,0.135,0.115,0.081
0.618,0.612,0.616,0.612,0.228,0.079,0.05,0.038
0.59,0.584,0.588,0.582,0.172,0.0,0.021,0.035
0.603,0.599,0.601,0.598,0.199,0.08,0.061,0.026
0.612,0.608,0.609,0.608,0.218,0.132,0.111,0.078
0.612,0.607,0.61,0.606,0.216,0.042,0.011,0.014
0.595,0.59,0.593,0.59,0.183,0.024,0.001,0.01
0.605,0.602,0.603,0.602,0.205,0.112,0.089,0.068
0.607,0.603,0.605,0.603,0.208,0.123,0.102,0.072
0.589,0.586,0.586,0.586,0.172,0.058,0.045,0.003
0.616,0.612,0.614,0.612,0.227,0.079,0.043,0.063
0.627,0.62,0.626,0.619,0.246,0.019,0.049,0.072
0.596,0.592,0.594,0.591,0.186,0.018,0.003,0.021
0.605,0.599,0.603,0.597,0.202,0.023,0.044,0.077
0.607,0.601,0.605,0.599,0.206,0.016,0.011,0.017
0.621,0.615,0.619,0.615,0.235,0.099,0.082,0.019
0.629,0.626,0.627,0.626,0.253,0.143,0.113,0.095
0.606,0.6,0.604,0.599,0.205,0.022,0.002,0.033
0.616,0.613,0.614,0.612,0.227,0.078,0.047,0.046
0.604,0.6,0.602,0.6,0.202,0.088,0.064,0.05
0.615,0.611,0.613,0.611,0.224,0.055,0.026,0.018
0.606,0.598,0.604,0.596,0.203,0.02,0.047,0.052
0.623,0.619,0.622,0.619,0.241,0.114,0.09,0.051
0.613,0.609,0.611,0.608,0.22,0.056,0.034,0.001
0.632,0.634,0.634,0.632,0.268,0.104,0.065,0.07
0.599,0.595,0.597,0.594,0.191,0.05,0.029,0.006
0.612,0.608,0.61,0.608,0.218,0.11,0.075,0.096
0.61,0.608,0.608,0.608,0.216,0.115,0.095,0.056
0.611,0.606,0.609,0.606,0.215,0.1,0.073,0.063
0.621,0.613,0.622,0.609,0.234,0.031,0.058,0.081
0.604,0.601,0.602,0.601,0.202,0.048,0.037,0.035
0.596,0.593,0.594,0.593,0.187,0.098,0.079,0.054
0.608,0.601,0.607,0.599,0.208,0.01,0.033,0.058
0.62,0.616,0.618,0.616,0.234,0.101,0.072,0.059
0.613,0.607,0.611,0.606,0.218,0.06,0.03,0.033
0.61,0.602,0.609,0.6,0.212,0.029,0.052,0.08
0.616,0.612,0.615,0.611,0.226,0.048,0.011,0.032
0.609,0.602,0.609,0.599,0.211,0.034,0.055,0.089
0.603,0.596,0.602,0.593,0.198,0.031,0.051,0.086
0.621,0.617,0.619,0.617,0.237,0.085,0.059,0.028
0.614,0.609,0.612,0.608,0.22,0.079,0.047,0.055
0.627,0.621,0.625,0.621,0.247,0.067,0.027,0.051
0.607,0.603,0.605,0.603,0.208,0.034,0.006,0.001
0.598,0.59,0.597,0.586,0.187,0.036,0.056,0.082
0.615,0.61,0.613,0.61,0.223,0.077,0.045,0.05
0.623,0.615,0.624,0.611,0.239,0.02,0.048,0.072
0.606,0.601,0.603,0.6,0.204,0.081,0.051,0.058
0.609,0.601,0.609,0.598,0.211,0.028,0.053,0.072
0.619,0.615,0.617,0.615,0.232,0.055,0.03,0.002
0.62,0.615,0.618,0.614,0.233,0.161,0.131,0.126
0.583,0.579,0.581,0.579,0.16,0.058,0.032,0.048
0.624,0.619,0.623,0.618,0.241,0.103,0.073,0.064
0.606,0.598,0.606,0.595,0.204,0.026,0.047,0.077
0.621,0.616,0.619,0.616,0.235,0.136,0.115,0.069
0.634,0.632,0.632,0.632,0.264,0.103,0.049,0.093
0.615,0.611,0.613,0.611,0.224,0.128,0.1,0.071
0.593,0.587,0.591,0.586,0.178,0.003,0.032,0.01
0.622,0.618,0.62,0.617,0.238,0.115,0.076,0.082
0.63,0.63,0.63,0.63,0.261,0.072,0.016,0.067
0.615,0.611,0.614,0.61,0.224,0.128,0.102,0.071
0.621,0.625,0.627,0.62,0.252,0.155,0.101,0.155
0.615,0.608,0.616,0.606,0.224,0.01,0.051,0.036
0.633,0.632,0.632,0.632,0.264,0.238,0.19,0.217
0.598,0.595,0.596,0.594,0.19,0.094,0.067,0.056
0.64,0.641,0.64,0.64,0.281,0.101,0.051,0.068
0.622,0.617,0.621,0.616,0.238,0.08,0.037,0.055
0.577,0.586,0.593,0.571,0.179,0.084,0.051,0.074
0.607,0.601,0.605,0.6,0.206,0.027,0.02,0.029
0.613,0.607,0.612,0.605,0.219,0.04,0.007,0.036
0.638,0.633,0.638,0.632,0.27,0.098,0.049,0.069
0.613,0.608,0.612,0.607,0.22,0.055,0.018,0.022
0.647,0.645,0.646,0.645,0.29,0.23,0.185,0.187
0.629,0.632,0.634,0.629,0.266,0.096,0.048,0.066
0.646,0.643,0.645,0.643,0.288,0.13,0.08,0.097
0.627,0.622,0.627,0.621,0.248,0.02,0.02,0.023
0.629,0.625,0.628,0.625,0.253,0.062,0.02,0.024
0.639,0.638,0.638,0.638,0.275,0.187,0.141,0.15
0.614,0.609,0.612,0.609,0.221,0.055,0.019,0.018
0.609,0.604,0.607,0.603,0.211,0.037,0.007,0.029
0.624,0.62,0.623,0.619,0.242,0.097,0.071,0.025
0.66,0.656,0.659,0.656,0.315,0.124,0.068,0.088
0.589,0.584,0.587,0.583,0.171,0.005,0.022,0.026
0.586,0.594,0.6,0.582,0.194,0.051,0.022,0.015
0.603,0.595,0.604,0.591,0.199,0.006,0.051,0.002
0.651,0.645,0.652,0.645,0.297,0.079,0.026,0.045
0.637,0.635,0.636,0.635,0.271,0.248,0.201,0.223
0.608,0.604,0.607,0.603,0.21,0.062,0.013,0.069
0.663,0.66,0.663,0.66,0.322,0.249,0.197,0.208
0.603,0.602,0.602,0.602,0.204,0.081,0.053,0.034
0.651,0.648,0.65,0.648,0.297,0.198,0.144,0.175
0.646,0.645,0.645,0.645,0.289,0.158,0.113,0.109
0.611,0.606,0.609,0.606,0.216,0.093,0.067,0.037
0.636,0.633,0.635,0.633,0.268,0.028,0.027,0.013
0.605,0.609,0.611,0.604,0.221,0.06,0.021,0.034
0.616,0.609,0.617,0.607,0.226,0.041,0.087,0.053
0.611,0.607,0.609,0.606,0.216,0.076,0.052,0.013
0.624,0.62,0.623,0.619,0.242,0.051,0.028,0.032
0.615,0.611,0.614,0.611,0.225,0.09,0.06,0.037
0.61,0.606,0.608,0.605,0.214,0.04,0.005,0.005
0.6,0.603,0.603,0.6,0.206,0.062,0.019,0.051
0.615,0.611,0.613,0.611,0.224,0.095,0.063,0.047
0.623,0.618,0.622,0.618,0.24,0.102,0.068,0.055
0.64,0.636,0.639,0.635,0.274,0.153,0.119,0.085
0.618,0.617,0.617,0.617,0.233,0.041,0.018,0.06
0.602,0.597,0.6,0.596,0.197,0.048,0.008,0.038
0.621,0.615,0.621,0.612,0.236,0.029,0.014,0.003
0.635,0.63,0.634,0.63,0.264,0.082,0.051,0.008
0.6,0.595,0.598,0.595,0.194,0.065,0.03,0.045
0.64,0.636,0.639,0.636,0.275,0.128,0.075,0.11
0.602,0.598,0.6,0.598,0.198,0.073,0.041,0.042
0.61,0.604,0.609,0.603,0.213,0.054,0.006,0.058
0.607,0.603,0.605,0.603,0.208,0.067,0.043,0.009
0.622,0.618,0.621,0.618,0.239,0.084,0.039,0.065
0.625,0.621,0.624,0.62,0.244,0.046,0.003,0.013
0.608,0.604,0.606,0.604,0.21,0.052,0.02,0.013
0.615,0.611,0.614,0.611,0.225,0.11,0.078,0.063
0.592,0.587,0.589,0.586,0.176,0.03,0.003,0.014
0.627,0.624,0.626,0.623,0.249,0.103,0.062,0.065
0.613,0.608,0.611,0.608,0.219,0.084,0.054,0.038
0.6,0.595,0.598,0.594,0.193,0.012,0.022,0.016
0.606,0.601,0.604,0.601,0.205,0.032,0.001,0.004
0.614,0.611,0.612,0.611,0.223,0.099,0.062,0.065
0.616,0.613,0.615,0.613,0.227,0.065,0.024,0.04
0.636,0.631,0.635,0.63,0.266,0.102,0.053,0.076
0.607,0.602,0.605,0.602,0.207,0.084,0.051,0.053
0.626,0.622,0.625,0.622,0.247,0.115,0.081,0.061
0.599,0.596,0.597,0.596,0.193,0.084,0.055,0.047
0.634,0.629,0.633,0.628,0.262,0.123,0.085,0.073
0.594,0.589,0.591,0.588,0.18,0.005,0.032,0.004
0.612,0.606,0.61,0.605,0.216,0.042,0.011,0.005
0.625,0.62,0.624,0.62,0.244,0.069,0.043,0.006
0.615,0.61,0.613,0.61,0.223,0.148,0.128,0.074
0.614,0.61,0.612,0.61,0.223,0.068,0.035,0.024
0.62,0.616,0.619,0.616,0.235,0.105,0.07,0.059
0.616,0.611,0.615,0.611,0.226,0.101,0.074,0.04
0.619,0.615,0.618,0.614,0.232,0.139,0.114,0.074
0.62,0.615,0.618,0.615,0.233,0.162,0.137,0.095
0.613,0.61,0.611,0.609,0.221,0.123,0.108,0.034
0.619,0.614,0.618,0.614,0.232,0.108,0.079,0.05
0.633,0.629,0.632,0.628,0.261,0.135,0.095,0.092
0.617,0.612,0.616,0.611,0.227,0.116,0.089,0.056
0.624,0.619,0.623,0.618,0.242,0.145,0.114,0.088
0.627,0.622,0.625,0.622,0.248,0.135,0.11,0.06
0.631,0.627,0.63,0.627,0.257,0.148,0.116,0.087
0.619,0.615,0.617,0.615,0.232,0.16,0.127,0.117
0.627,0.623,0.626,0.622,0.249,0.1,0.069,0.039
0.616,0.611,0.615,0.611,0.226,0.096,0.072,0.028
0.622,0.617,0.62,0.617,0.238,0.124,0.093,0.067
0.618,0.613,0.617,0.613,0.23,0.137,0.119,0.054
0.63,0.625,0.629,0.625,0.254,0.18,0.153,0.11
0.624,0.62,0.623,0.619,0.242,0.102,0.073,0.037
0.618,0.614,0.616,0.614,0.23,0.122,0.086,0.085
0.619,0.614,0.617,0.613,0.231,0.026,0.018,0.005
0.621,0.616,0.619,0.616,0.236,0.128,0.107,0.048
0.603,0.599,0.601,0.599,0.2,0.054,0.022,0.018
0.632,0.628,0.631,0.628,0.259,0.119,0.091,0.043
0.624,0.619,0.623,0.619,0.242,0.071,0.036,0.019
0.609,0.605,0.607,0.605,0.212,0.129,0.101,0.082
0.608,0.604,0.607,0.603,0.21,0.068,0.049,0.006
0.612,0.607,0.61,0.607,0.218,0.157,0.139,0.081
0.618,0.613,0.617,0.613,0.23,0.081,0.045,0.041
0.62,0.614,0.619,0.613,0.233,0.098,0.066,0.047
0.626,0.621,0.625,0.62,0.246,0.114,0.085,0.049
0.622,0.618,0.62,0.617,0.238,0.105,0.068,0.065
0.616,0.612,0.615,0.612,0.227,0.1,0.077,0.03
0.626,0.623,0.624,0.623,0.247,0.143,0.106,0.099
0.625,0.62,0.624,0.62,0.244,0.088,0.048,0.049
0.625,0.621,0.624,0.62,0.244,0.147,0.115,0.091
0.621,0.616,0.62,0.615,0.235,0.116,0.081,0.075
0.619,0.615,0.617,0.615,0.233,0.092,0.05,0.068
0.612,0.608,0.61,0.608,0.218,0.089,0.062,0.034
0.62,0.615,0.618,0.614,0.233,0.098,0.062,0.057
0.623,0.619,0.622,0.619,0.241,0.083,0.044,0.046
0.63,0.626,0.628,0.626,0.255,0.072,0.035,0.02
0.616,0.612,0.615,0.612,0.227,0.06,0.022,0.028
0.621,0.617,0.62,0.617,0.237,0.055,0.013,0.026
0.623,0.619,0.622,0.618,0.241,0.105,0.065,0.072
0.627,0.623,0.626,0.623,0.249,0.12,0.081,0.079
0.625,0.622,0.623,0.622,0.244,0.146,0.112,0.095
0.618,0.614,0.616,0.614,0.23,0.164,0.145,0.085
0.616,0.612,0.615,0.611,0.227,0.08,0.047,0.037
0.62,0.616,0.618,0.615,0.234,0.055,0.025,0.004
0.649,0.645,0.648,0.645,0.293,0.108,0.05,0.09
0.626,0.622,0.625,0.622,0.247,0.166,0.136,0.106
0.647,0.644,0.645,0.645,0.29,0.174,0.127,0.133
0.617,0.61,0.617,0.608,0.227,0.013,0.056,0.037
0.614,0.61,0.612,0.61,0.223,0.102,0.076,0.039
0.614,0.609,0.613,0.608,0.222,0.029,0.002,0.032
0.614,0.61,0.612,0.61,0.222,0.106,0.068,0.079
0.622,0.617,0.621,0.616,0.238,0.17,0.147,0.098
0.614,0.609,0.612,0.609,0.221,0.075,0.045,0.023
0.622,0.617,0.621,0.617,0.239,0.174,0.151,0.1
0.616,0.612,0.614,0.611,0.226,0.108,0.076,0.061
0.623,0.618,0.622,0.617,0.24,0.199,0.174,0.134
0.635,0.63,0.634,0.63,0.264,0.04,0.007,0.031
0.616,0.613,0.615,0.613,0.227,0.105,0.077,0.047
0.603,0.604,0.604,0.603,0.208,0.07,0.031,0.05
0.632,0.627,0.631,0.627,0.258,0.137,0.108,0.065
0.62,0.616,0.618,0.616,0.234,0.131,0.103,0.069
0.616,0.612,0.614,0.611,0.226,0.136,0.11,0.076
0.625,0.62,0.624,0.619,0.244,0.185,0.163,0.105
0.612,0.608,0.61,0.607,0.217,0.098,0.076,0.029
0.619,0.615,0.617,0.615,0.232,0.117,0.088,0.059
0.613,0.609,0.611,0.608,0.22,0.122,0.095,0.066
0.617,0.612,0.616,0.611,0.227,0.048,0.007,0.021
0.62,0.616,0.618,0.615,0.234,0.138,0.112,0.073
0.63,0.625,0.63,0.624,0.255,0.155,0.128,0.081
0.612,0.608,0.61,0.608,0.217,0.07,0.028,0.056
0.614,0.61,0.612,0.61,0.222,0.088,0.061,0.03
0.598,0.591,0.592,0.591,0.182,0.145,0.137,0.085
0.623,0.625,0.623,0.622,0.248,0.142,0.113,0.107
0.606,0.601,0.601,0.601,0.202,0.135,0.12,0.083
0.621,0.62,0.619,0.619,0.239,0.131,0.112,0.074
0.607,0.599,0.601,0.6,0.2,0.108,0.084,0.085
0.603,0.596,0.597,0.596,0.193,0.057,0.039,0.016
0.612,0.607,0.607,0.607,0.215,0.118,0.098,0.076
0.64,0.633,0.635,0.634,0.268,0.102,0.079,0.042
0.585,0.576,0.578,0.575,0.154,0.038,0.021,0.012
0.601,0.594,0.595,0.594,0.189,0.054,0.025,0.046
0.596,0.592,0.592,0.592,0.184,0.075,0.05,0.058
0.595,0.588,0.589,0.588,0.176,0.043,0.027,0.003
0.616,0.608,0.61,0.609,0.219,0.177,0.163,0.114
0.571,0.566,0.566,0.566,0.131,0.006,0.005,0.028
0.608,0.608,0.607,0.606,0.215,0.09,0.058,0.076
0.599,0.593,0.594,0.593,0.187,0.168,0.159,0.11
0.629,0.627,0.627,0.627,0.254,0.234,0.213,0.176
0.598,0.603,0.603,0.598,0.207,0.137,0.111,0.112
0.602,0.605,0.604,0.601,0.209,0.065,0.044,0.026
0.619,0.617,0.616,0.616,0.233,0.146,0.122,0.105
0.613,0.605,0.607,0.605,0.212,0.135,0.106,0.118
0.627,0.623,0.623,0.623,0.246,0.163,0.139,0.114
0.621,0.608,0.616,0.607,0.224,0.036,0.058,0.084
0.608,0.596,0.601,0.594,0.197,0.042,0.023,0.005
0.595,0.589,0.59,0.59,0.18,0.121,0.105,0.084
0.58,0.576,0.576,0.576,0.152,0.007,0.023,0.037
0.603,0.596,0.598,0.596,0.194,0.078,0.051,0.061
0.599,0.594,0.594,0.594,0.188,0.134,0.119,0.091
0.583,0.597,0.603,0.581,0.2,0.018,0.039,0.058
0.61,0.608,0.607,0.607,0.215,0.107,0.08,0.081
0.635,0.63,0.631,0.631,0.261,0.188,0.168,0.124
0.578,0.574,0.574,0.574,0.148,0.023,0.036,0.06
0.598,0.602,0.601,0.597,0.203,0.016,0.013,0.004
0.607,0.6,0.602,0.6,0.202,0.153,0.145,0.082
0.612,0.607,0.607,0.607,0.214,0.139,0.118,0.101
0.602,0.595,0.597,0.596,0.192,0.092,0.067,0.072
0.641,0.633,0.636,0.633,0.269,0.096,0.058,0.076
0.621,0.613,0.615,0.614,0.229,0.036,0.011,0.001
0.629,0.623,0.624,0.623,0.247,0.056,0.029,0.013
0.615,0.608,0.61,0.608,0.217,0.147,0.124,0.113
0.62,0.621,0.62,0.619,0.241,0.151,0.117,0.135
0.605,0.597,0.599,0.597,0.196,0.083,0.063,0.045
0.592,0.587,0.587,0.587,0.174,0.1,0.075,0.09
0.607,0.6,0.601,0.6,0.201,0.108,0.091,0.064
0.606,0.6,0.601,0.601,0.202,0.046,0.03,0.005
0.567,0.581,0.586,0.564,0.167,0.041,0.018,0.03
0.621,0.613,0.615,0.613,0.228,0.093,0.078,0.029
0.625,0.62,0.621,0.62,0.24,0.101,0.07,0.074
0.567,0.583,0.589,0.563,0.172,0.047,0.033,0.006
0.613,0.606,0.607,0.606,0.213,0.063,0.051,0.004
0.608,0.601,0.602,0.602,0.204,0.109,0.092,0.061
0.611,0.604,0.605,0.604,0.209,0.098,0.087,0.03
0.618,0.611,0.613,0.611,0.224,0.211,0.19,0.17
0.585,0.591,0.591,0.585,0.181,0.051,0.042,0.011
0.618,0.609,0.612,0.609,0.221,0.101,0.081,0.053
0.631,0.628,0.628,0.628,0.256,0.158,0.134,0.106
0.594,0.585,0.587,0.585,0.172,0.051,0.036,0.014
0.606,0.6,0.601,0.601,0.201,0.148,0.13,0.105
0.606,0.599,0.601,0.6,0.2,0.135,0.118,0.091
0.613,0.606,0.608,0.607,0.214,0.138,0.116,0.099
0.608,0.602,0.603,0.603,0.206,0.096,0.076,0.056
0.608,0.602,0.603,0.602,0.205,0.119,0.094,0.092
0.61,0.604,0.605,0.604,0.209,0.097,0.075,0.064
0.612,0.606,0.607,0.606,0.213,0.118,0.101,0.069
0.606,0.598,0.6,0.599,0.199,0.073,0.045,0.059
0.613,0.607,0.608,0.607,0.214,0.13,0.109,0.09
0.602,0.596,0.597,0.596,0.192,0.11,0.082,0.1
0.611,0.601,0.605,0.601,0.206,0.081,0.056,0.056
0.61,0.604,0.605,0.604,0.209,0.118,0.093,0.091
0.613,0.605,0.607,0.606,0.212,0.064,0.042,0.022
0.626,0.618,0.621,0.618,0.238,0.132,0.112,0.078
0.602,0.595,0.596,0.596,0.192,0.127,0.104,0.101
0.605,0.598,0.599,0.598,0.197,0.1,0.072,0.085
0.599,0.589,0.593,0.589,0.182,0.092,0.068,0.073
0.604,0.596,0.598,0.596,0.193,0.051,0.026,0.032
0.607,0.599,0.601,0.599,0.201,0.111,0.085,0.093
0.6,0.593,0.594,0.593,0.187,0.076,0.052,0.055
0.603,0.597,0.598,0.597,0.195,0.096,0.06,0.106
0.601,0.595,0.596,0.595,0.191,0.08,0.055,0.063
0.623,0.616,0.618,0.616,0.233,0.098,0.067,0.076
0.593,0.599,0.599,0.593,0.197,0.109,0.084,0.088
0.615,0.61,0.61,0.61,0.22,0.116,0.1,0.058
0.623,0.615,0.618,0.615,0.233,0.088,0.056,0.07
0.601,0.594,0.595,0.594,0.189,0.105,0.079,0.089
0.596,0.591,0.591,0.591,0.182,0.086,0.074,0.033
0.621,0.614,0.616,0.615,0.23,0.091,0.066,0.054
0.609,0.602,0.604,0.602,0.206,0.158,0.147,0.094
0.601,0.594,0.596,0.595,0.19,0.104,0.077,0.091
0.603,0.595,0.597,0.595,0.192,0.127,0.11,0.086
0.607,0.601,0.602,0.601,0.203,0.104,0.083,0.068
0.596,0.59,0.591,0.59,0.181,0.078,0.068,0.018
0.593,0.6,0.6,0.593,0.201,0.092,0.061,0.086
0.6,0.595,0.595,0.595,0.19,0.125,0.105,0.094
0.606,0.614,0.615,0.606,0.229,0.136,0.104,0.118
0.608,0.602,0.603,0.602,0.204,0.106,0.091,0.052
0.645,0.636,0.64,0.637,0.276,0.094,0.058,0.064
0.591,0.586,0.586,0.586,0.173,0.088,0.074,0.048
0.605,0.601,0.601,0.601,0.201,0.08,0.071,0.008
0.601,0.605,0.605,0.601,0.21,0.057,0.027,0.039
0.585,0.578,0.579,0.578,0.157,0.069,0.055,0.034
0.59,0.599,0.6,0.59,0.198,0.172,0.151,0.142
0.6,0.608,0.608,0.6,0.216,0.141,0.115,0.115
0.558,0.573,0.578,0.555,0.151,0.007,0.007,0.027
0.615,0.608,0.61,0.609,0.218,0.153,0.141,0.085
0.613,0.615,0.614,0.612,0.229,0.153,0.132,0.106
0.6,0.592,0.594,0.592,0.186,0.041,0.031,0.021
0.606,0.599,0.6,0.599,0.199,0.095,0.076,0.054
0.61,0.613,0.611,0.609,0.224,0.096,0.061,0.085
0.572,0.586,0.592,0.569,0.178,0.154,0.139,0.117
0.605,0.607,0.606,0.604,0.213,0.011,0.017,0.014
0.612,0.603,0.606,0.603,0.209,0.103,0.078,0.077
0.561,0.577,0.584,0.556,0.161,0.088,0.075,0.051
0.601,0.595,0.596,0.595,0.19,0.091,0.073,0.053
0.599,0.606,0.606,0.599,0.211,0.168,0.144,0.139
0.598,0.59,0.591,0.59,0.181,0.058,0.046,0.008
0.62,0.623,0.621,0.62,0.244,0.109,0.082,0.07
0.587,0.582,0.582,0.582,0.164,0.033,0.015,0.006
0.597,0.591,0.592,0.591,0.182,0.106,0.075,0.11
0.595,0.588,0.589,0.588,0.177,0.087,0.068,0.059
0.596,0.592,0.592,0.592,0.184,0.129,0.116,0.08
0.6,0.592,0.594,0.592,0.186,0.067,0.048,0.032
0.593,0.588,0.588,0.588,0.177,0.137,0.133,0.067
0.598,0.593,0.594,0.593,0.187,0.125,0.113,0.072
0.601,0.598,0.598,0.598,0.196,0.148,0.131,0.106
0.632,0.629,0.629,0.629,0.258,0.135,0.106,0.096
0.59,0.586,0.586,0.586,0.171,0.077,0.061,0.038
0.629,0.627,0.626,0.627,0.254,0.215,0.189,0.174
0.594,0.59,0.59,0.59,0.179,0.075,0.069,0.009
0.602,0.607,0.606,0.602,0.213,0.051,0.014,0.053
