gen,nevals,avg,std,min,max
0,50,[0.677   0.04836],[0.02566009 0.04964384],[0.61  0.001],[0.727 0.318]
1,4,[0.6712 0.068 ],[0.02186687 0.03104835],[0.64  0.015],[0.693 0.108]
2,4,[0.6794 0.0558],[0.01790642 0.01770198],[0.657 0.038],[0.707 0.087]
3,3,[0.6614 0.0446],[0.03005728 0.01048046],[0.613 0.032],[0.707 0.063]
4,5,[0.684  0.0238],[0.02189064 0.01655778],[0.653 0.01 ],[0.72  0.054]
5,5,[0.6712 0.0378],[0.0231119  0.02137662],[0.63 0.  ],[0.693 0.055]
6,4,[0.6812 0.0822],[0.01592985 0.10269839],[0.657 0.001],[0.703 0.278]
7,4,[0.6846 0.0338],[0.014827   0.02117924],[0.663 0.005],[0.703 0.056]
8,4,[0.6552 0.0392],[0.02126405 0.0110526 ],[0.63  0.025],[0.687 0.058]
9,3,[0.6666 0.0548],[0.03936293 0.03461445],[0.603 0.025],[0.723 0.12 ]
10,3,[0.6592 0.0432],[0.02882638 0.04281775],[0.603 0.003],[0.68 0.12]
11,4,[0.6782 0.036 ],[0.0223195 0.025004 ],[0.647 0.003],[0.707 0.068]
12,4,[0.664 0.031],[0.02414953 0.02405826],[0.637 0.003],[0.703 0.069]
13,4,[0.6494 0.033 ],[0.02002598 0.01722788],[0.62  0.012],[0.673 0.049]
14,4,[0.654  0.0382],[0.02066882 0.01165161],[0.62  0.018],[0.683 0.051]
15,4,[0.667  0.0956],[0.01019804 0.11125934],[0.653 0.   ],[0.683 0.312]
16,4,[0.676  0.0684],[0.01987964 0.023821  ],[0.657 0.037],[0.71  0.107]
17,5,[0.6652 0.0938],[0.01908298 0.11291129],[0.643 0.012],[0.693 0.312]
18,4,[0.6766 0.032 ],[0.0159198  0.01904731],[0.657 0.012],[0.697 0.066]
19,5,[0.6712 0.0348],[0.01860538 0.02274555],[0.65  0.006],[0.693 0.071]
20,5,[0.69  0.032],[0.02726169 0.02464954],[0.643 0.001],[0.717 0.074]
21,5,[0.68   0.0284],[0.01560769 0.01899052],[0.65  0.005],[0.693 0.053]
22,5,[0.6584 0.0522],[0.02646961 0.03002266],[0.623 0.002],[0.703 0.093]
23,3,[0.6652 0.0348],[0.01876593 0.02762173],[0.643 0.002],[0.69  0.069]
24,2,[0.6586 0.022 ],[0.02056794 0.0270037 ],[0.643 0.001],[0.697 0.069]
25,2,[0.6732 0.0412],[0.02165548 0.02754923],[0.647 0.002],[0.71  0.069]
