gen,nevals,avg,std,min,max
0,50,[0.66176 0.03994],[0.0224549  0.03059765],[0.617 0.001],[0.71  0.119]
1,5,[0.6694 0.0286],[0.02193262 0.03562359],[0.627 0.002],[0.687 0.093]
2,3,[0.6542 0.0436],[0.02607221 0.03018344],[0.62  0.003],[0.687 0.093]
3,5,[0.6526 0.0438],[0.02159259 0.03345086],[0.627 0.009],[0.687 0.101]
4,5,[0.656  0.0438],[0.02048414 0.02196725],[0.63  0.019],[0.68  0.079]
5,4,[0.6662 0.08  ],[0.03755742 0.03672057],[0.617 0.043],[0.717 0.134]
6,4,[0.6594 0.0494],[0.02974962 0.03274508],[0.62  0.002],[0.697 0.103]
7,4,[0.6852 0.1   ],[0.01876593 0.12178177],[0.65  0.001],[0.703 0.33 ]
8,4,[0.673  0.0698],[0.0167332  0.03199625],[0.653 0.032],[0.703 0.111]
9,5,[0.6636 0.0184],[0.01379275 0.01996597],[0.647 0.   ],[0.677 0.054]
10,5,[0.664  0.0828],[0.02862167 0.10397961],[0.623 0.017],[0.693 0.29 ]
11,3,[0.6694 0.0848],[0.01444438 0.10278015],[0.653 0.028],[0.693 0.29 ]
12,5,[0.6346 0.046 ],[0.03527379 0.03617734],[0.59  0.012],[0.667 0.101]
13,3,[0.6478 0.0508],[0.03175783 0.03527265],[0.593 0.011],[0.68  0.101]
14,3,[0.648  0.0404],[0.01609969 0.0112    ],[0.633 0.022],[0.677 0.052]
15,5,[0.6628 0.0428],[0.02322413 0.03720968],[0.627 0.014],[0.69  0.116]
16,5,[0.6692 0.0406],[0.03308414 0.02045092],[0.623 0.02 ],[0.71  0.076]
17,3,[0.6652 0.0324],[0.0300759  0.00665132],[0.623 0.021],[0.71 0.04]
18,3,[0.6512 0.0712],[0.02485478 0.04395634],[0.623 0.021],[0.687 0.126]
19,4,[0.6672 0.0394],[0.01742871 0.03001066],[0.643 0.004],[0.693 0.077]
20,4,[0.6448 0.0406],[0.00980612 0.02260619],[0.637 0.016],[0.66  0.077]
21,3,[0.6426 0.049 ],[0.02422065 0.03148333],[0.6   0.016],[0.673 0.108]
22,5,[0.6668 0.0282],[0.02002399 0.02352361],[0.64  0.004],[0.693 0.071]
23,1,[0.6762 0.0446],[0.01336263 0.03248754],[0.657 0.   ],[0.687 0.071]
24,3,[0.6708 0.038 ],[0.01807097 0.01996998],[0.643 0.01 ],[0.69  0.071]
25,4,[0.6608 0.0574],[0.0184     0.02995063],[0.633 0.005],[0.69  0.086]
