gen,nevals,avg,std,min,max
0,50,[0.67598 0.08576],[0.02986268 0.09756753],[0.61  0.002],[0.74  0.454]
1,5,[0.6792 0.1306],[0.03592436 0.1283115 ],[0.61 0.03],[0.713 0.384]
2,5,[0.6634 0.1292],[0.03635712 0.1506697 ],[0.627 0.011],[0.73  0.422]
3,3,[0.6694 0.0636],[0.03900051 0.0356909 ],[0.617 0.022],[0.723 0.12 ]
4,4,[0.6586 0.0702],[0.01730433 0.04064677],[0.633 0.014],[0.677 0.12 ]
5,5,[0.6698 0.1086],[0.015012   0.09405658],[0.65  0.023],[0.683 0.282]
6,3,[0.6758 0.0366],[0.02207623 0.02599692],[0.633 0.003],[0.697 0.071]
7,3,[0.6848 0.036 ],[0.01483779 0.04479286],[0.657 0.002],[0.697 0.123]
8,4,[0.6688 0.081 ],[0.02832243 0.02897585],[0.64 0.05],[0.72  0.123]
9,5,[0.6638 0.1218],[0.02114143 0.08893908],[0.63  0.027],[0.693 0.282]
10,3,[0.6706 0.0714],[0.03207865 0.03592548],[0.63  0.026],[0.727 0.127]
11,5,[0.6794 0.071 ],[0.02101047 0.03641428],[0.66  0.023],[0.72  0.115]
12,5,[0.674  0.0346],[0.03248384 0.03559551],[0.633 0.006],[0.733 0.104]
13,4,[0.6728 0.097 ],[0.0344    0.1235767],[0.647 0.008],[0.733 0.332]
14,5,[0.6446 0.1172],[0.02849982 0.10838708],[0.613 0.014],[0.69  0.326]
15,2,[0.6702 0.092 ],[0.02844925 0.11400175],[0.637 0.014],[0.707 0.314]
16,3,[0.6848 0.151 ],[0.01822526 0.13429222],[0.667 0.01 ],[0.707 0.314]
17,4,[0.6474 0.1294],[0.03456356 0.10331234],[0.607 0.003],[0.707 0.314]
18,5,[0.6582 0.0534],[0.03896357 0.03992794],[0.607 0.002],[0.72  0.125]
19,5,[0.6854 0.0984],[0.03364877 0.1286524 ],[0.65  0.002],[0.737 0.344]
20,5,[0.6612 0.063 ],[0.03165059 0.03646917],[0.61 0.02],[0.693 0.127]
21,3,[0.6628 0.0526],[0.04633962 0.04440991],[0.61  0.004],[0.737 0.127]
22,2,[0.6542 0.0628],[0.04591035 0.03817015],[0.61  0.015],[0.737 0.127]
23,5,[0.666  0.0628],[0.02287357 0.04487494],[0.627 0.001],[0.697 0.115]
24,4,[0.6552 0.1218],[0.03521591 0.10972402],[0.593 0.019],[0.687 0.33 ]
25,4,[0.6598 0.0562],[0.02042939 0.03178301],[0.633 0.019],[0.69 0.11]
