gen,nevals,avg,std,min,max
0,50,[0.6633  0.04492],[0.02488634 0.02868159],[0.607 0.001],[0.713 0.132]
1,3,[0.668  0.0452],[0.02305645 0.01621604],[0.637 0.026],[0.703 0.068]
2,5,[0.6742 0.049 ],[0.03032095 0.02206354],[0.633 0.021],[0.707 0.086]
3,5,[0.684 0.037],[0.02096664 0.03163542],[0.66  0.006],[0.72  0.094]
4,5,[0.6756 0.0324],[0.01696585 0.02051926],[0.647 0.006],[0.697 0.056]
5,4,[0.6806 0.0582],[0.02051926 0.02319828],[0.65  0.031],[0.703 0.088]
6,5,[0.6694 0.0518],[0.02640152 0.04271019],[0.63 0.  ],[0.697 0.111]
7,4,[0.6786 0.0478],[0.02777481 0.0403901 ],[0.643 0.   ],[0.727 0.101]
8,4,[0.6886 0.0454],[0.01598249 0.03392108],[0.663 0.001],[0.71  0.101]
9,5,[0.685  0.0334],[0.03187475 0.02217747],[0.653 0.01 ],[0.733 0.066]
10,4,[0.6604 0.0428],[0.01682379 0.0069685 ],[0.633 0.034],[0.683 0.053]
11,3,[0.6726 0.0372],[0.01620617 0.0196102 ],[0.65  0.017],[0.697 0.074]
12,5,[0.6474 0.078 ],[0.01716508 0.01479189],[0.617 0.054],[0.67  0.096]
13,5,[0.6638 0.0508],[0.01632667 0.04863497],[0.643 0.002],[0.693 0.132]
14,4,[0.6848 0.0356],[0.01755449 0.01552546],[0.657 0.01 ],[0.71  0.057]
15,4,[0.6812 0.1236],[0.0205368  0.13936513],[0.643 0.001],[0.7  0.39]
16,1,[0.6894 0.1792],[0.01044222 0.17259131],[0.677 0.017],[0.7  0.39]
17,5,[0.6614 0.0372],[0.02152766 0.02641515],[0.627 0.002],[0.687 0.073]
18,4,[0.6814 0.098 ],[0.00868562 0.1057393 ],[0.667 0.027],[0.693 0.308]
19,5,[0.654  0.0456],[0.01560769 0.0235168 ],[0.63  0.014],[0.677 0.082]
20,4,[0.6578 0.0466],[0.02070169 0.03167712],[0.63  0.005],[0.683 0.082]
21,5,[0.664  0.0232],[0.03333467 0.01783704],[0.627 0.004],[0.723 0.051]
22,4,[0.6648 0.0436],[0.00567098 0.02484029],[0.657 0.011],[0.673 0.08 ]
23,5,[0.674  0.1116],[0.03702972 0.13090088],[0.62  0.022],[0.733 0.372]
24,4,[0.6634 0.043 ],[0.02788978 0.0128841 ],[0.62  0.019],[0.697 0.058]
25,5,[0.6794 0.045 ],[0.02175868 0.0420238 ],[0.65  0.007],[0.717 0.126]
