gen,nevals,avg,std,min,max
0,50,[0.82886 0.1718 ],[0.02040785 0.10473452],[0.804 0.06 ],[0.848 0.318]
1,2,[0.8146 0.2456],[0.01640244 0.08644443],[0.804 0.078],[0.847 0.318]
2,4,[0.8224 0.2058],[0.02009577 0.0960758 ],[0.805 0.084],[0.847 0.294]
3,5,[0.822 0.206],[0.02043526 0.1021587 ],[0.804 0.081],[0.847 0.296]
4,4,[0.8218 0.2086],[0.02058543 0.10307589],[0.804 0.081],[0.847 0.298]
5,2,[0.8132 0.2524],[0.01691626 0.08438388],[0.804 0.084],[0.847 0.3  ]
6,4,[0.8136 0.2478],[0.01623083 0.08191312],[0.804 0.085],[0.846 0.3  ]
7,4,[0.8136 0.2494],[0.01626776 0.08104715],[0.804 0.089],[0.846 0.3  ]
8,5,[0.8046 0.2948],[0.00149666 0.01434434],[0.802 0.278],[0.806 0.316]
9,4,[0.8212 0.214 ],[0.02149791 0.10985809],[0.802 0.078],[0.848 0.316]
10,5,[0.8216 0.212 ],[0.02075187 0.10382293],[0.804 0.078],[0.848 0.3  ]
11,5,[0.8296 0.169 ],[0.02094373 0.1009693 ],[0.802 0.083],[0.847 0.308]
12,1,[0.847  0.0842],[1.11022302e-16 1.60000000e-03],[0.847 0.083],[0.847 0.087]
13,5,[0.8472 0.08  ],[0.0004     0.00374166],[0.847 0.073],[0.848 0.084]
14,1,[0.847  0.0822],[1.11022302e-16 5.26877595e-03],[0.847 0.073],[0.847 0.089]
15,4,[0.8468 0.0838],[0.0004     0.00511468],[0.846 0.075],[0.847 0.091]
16,4,[0.8466 0.088 ],[0.0004899  0.00404969],[0.846 0.081],[0.847 0.092]
17,3,[0.8464 0.089 ],[0.0004899  0.00228035],[0.846 0.086],[0.847 0.092]
18,4,[0.8468 0.0832],[0.0004     0.00722219],[0.846 0.071],[0.847 0.091]
19,5,[0.8388 0.126 ],[0.0164     0.07905694],[0.806 0.082],[0.847 0.284]
20,4,[0.8218 0.2098],[0.02058543 0.10086506],[0.804 0.082],[0.847 0.298]
21,4,[0.8228 0.2056],[0.01978282 0.09374988],[0.805 0.091],[0.847 0.292]
22,3,[0.8308 0.1654],[0.0198736  0.09784805],[0.805 0.076],[0.848 0.29 ]
23,4,[0.8312 0.159 ],[0.01904101 0.09373367],[0.805 0.079],[0.847 0.29 ]
24,4,[0.8386 0.1238],[0.01580633 0.07815728],[0.807 0.081],[0.847 0.28 ]
25,5,[0.8294 0.174 ],[0.02074223 0.10698972],[0.804 0.084],[0.847 0.308]
