gen,nevals,avg,std,min,max
0,50,[0.82104 0.19964],[0.01779209 0.10256427],[0.802 0.069],[0.841 0.324]
1,5,[0.8176 0.2232],[0.01791759 0.11179696],[0.802 0.078],[0.84  0.338]
2,4,[0.8038 0.3044],[0.0024     0.02330322],[0.802 0.274],[0.808 0.34 ]
3,2,[0.8036 0.3052],[0.00224499 0.01773584],[0.802 0.274],[0.808 0.326]
4,5,[0.8022 0.3224],[0.0004     0.00527636],[0.802 0.316],[0.803 0.332]
5,4,[0.8024 0.316 ],[0.0008     0.01436663],[0.802 0.292],[0.804 0.332]
6,4,[0.81   0.2738],[0.01500667 0.0926939 ],[0.802 0.089],[0.84  0.326]
7,3,[0.8178 0.2214],[0.01813725 0.10591997],[0.802 0.087],[0.84  0.326]
8,2,[0.8178 0.2166],[0.01813725 0.10397615],[0.802 0.087],[0.84  0.308]
9,5,[0.8256 0.173 ],[0.01805104 0.10064194],[0.803 0.089],[0.841 0.306]
10,4,[0.8328 0.1362],[0.01540649 0.08894358],[0.802 0.089],[0.841 0.314]
11,4,[0.8106 0.2658],[0.0152     0.08441896],[0.803 0.097],[0.841 0.31 ]
12,2,[0.8104 0.269 ],[0.0153049  0.08641759],[0.802 0.097],[0.841 0.328]
13,4,[0.8124 0.256 ],[0.01485396 0.08637592],[0.802 0.094],[0.841 0.328]
14,4,[0.8032 0.3052],[0.0004    0.0065238],[0.803 0.294],[0.804 0.314]
15,3,[0.8032 0.3028],[0.0004     0.00515364],[0.803 0.294],[0.804 0.308]
16,3,[0.8038 0.2996],[0.00132665 0.01358823],[0.802 0.28 ],[0.806 0.316]
17,5,[0.8032 0.3092],[0.0009798 0.0119063],[0.802 0.288],[0.805 0.322]
18,3,[0.8036 0.3032],[0.0008     0.00992774],[0.803 0.288],[0.805 0.318]
19,3,[0.8032 0.3084],[0.0009798  0.01141227],[0.802 0.288],[0.805 0.318]
20,3,[0.804 0.298],[0.00228035 0.01692336],[0.802 0.27 ],[0.808 0.314]
21,5,[0.8046 0.2924],[0.00162481 0.00731027],[0.803 0.286],[0.807 0.304]
22,3,[0.807  0.2808],[0.00296648 0.0235151 ],[0.803 0.24 ],[0.812 0.312]
23,5,[0.8066 0.282 ],[0.00372022 0.02433105],[0.803 0.24 ],[0.813 0.306]
24,4,[0.806  0.2848],[0.00189737 0.0136587 ],[0.803 0.268],[0.808 0.306]
25,4,[0.8042 0.298 ],[0.0016     0.01226377],[0.802 0.284],[0.806 0.32 ]
