gen,nevals,avg,std,min,max
0,50,[0.83038 0.17818],[0.0198342  0.10402494],[0.804 0.059],[0.848 0.34 ]
1,4,[0.8222 0.2238],[0.02110355 0.11337442],[0.803 0.085],[0.848 0.332]
2,4,[0.8158 0.2556],[0.0162653  0.08262106],[0.805 0.092],[0.848 0.312]
3,5,[0.8074 0.3048],[0.00382623 0.02594147],[0.803 0.262],[0.814 0.336]
4,3,[0.8078 0.3032],[0.00354401 0.02618702],[0.804 0.268],[0.813 0.336]
5,4,[0.81   0.2848],[0.00352136 0.02544327],[0.804 0.264],[0.813 0.33 ]
6,4,[0.8186 0.239 ],[0.01500133 0.0768479 ],[0.806 0.089],[0.848 0.306]
7,5,[0.8342 0.1456],[0.01610466 0.0854274 ],[0.814 0.066],[0.848 0.252]
8,5,[0.8256 0.1954],[0.01755677 0.09751636],[0.809 0.067],[0.848 0.286]
9,3,[0.831  0.1696],[0.02007984 0.10887167],[0.804 0.067],[0.848 0.318]
10,4,[0.8472 0.0784],[0.0009798  0.00765768],[0.846 0.067],[0.848 0.086]
11,4,[0.8472 0.08  ],[0.0009798  0.00707107],[0.846 0.07 ],[0.848 0.087]
12,4,[0.847  0.0742],[0.00089443 0.00719444],[0.846 0.067],[0.848 0.087]
13,3,[0.8476 0.0788],[0.0008     0.00790949],[0.846 0.065],[0.848 0.087]
14,5,[0.8474 0.0822],[0.0008     0.00754718],[0.846 0.07 ],[0.848 0.09 ]
15,4,[0.8474 0.0832],[0.0008     0.00752064],[0.846 0.07 ],[0.848 0.091]
16,3,[0.8394 0.1182],[0.01522629 0.08314902],[0.809 0.07 ],[0.848 0.284]
17,5,[0.8386 0.1306],[0.01781685 0.09789709],[0.803 0.07 ],[0.848 0.326]
18,2,[0.8466 0.074 ],[0.0008     0.00505964],[0.846 0.07 ],[0.848 0.082]
19,3,[0.8468 0.075 ],[0.0009798  0.00536656],[0.846 0.07 ],[0.848 0.082]
20,5,[0.8472 0.077 ],[0.00074833 0.00831865],[0.846 0.064],[0.848 0.089]
21,3,[0.8474 0.0814],[0.0004899  0.00749933],[0.847 0.075],[0.848 0.092]
22,3,[0.8468 0.0746],[0.00074833 0.00427083],[0.846 0.067],[0.848 0.08 ]
23,3,[0.8476 0.0772],[0.0010198  0.00396989],[0.846 0.07 ],[0.849 0.081]
24,4,[0.8474 0.0774],[0.0008     0.00535164],[0.846 0.068],[0.848 0.084]
25,5,[0.847 0.075],[0.00089443 0.00505964],[0.846 0.066],[0.848 0.081]
