gen,nevals,avg,std,min,max
0,50,[0.82474 0.20492],[0.01977454 0.11626622],[0.799 0.066],[0.843 0.384]
1,4,[0.8262 0.2042],[0.01817031 0.0940519 ],[0.802 0.099],[0.841 0.322]
2,5,[0.8414 0.1382],[0.0004899  0.05374533],[0.841 0.093],[0.842 0.204]
3,3,[0.833  0.1698],[0.01700588 0.1010196 ],[0.799 0.093],[0.842 0.354]
4,4,[0.8352 0.1526],[0.01260793 0.06978424],[0.81  0.093],[0.842 0.264]
5,4,[0.8414 0.1186],[0.0004899  0.04399364],[0.841 0.087],[0.842 0.206]
6,5,[0.833  0.2108],[0.01650454 0.0773108 ],[0.8   0.092],[0.842 0.336]
7,4,[0.8248 0.2148],[0.01984339 0.10386414],[0.8   0.101],[0.841 0.336]
8,4,[0.8332 0.1454],[0.01660602 0.10050393],[0.8   0.083],[0.842 0.346]
9,5,[0.8336 0.1648],[0.01580633 0.08945703],[0.802 0.096],[0.842 0.324]
10,4,[0.8256 0.2308],[0.01927278 0.08479245],[0.802 0.096],[0.842 0.324]
11,4,[0.8252 0.1874],[0.01977271 0.11400982],[0.8   0.092],[0.842 0.33 ]
12,4,[0.8414 0.1202],[0.0004899  0.04696978],[0.841 0.092],[0.842 0.214]
13,4,[0.8412 0.1212],[0.0004     0.04546383],[0.841 0.094],[0.842 0.212]
14,2,[0.841 0.21 ],[0.         0.00309839],[0.841 0.204],[0.841 0.212]
15,3,[0.8414 0.1648],[0.0004899  0.05537292],[0.841 0.097],[0.842 0.212]
16,3,[0.8416 0.1412],[0.0004899  0.05541985],[0.841 0.092],[0.842 0.21 ]
17,5,[0.8416 0.1182],[0.0004899  0.04407902],[0.841 0.089],[0.842 0.206]
18,3,[0.8416 0.098 ],[0.0004899  0.00334664],[0.841 0.092],[0.842 0.101]
19,5,[0.8418 0.0942],[0.0004     0.00541849],[0.841 0.085],[0.842 0.101]
20,2,[0.834  0.1358],[0.01550484 0.08834795],[0.803 0.084],[0.842 0.312]
21,5,[0.8196 0.2422],[0.0181945  0.08592648],[0.801 0.089],[0.842 0.326]
22,4,[0.8118 0.2656],[0.01554863 0.08829405],[0.8   0.096],[0.842 0.334]
23,4,[0.8194 0.2218],[0.01873606 0.10588749],[0.8   0.095],[0.842 0.338]
24,5,[0.8184 0.2492],[0.01893779 0.08636296],[0.8 0.1],[0.842 0.33 ]
25,5,[0.8194 0.2226],[0.01894835 0.1077434 ],[0.799 0.095],[0.842 0.344]
