gen,nevals,avg,std,min,max
0,50,[0.73036 0.14696],[0.02677369 0.0967506 ],[0.653 0.012],[0.77  0.454]
1,3,[0.72   0.1672],[0.03882783 0.14966817],[0.66  0.001],[0.777 0.432]
2,3,[0.7322 0.2228],[0.03720968 0.18379053],[0.66  0.049],[0.767 0.462]
3,5,[0.7072 0.079 ],[0.05191686 0.0166012 ],[0.643 0.057],[0.763 0.107]
4,5,[0.7122 0.172 ],[0.04432336 0.16378034],[0.657 0.06 ],[0.757 0.488]
5,5,[0.6872 0.1204],[0.04979317 0.04073622],[0.643 0.078],[0.753 0.193]
6,4,[0.7272 0.0868],[0.04820124 0.03516476],[0.643 0.031],[0.767 0.141]
7,4,[0.7336 0.0924],[0.03760638 0.0492447 ],[0.667 0.023],[0.767 0.148]
8,5,[0.7162 0.0826],[0.03456819 0.04928123],[0.657 0.012],[0.75  0.157]
9,5,[0.7246 0.1144],[0.02568735 0.0305588 ],[0.693 0.074],[0.757 0.161]
10,3,[0.7334 0.118 ],[0.01725804 0.04159808],[0.707 0.059],[0.753 0.173]
11,5,[0.7508 0.1252],[0.01773584 0.06252807],[0.723 0.008],[0.777 0.181]
12,5,[0.7452 0.139 ],[0.0084947  0.03262514],[0.733 0.083],[0.753 0.184]
13,4,[0.7414 0.1526],[0.01092886 0.04071167],[0.727 0.083],[0.757 0.2  ]
14,3,[0.7486 0.1694],[0.01261111 0.02558593],[0.727 0.123],[0.763 0.2  ]
15,4,[0.7448 0.2076],[0.01313621 0.14948659],[0.727 0.032],[0.76  0.484]
16,4,[0.7262 0.2398],[0.02268392 0.15523453],[0.687 0.138],[0.753 0.548]
17,5,[0.744  0.2554],[0.01412799 0.19486262],[0.727 0.043],[0.76  0.518]
18,4,[0.7348 0.1972],[0.01218852 0.15389009],[0.717 0.052],[0.75  0.496]
19,4,[0.7418 0.1864],[0.00970361 0.12939335],[0.73  0.048],[0.753 0.432]
20,5,[0.7514 0.1336],[0.00889044 0.03240741],[0.737 0.074],[0.763 0.172]
21,4,[0.7386 0.2218],[0.00628013 0.0994714 ],[0.73  0.146],[0.747 0.416]
22,4,[0.7326 0.251 ],[0.01996597 0.17422744],[0.703 0.025],[0.76 0.49]
23,5,[0.7358 0.2834],[0.01355581 0.15367706],[0.72  0.127],[0.753 0.496]
24,4,[0.7308 0.2922],[0.0184    0.1449433],[0.707 0.159],[0.757 0.496]
25,5,[0.7254 0.1396],[0.02440983 0.02336322],[0.677 0.119],[0.743 0.172]
