gen,nevals,avg,std,min,max
0,50,[0.71942 0.2042 ],[0.03808416 0.12393982],[0.583 0.061],[0.773 0.524]
1,3,[0.7366 0.1524],[0.0184781 0.0280471],[0.723 0.113],[0.773 0.183]
2,4,[0.7314 0.2906],[0.01197664 0.13767149],[0.717 0.178],[0.75  0.484]
3,3,[0.7394 0.2432],[0.01202664 0.12139753],[0.723 0.157],[0.753 0.484]
4,5,[0.7262 0.2808],[0.02581782 0.14774492],[0.687 0.095],[0.757 0.49 ]
5,3,[0.7468 0.2334],[0.01431642 0.0989901 ],[0.733 0.134],[0.77  0.424]
6,3,[0.742  0.2166],[0.00715542 0.10615385],[0.733 0.134],[0.753 0.424]
7,4,[0.7448 0.2236],[0.0040694  0.13116951],[0.74  0.126],[0.75 0.48]
8,5,[0.7452 0.221 ],[0.00897552 0.11384727],[0.74  0.129],[0.763 0.444]
9,5,[0.7514 0.1682],[0.00868562 0.0347586 ],[0.74  0.104],[0.763 0.197]
10,5,[0.746  0.1372],[0.01073313 0.02512688],[0.737 0.092],[0.767 0.163]
11,4,[0.75   0.2718],[0.00889944 0.15131609],[0.743 0.125],[0.767 0.472]
12,5,[0.7374 0.2046],[0.01227355 0.13164589],[0.717 0.066],[0.75  0.456]
13,5,[0.7454 0.2716],[0.01427725 0.16129675],[0.727 0.108],[0.767 0.496]
14,3,[0.7382 0.2044],[0.01462053 0.11887573],[0.727 0.109],[0.763 0.436]
15,5,[0.7372 0.1238],[0.00976524 0.02888183],[0.723 0.088],[0.753 0.176]
16,5,[0.7408 0.1576],[0.01227029 0.02871655],[0.72  0.117],[0.757 0.189]
17,5,[0.7386 0.2698],[0.01162067 0.15103695],[0.723 0.131],[0.753 0.454]
18,5,[0.7434 0.214 ],[0.00467333 0.10387878],[0.737 0.142],[0.75 0.42]
19,4,[0.7494 0.2266],[0.00224499 0.0986359 ],[0.747 0.151],[0.753 0.42 ]
20,3,[0.7508 0.1626],[0.00479166 0.0355449 ],[0.747 0.117],[0.76  0.202]
21,4,[0.7434 0.2008],[0.01405133 0.12854633],[0.717 0.109],[0.757 0.454]
22,5,[0.7586 0.2092],[0.00821219 0.11189173],[0.743 0.121],[0.767 0.428]
23,4,[0.7506 0.1328],[0.01552546 0.02888183],[0.73 0.1 ],[0.773 0.184]
24,5,[0.722 0.138],[0.01308434 0.03665515],[0.703 0.074],[0.74  0.184]
25,5,[0.7502 0.233 ],[0.01627759 0.12707793],[0.723 0.147],[0.767 0.486]
