gen,nevals,avg,std,min,max
0,50,[0.71868 0.12528],[0.0199594 0.0926242],[0.633 0.006],[0.747 0.454]
1,5,[0.7146 0.1048],[0.01444438 0.06015447],[0.7  0.01],[0.74  0.167]
2,4,[0.722  0.1422],[0.00715542 0.04608427],[0.713 0.063],[0.733 0.194]
3,3,[0.7128 0.1886],[0.01110675 0.13878127],[0.697 0.063],[0.727 0.45 ]
4,2,[0.7202 0.1948],[0.01205653 0.13623715],[0.697 0.05 ],[0.73 0.45]
5,4,[0.7234 0.1878],[0.00427083 0.12067378],[0.72 0.05],[0.73  0.414]
6,5,[0.7232 0.1428],[0.00754718 0.04921138],[0.713 0.067],[0.733 0.201]
7,5,[0.7294 0.1202],[0.00496387 0.05215132],[0.723 0.033],[0.737 0.178]
8,4,[0.7254 0.1362],[0.00722772 0.04568326],[0.717 0.068],[0.737 0.188]
9,3,[0.7194 0.19  ],[0.01500133 0.12110987],[0.693 0.068],[0.737 0.418]
10,3,[0.7208 0.1424],[0.00713863 0.04389351],[0.71  0.068],[0.73  0.188]
11,3,[0.7236 0.1418],[0.00928655 0.0299092 ],[0.71  0.096],[0.737 0.181]
12,4,[0.7302 0.2018],[0.00730479 0.12275406],[0.72  0.062],[0.74  0.428]
13,5,[0.7266 0.1224],[0.0088227  0.03534176],[0.713 0.066],[0.737 0.161]
14,4,[0.7346 0.2128],[0.00939361 0.13094029],[0.717 0.114],[0.743 0.472]
15,4,[0.7286 0.1434],[0.01162067 0.02686708],[0.713 0.106],[0.743 0.183]
16,5,[0.7238 0.1116],[0.01090688 0.03713004],[0.713 0.052],[0.74  0.149]
17,5,[0.7366 0.1086],[0.01303227 0.02794709],[0.723 0.062],[0.76  0.149]
18,2,[0.7332 0.1426],[0.00943186 0.02541338],[0.723 0.109],[0.747 0.176]
19,3,[0.7292 0.1552],[0.0065238  0.00614492],[0.72  0.147],[0.737 0.162]
20,5,[0.7308 0.1778],[0.01195659 0.12486697],[0.717 0.068],[0.75  0.422]
21,4,[0.7214 0.2536],[0.00868562 0.17487435],[0.707 0.085],[0.73  0.506]
22,4,[0.724  0.1532],[0.01368211 0.02998266],[0.703 0.11 ],[0.737 0.203]
23,3,[0.7198 0.1052],[0.01045753 0.06584041],[0.703 0.007],[0.73  0.203]
24,4,[0.72   0.0964],[0.01495326 0.05241984],[0.693 0.042],[0.737 0.194]
25,4,[0.7152 0.097 ],[0.01456571 0.05641985],[0.693 0.037],[0.73  0.194]
