gen,nevals,avg,std,min,max
0,50,[0.70132 0.08148],[0.02299429 0.06431803],[0.62  0.007],[0.733 0.414]
1,3,[0.6994 0.0666],[0.02022474 0.03782909],[0.68  0.013],[0.73  0.119]
2,4,[0.702  0.0828],[0.01440833 0.05825599],[0.68  0.013],[0.717 0.167]
3,3,[0.702  0.0772],[0.01440833 0.04970875],[0.68  0.013],[0.717 0.13 ]
4,5,[0.698 0.088],[0.01245793 0.05117421],[0.677 0.024],[0.713 0.147]
5,3,[0.6974 0.073 ],[0.01335066 0.02964456],[0.677 0.024],[0.713 0.117]
6,5,[0.7174 0.1144],[0.01105622 0.03490902],[0.703 0.072],[0.737 0.158]
7,5,[0.714  0.0874],[0.01776513 0.04270176],[0.687 0.043],[0.733 0.154]
8,5,[0.71   0.1054],[0.01495326 0.04560526],[0.683 0.018],[0.727 0.147]
9,3,[0.7052 0.0936],[0.00919565 0.0249928 ],[0.693 0.05 ],[0.72  0.126]
10,5,[0.7212 0.089 ],[0.00858836 0.03328062],[0.71  0.034],[0.733 0.139]
11,5,[0.7146 0.0962],[0.00895768 0.03768501],[0.703 0.051],[0.727 0.149]
12,5,[0.7172 0.0896],[0.01036147 0.05106701],[0.703 0.012],[0.73  0.173]
13,5,[0.7168 0.1098],[0.01101635 0.02538819],[0.707 0.07 ],[0.737 0.139]
14,5,[0.7188 0.0874],[0.00990757 0.0407951 ],[0.71  0.021],[0.737 0.146]
15,5,[0.7106 0.1102],[0.00458694 0.05884012],[0.703 0.014],[0.717 0.173]
16,5,[0.7194 0.0932],[0.0108185  0.03540282],[0.703 0.026],[0.737 0.129]
17,4,[0.7174 0.1062],[0.00257682 0.04291107],[0.713 0.043],[0.72  0.164]
18,2,[0.7028 0.0784],[0.01957958 0.04261737],[0.667 0.016],[0.72  0.138]
19,3,[0.6948 0.1032],[0.01649727 0.03908145],[0.667 0.052],[0.717 0.142]
20,5,[0.6814 0.0932],[0.03897999 0.07518883],[0.607 0.006],[0.713 0.186]
21,5,[0.6832 0.1244],[0.02325855 0.03722687],[0.647 0.06 ],[0.713 0.162]
22,4,[0.6854 0.117 ],[0.02946591 0.05122109],[0.647 0.057],[0.717 0.2  ]
23,5,[0.6822 0.0828],[0.03768501 0.03052474],[0.637 0.033],[0.733 0.128]
24,4,[0.6614 0.0938],[0.02504875 0.02968097],[0.637 0.059],[0.693 0.14 ]
25,5,[0.682  0.1178],[0.02945505 0.04490167],[0.64  0.058],[0.71 0.18]
