gen,nevals,avg,std,min,max
0,50,[0.73742 0.07138],[0.02056316 0.04860654],[0.68  0.002],[0.767 0.192]
1,3,[0.756  0.0636],[0.01277498 0.03729665],[0.737 0.015],[0.773 0.107]
2,4,[0.7432 0.071 ],[0.02042939 0.03969887],[0.703 0.023],[0.76  0.143]
3,4,[0.7508 0.081 ],[0.00381576 0.03232337],[0.747 0.023],[0.757 0.122]
4,4,[0.7434 0.0878],[0.00313688 0.05722727],[0.74  0.005],[0.747 0.14 ]
5,3,[0.7424 0.0748],[0.00542586 0.07165584],[0.733 0.005],[0.75  0.187]
6,5,[0.736  0.0916],[0.01885736 0.02120943],[0.703 0.064],[0.757 0.126]
7,5,[0.7394 0.1064],[0.01374918 0.01778314],[0.717 0.085],[0.753 0.136]
8,5,[0.7366 0.0788],[0.01448586 0.02688792],[0.72 0.03],[0.757 0.103]
9,4,[0.744  0.0734],[0.00794984 0.0446972 ],[0.733 0.011],[0.757 0.12 ]
10,4,[0.7312 0.0898],[0.01541947 0.04592777],[0.703 0.011],[0.75  0.155]
11,5,[0.7234 0.0812],[0.02176787 0.04242829],[0.69  0.019],[0.75  0.145]
12,4,[0.7422 0.0844],[0.00917388 0.0487877 ],[0.727 0.008],[0.753 0.16 ]
13,4,[0.7338 0.1062],[0.0143861  0.04147481],[0.71  0.036],[0.753 0.16 ]
14,5,[0.7374 0.0968],[0.01380724 0.0361519 ],[0.717 0.046],[0.76  0.155]
15,4,[0.7314 0.077 ],[0.00741889 0.0287054 ],[0.717 0.028],[0.737 0.11 ]
16,4,[0.7316 0.0844],[0.01909555 0.03252445],[0.707 0.024],[0.757 0.115]
17,5,[0.728  0.1186],[0.01162755 0.05116874],[0.713 0.021],[0.747 0.159]
18,4,[0.7134 0.108 ],[0.04361468 0.03118333],[0.63 0.06],[0.747 0.155]
19,3,[0.718  0.0748],[0.03820471 0.04730074],[0.647 0.011],[0.753 0.123]
20,5,[0.704  0.0712],[0.04621255 0.03438837],[0.613 0.021],[0.74  0.107]
21,4,[0.6778 0.108 ],[0.05800138 0.05955166],[0.613 0.005],[0.767 0.191]
22,4,[0.7018 0.091 ],[0.06613743 0.05460037],[0.613 0.007],[0.763 0.154]
23,4,[0.7246 0.0898],[0.04436485 0.04333774],[0.637 0.007],[0.76  0.133]
24,4,[0.7448 0.1836],[0.0082801  0.15018735],[0.737 0.026],[0.76  0.462]
25,4,[0.7494 0.1592],[0.00922171 0.14310611],[0.737 0.026],[0.76  0.422]
