gen,nevals,avg,std,min,max
0,50,[0.71378 0.1315 ],[0.02939475 0.0997746 ],[0.62 0.  ],[0.763 0.482]
1,3,[0.7112 0.0962],[0.01333267 0.03635052],[0.697 0.042],[0.733 0.14 ]
2,5,[0.7388 0.1316],[0.01654569 0.05513112],[0.71  0.034],[0.757 0.202]
3,5,[0.7432 0.172 ],[0.01083328 0.02076536],[0.73  0.153],[0.763 0.204]
4,3,[0.7352 0.1224],[0.0204     0.04130666],[0.7   0.046],[0.763 0.161]
5,3,[0.7308 0.0952],[0.0121062  0.02841408],[0.707 0.059],[0.74  0.137]
6,4,[0.7328 0.1092],[0.02357456 0.03101226],[0.7   0.089],[0.77  0.171]
7,3,[0.7196 0.116 ],[0.01228983 0.04409082],[0.7   0.047],[0.737 0.171]
8,4,[0.7212 0.127 ],[0.01679762 0.03901282],[0.7   0.089],[0.743 0.2  ]
9,5,[0.7324 0.0838],[0.01514728 0.04873767],[0.703 0.004],[0.743 0.153]
10,4,[0.7354 0.105 ],[0.00773563 0.07500667],[0.723 0.   ],[0.747 0.197]
11,5,[0.7214 0.082 ],[0.01648757 0.03858497],[0.707 0.025],[0.75  0.141]
12,5,[0.7178 0.0932],[0.00752064 0.04969668],[0.71  0.008],[0.73  0.161]
13,4,[0.7106 0.1594],[0.01235476 0.15559512],[0.697 0.021],[0.733 0.452]
14,4,[0.7282 0.0912],[0.01713943 0.02790985],[0.703 0.055],[0.747 0.136]
15,4,[0.7176 0.0898],[0.01101998 0.04334697],[0.697 0.06 ],[0.727 0.175]
16,5,[0.7272 0.152 ],[0.0182033  0.04092921],[0.703 0.08 ],[0.753 0.192]
17,2,[0.7278 0.1408],[0.01281249 0.04542422],[0.713 0.08 ],[0.743 0.192]
18,4,[0.7158 0.19  ],[0.01969162 0.14043219],[0.693 0.025],[0.75  0.446]
19,2,[0.7132 0.1082],[0.0222027 0.0772901],[0.693 0.025],[0.75  0.205]
20,3,[0.72   0.0766],[0.02066882 0.06717321],[0.693 0.02 ],[0.75  0.205]
21,4,[0.7266 0.1346],[0.01772682 0.05427559],[0.703 0.077],[0.75  0.205]
22,4,[0.718  0.1032],[0.01426885 0.03650425],[0.697 0.044],[0.74  0.136]
23,5,[0.7274 0.0686],[0.02320862 0.05695121],[0.69  0.001],[0.76  0.155]
24,3,[0.7308 0.094 ],[0.02495917 0.06880407],[0.69  0.008],[0.76  0.179]
25,4,[0.7466 0.1   ],[0.01121784 0.05385536],[0.727 0.008],[0.76  0.173]
