precision,recall,f1score,mcc,stat_par,eq_odds,ao,acc,model,fairness_method
0.8251117380902984,0.8342301171961377,0.8240388323770108,0.5158341871040224,0.008919087435915463,0.18708937552251348,0.1070145645240235,0.8342301171961377,adversarial_debiasing,NO_ONE
