Precision,Recall,F1,MCC,SPD,EOD,AOD,Accuracy,approach,data,attr
0.4604556999774478,0.4638009049773756,0.4605656603922289,0.16721248928884,0.2407317859445519,0.2051282051282051,0.2044744015674248,0.4638009049773756,knn,cmc,wife_religion
0.4709513085543434,0.4728506787330316,0.4718177767856026,0.1840488452859422,0.1365248226950354,0.0897435897435897,0.1009764460345855,0.4728506787330316,tree,cmc,wife_religion
0.456044224120922,0.4547511312217194,0.4550212399459583,0.1628797076391597,0.1462485915219334,0.0423634336677815,0.0960896018744213,0.4547511312217194,knn,cmc,wife_religion
0.4940498877074186,0.4909502262443438,0.4923135458524649,0.2178096321086693,0.0684228931110852,-0.0624303232998885,0.0151739319388545,0.4909502262443438,tree,cmc,wife_religion
0.4892654801277097,0.4864253393665158,0.4806045690001447,0.1968625422296485,0.2474694589877836,0.1200260926288323,0.1923257174620387,0.4864253393665158,knn,cmc,wife_religion
0.4980872818031813,0.4909502262443438,0.4939077984777789,0.2155413841748337,0.0091623036649214,-0.1526418786692759,-0.0580237025907992,0.4909502262443438,tree,cmc,wife_religion
0.4908057917190924,0.4954751131221719,0.490511301284215,0.1929199608882605,0.0908284977433913,0.0006038647342995,0.0406936092337348,0.4954751131221719,knn,cmc,wife_religion
0.5001188705232927,0.4909502262443438,0.494653858476089,0.2120476194080093,0.0200676982591875,0.002415458937198,-0.0043384761617559,0.4909502262443438,tree,cmc,wife_religion
0.4406371795959301,0.4457013574660634,0.4424037102793579,0.135441621568071,0.2269850746268656,0.1,0.1809412188965019,0.4457013574660634,knn,cmc,wife_religion
0.4809462133518682,0.4841628959276018,0.4819622487689715,0.1980716350578388,0.0377313432835821,0.0374999999999999,0.0302177244861161,0.4841628959276018,tree,cmc,wife_religion
0.4326225226932878,0.4366515837104072,0.432636291686914,0.1315185321923984,0.332343702938772,0.3273809523809524,0.3202694235588972,0.4366515837104072,knn,cmc,wife_religion
0.4639076530826667,0.4683257918552036,0.4654877757214583,0.1852030047653053,0.0936276408071941,0.0684523809523809,0.0787437343358396,0.4683257918552036,tree,cmc,wife_religion
0.4858482020645981,0.4864253393665158,0.4851237759260711,0.2030132276075677,0.166044142614601,0.3138401559454191,0.194526051372414,0.4864253393665158,knn,cmc,wife_religion
0.4762575745162946,0.4819004524886878,0.4786448324477751,0.1907665877517528,0.0715619694397283,-0.0948667966211825,0.0118339268819108,0.4819004524886878,tree,cmc,wife_religion
0.4839710823444141,0.4819004524886878,0.4713377883697602,0.2020026639740355,0.1973350253807106,0.1567209162145871,0.1429107226575581,0.4819004524886878,knn,cmc,wife_religion
0.446369096313541,0.4502262443438914,0.4468319632809658,0.1532837860194958,0.00581641285956,-0.0560578661844484,-0.0322617373250284,0.4502262443438914,tree,cmc,wife_religion
0.5145578050489047,0.5113122171945701,0.5008210011764839,0.2359412194272208,0.3126057529610829,0.3532248342374925,0.2744960150023441,0.5113122171945701,logreg,cmc,wife_religion
0.5291475795150464,0.5361990950226244,0.5244895674315149,0.275509091291776,0.2790820642978003,0.2579867389993973,0.2374589779653071,0.5361990950226244,svm,cmc,wife_religion
0.5011695957967008,0.5067873303167421,0.5013777064175545,0.2356626624760513,0.2024111675126903,0.134418324291742,0.150277945214654,0.5067873303167421,forest,cmc,wife_religion
0.4299475501396566,0.4343891402714932,0.4290014554950412,0.1117595394717297,0.1209842788790157,0.1418211120064464,0.1141797867724539,0.4343891402714932,knn,cmc,wife_religion
0.4866963588578419,0.4819004524886878,0.4828379771705939,0.196544110555616,0.0267942583732057,-0.0620467365028202,-0.0101900349180768,0.4819004524886878,tree,cmc,wife_religion
0.4808953485724324,0.4886877828054298,0.483297525466335,0.191090912735438,0.4620642515379358,0.5455278001611603,0.4762895411062212,0.4886877828054298,logreg,cmc,wife_religion
0.4775059837916023,0.4841628959276018,0.4797647752509796,0.1836598014353035,0.3464114832535885,0.2103142626913779,0.2945802082687658,0.4841628959276018,svm,cmc,wife_religion
0.5093464267357871,0.5158371040723982,0.5112348082995036,0.2344505742358106,0.1599453178400546,0.0692989524576954,0.1160597326391041,0.5158371040723982,forest,cmc,wife_religion
0.4814506121460676,0.4796380090497738,0.4801539144476149,0.1860931747870612,-0.0408376963350785,-0.174775928297055,-0.1132383618469536,0.4796380090497738,knn,cmc,wife_religion
0.4910157859458295,0.4819004524886878,0.4853412332075422,0.1963922429289129,0.0529668411867364,0.1370038412291933,0.0394360888325692,0.4819004524886878,tree,cmc,wife_religion
0.5399600317709702,0.5384615384615384,0.5365726917190597,0.2655844201725451,0.2821989528795812,0.3546734955185659,0.2687227690826879,0.5384615384615384,logreg,cmc,wife_religion
0.5435059619833034,0.5316742081447964,0.5348999158963889,0.2698130137768906,0.163176265270506,0.1056338028169014,0.1117524234934058,0.5316742081447964,svm,cmc,wife_religion
0.554208787706715,0.5429864253393665,0.5455771841502236,0.2865280946969721,0.0553228621291448,0.11651728553137,0.0401506718738251,0.5429864253393665,forest,cmc,wife_religion
0.5124165127261102,0.5135746606334841,0.5045868172061455,0.2441986001301658,0.1148313492063492,0.1578947368421052,0.1201330770979274,0.5135746606334841,knn,cmc,wife_religion
0.4519057210623118,0.4524886877828054,0.4504642930920384,0.1595157009679647,0.234292328042328,0.1999999999999999,0.2199842952493129,0.4524886877828054,tree,cmc,wife_religion
0.5049868042870252,0.502262443438914,0.4932704708124341,0.2270665953604193,0.3213458994708995,0.3263157894736842,0.3162006901824644,0.502262443438914,logreg,cmc,wife_religion
0.525946394859523,0.5316742081447964,0.5218619263188187,0.2740179959931055,0.3340773809523809,0.3052631578947368,0.3190626743537288,0.5316742081447964,svm,cmc,wife_religion
0.5075970610458518,0.5090497737556561,0.5032974804456173,0.242225033210313,0.2713293650793651,0.4947368421052631,0.3312317897216539,0.5090497737556561,forest,cmc,wife_religion
0.4504926474598378,0.4457013574660634,0.4414562808658323,0.1341931710589697,0.1607809847198641,0.1805555555555555,0.151267421045902,0.4457013574660634,knn,cmc,wife_religion
0.4726320310405262,0.4638009049773756,0.4673844391090215,0.1617948704107884,0.1120543293718166,0.1475694444444444,0.1136293712440864,0.4638009049773756,tree,cmc,wife_religion
0.5191523607886858,0.5226244343891403,0.5200554025493829,0.2412183637001914,0.3256366723259762,0.3541666666666666,0.3164676831607211,0.5226244343891403,logreg,cmc,wife_religion
0.5180544214345795,0.5203619909502263,0.5166513955740014,0.2393445021772497,0.35,0.3385416666666666,0.3282178989259685,0.5203619909502263,svm,cmc,wife_religion
0.5227527713323629,0.5226244343891403,0.5217783935993505,0.2464560874245376,0.229541595925297,0.140625,0.1840927071346375,0.5226244343891403,forest,cmc,wife_religion
0.4712005904430167,0.4728506787330316,0.4711407936554556,0.1820978475189134,0.1076344843786704,0.1255411255411255,0.0868692344973179,0.4728506787330316,knn,cmc,wife_religion
0.5181753708457661,0.5113122171945701,0.5140780644150327,0.2474641533348502,0.1491660793986375,0.1991341991341991,0.138371653646796,0.5113122171945701,tree,cmc,wife_religion
0.5123346241757009,0.5180995475113123,0.51294003180867,0.242823664046773,0.2474512567535823,0.3246753246753247,0.24146479706252,0.5180995475113123,logreg,cmc,wife_religion
0.5048179375374252,0.504524886877828,0.5020345334128412,0.2260634244426132,0.1176885130373502,0.1428571428571428,0.0983735429655733,0.504524886877828,svm,cmc,wife_religion
0.5431838571330869,0.5475113122171946,0.5445224117844258,0.2935783700189475,0.0762508809020436,0.0562770562770562,0.0454060803206913,0.5475113122171946,forest,cmc,wife_religion
0.4306198463033654,0.4343891402714932,0.4315087357952219,0.114477594035546,0.1541595925297113,0.044931506849315,0.1043391577736319,0.4343891402714932,knn,cmc,wife_religion
0.4251073210349228,0.4253393665158371,0.4252203990959863,0.1097763114895816,-0.1078098471986417,-0.2772602739726027,-0.1704111036206881,0.4253393665158371,tree,cmc,wife_religion
0.4951162658479732,0.4954751131221719,0.4924485769125671,0.2064796991341332,0.3921052631578947,0.5271232876712328,0.3866358581150424,0.4954751131221719,logreg,cmc,wife_religion
0.5210224615642627,0.5203619909502263,0.5180047742528661,0.2508654278893878,0.2904074702886248,0.2723287671232877,0.2527239398606138,0.5203619909502263,svm,cmc,wife_religion
0.4845721857557369,0.4841628959276018,0.4826407954380686,0.1975649816273631,0.1031409168081493,0.1386301369863014,0.0803635762843295,0.4841628959276018,forest,cmc,wife_religion
0.4800022987867252,0.4864253393665158,0.479814056080763,0.2033062269206194,0.1157894736842105,-0.0852974186307519,0.0498324936921428,0.4864253393665158,knn,cmc,wife_religion
0.5057456580052564,0.504524886877828,0.5048561867954939,0.2379290560929318,0.1028024606971975,-0.0190796857463523,0.0494357210365982,0.504524886877828,tree,cmc,wife_religion
0.4865697412819867,0.4909502262443438,0.486802353039497,0.2071346848391301,0.2755980861244019,0.2615039281705948,0.2479042197243951,0.4909502262443438,logreg,cmc,wife_religion
0.490196905832191,0.4932126696832579,0.4903203266152023,0.2127296151366666,0.3685121895648212,0.3647586980920314,0.3440334843843615,0.4932126696832579,svm,cmc,wife_religion
0.5166620235247686,0.5226244343891403,0.5179029434144523,0.2573377992932187,0.111870585554796,0.0881032547699214,0.0799068905428554,0.5226244343891403,forest,cmc,wife_religion
0.6251846949048675,0.6261480280929227,0.6231779087160112,0.245466709805508,-0.1638290598290598,-0.12448588358313,-0.1321070766745246,0.6261480280929227,knn,compas,sex
0.617732453694711,0.6180443003781739,0.6178579049545572,0.2324792405497812,-0.0637435897435897,-0.0370280004647379,-0.0279208862475378,0.6180443003781739,tree,compas,sex
0.675246516740751,0.6731496488384657,0.6685502535464787,0.3420867209213079,-0.295065527065527,-0.2158301382595562,-0.2609024647755466,0.6731496488384657,logreg,compas,sex
0.6657017248595994,0.6601836844948676,0.6517235084830866,0.3175925091200689,-0.2884045584045583,-0.192401533635413,-0.2656774951420367,0.6601836844948676,svm,compas,sex
0.6491214151369401,0.6499189627228525,0.6487873179058816,0.2948489197663834,-0.1365470085470086,-0.1025560590217264,-0.0924577097640416,0.6499189627228525,forest,compas,sex
0.6301661662470706,0.6315505132360886,0.6296103022672076,0.2553442690493068,-0.1926254317558665,-0.1442272848066098,-0.16894354248965,0.6315505132360886,knn,compas,sex
0.6369592429009041,0.637493246893571,0.6371441524635519,0.2699650803868318,-0.0900010682619377,-0.0502923199574807,-0.0598075637039161,0.637493246893571,tree,compas,sex
0.6758935238632396,0.6758508914100486,0.6726764680535207,0.3449757345634824,-0.2918016831060309,-0.1895066798734085,-0.2718225393939634,0.6758508914100486,logreg,compas,sex
0.6654798360544201,0.6634251755807672,0.6571126329729409,0.3200347132364108,-0.3222174743913873,-0.2285893750150991,-0.3048090578048235,0.6634251755807672,svm,compas,sex
0.651871160311543,0.6526202052944354,0.6520118076933697,0.2998007849601779,-0.1210578167099906,-0.0593880607832242,-0.0931577037603058,0.6526202052944354,forest,compas,sex
0.6679474934398857,0.6693679092382496,0.6679957564157054,0.328671134304213,-0.2334689855284049,-0.1534472886136619,-0.2047502786893975,0.6693679092382496,logreg,compas,sex
0.6524166971591591,0.6542409508373852,0.6498247076719128,0.2946739548645691,-0.2733562056316951,-0.1655355968867303,-0.2628861734769945,0.6542409508373852,svm,compas,sex
0.6491613297647604,0.6472177201512695,0.6478411419505028,0.2910785268755607,-0.1969505629870248,-0.1374567895998133,-0.1665223146277248,0.6472177201512695,forest,compas,sex
0.6254505868437499,0.6266882766072394,0.6258452340644077,0.2433279254583378,-0.2050860448564702,-0.1439356986830106,-0.1848949410821563,0.6266882766072394,knn,compas,sex
0.604860478853269,0.6007563479200432,0.6017167625864686,0.2011812839277315,-0.1638337865211599,-0.0977456365448645,-0.1523837141562095,0.6007563479200432,tree,compas,sex
0.6829010741689767,0.6828741220961643,0.6790495427888744,0.3570642377766423,-0.3031316871030196,-0.1740401396160558,-0.2810137511464353,0.6828741220961643,logreg,compas,sex
0.6661340945562018,0.6661264181523501,0.6611318260156598,0.3224058013284696,-0.3065679381361593,-0.1970113438045374,-0.2849002053026181,0.6661264181523501,svm,compas,sex
0.6452281669257612,0.6455969746083198,0.645385436795163,0.2852903110724539,-0.1980175039344225,-0.1476876090750436,-0.1551666546368492,0.6455969746083198,forest,compas,sex
0.6166164314847977,0.6185845488924906,0.6164386829324645,0.2267990312101051,-0.1945076593865697,-0.1578097731239093,-0.1605269157139615,0.6185845488924906,knn,compas,sex
0.6167603439548488,0.6148028092922745,0.6153861164281673,0.2276706200459722,-0.174558155859742,-0.1578970331588133,-0.1305449360045042,0.6148028092922745,tree,compas,sex
0.6593245915090298,0.6601836844948676,0.6574307660287154,0.3124160708267636,-0.2891234415151803,-0.2182822247555323,-0.2606804966240676,0.6601836844948676,logreg,compas,sex
0.6494495036991309,0.6488384656942193,0.6425144243979244,0.2886647959805113,-0.2920072332730561,-0.2002887209775268,-0.2758740686055166,0.6488384656942193,svm,compas,sex
0.6305317936489769,0.6304700162074555,0.6305001697014131,0.2567501757177565,-0.1551955838964499,-0.1265159283467859,-0.1199686132470968,0.6304700162074555,forest,compas,sex
0.6181483954191761,0.6196650459211237,0.6180670301318989,0.2311982516456469,-0.1755039497477872,-0.1225345577241454,-0.1537136336534894,0.6196650459211237,knn,compas,sex
0.5972384569629303,0.595894111291194,0.596341385533962,0.1896310319517561,-0.1249966688874084,-0.1046498971717947,-0.0987896960202569,0.595894111291194,tree,compas,sex
0.6672019763233537,0.6666666666666666,0.661738930823555,0.3250514097209693,-0.2074222725788796,-0.1508096423350661,-0.1636279860078771,0.6666666666666666,logreg,compas,sex
0.6567496207394379,0.6547811993517018,0.6470434689597722,0.3008714798698963,-0.2217387129606514,-0.1620244162617043,-0.1857252987400191,0.6547811993517018,svm,compas,sex
0.6465470029674042,0.6477579686655862,0.646421816166483,0.2880656237761241,-0.1239087434947093,-0.069179408162459,-0.0841890913794503,0.6477579686655862,forest,compas,sex
0.6238432598170651,0.6256077795786061,0.6220165456270789,0.2408849499297255,-0.1273615885391661,-0.0743437353606845,-0.0981239119833939,0.6256077795786061,knn,compas,sex
0.6063679681096321,0.6077795786061588,0.6065934430786619,0.2075396223571749,-0.1305532617671346,-0.0676103557459489,-0.11197767698927,0.6077795786061588,tree,compas,sex
0.6596649919361907,0.6596434359805511,0.6540469766929269,0.3089279671035189,-0.2629961516295154,-0.1818935427574171,-0.2355748705522622,0.6596434359805511,logreg,compas,sex
0.6502083992631023,0.6461372231226364,0.6337974656217754,0.2819352922003607,-0.2550540073249178,-0.1553664921465969,-0.2422837970374858,0.6461372231226364,svm,compas,sex
0.6475443640319254,0.6482982171799028,0.6477831591722266,0.2898548121591733,-0.2130956143449404,-0.1674520069808027,-0.1732576839311727,0.6482982171799028,forest,compas,sex
0.619105616593461,0.6212857914640735,0.6180985717332157,0.231076027533197,-0.1869341315138784,-0.1478184991273996,-0.1572425828970331,0.6212857914640735,knn,compas,sex
0.6069190806520571,0.6077795786061588,0.6072295216708835,0.2080575728477364,-0.1174124821060068,-0.0638743455497381,-0.0959867595517285,0.6077795786061588,tree,compas,sex
0.6643462994948144,0.6666666666666666,0.66482339133222,0.3152329980723202,-0.2985537190082645,-0.2256064179768842,-0.2791470112016779,0.6666666666666666,logreg,compas,sex
0.6561406718496348,0.6596434359805511,0.6555181610921039,0.2969110053270085,-0.3019750288811872,-0.2129433975779094,-0.2927140408476999,0.6596434359805511,svm,compas,sex
0.6558299059480904,0.6542409508373852,0.6548862575968017,0.2984145450051875,-0.1993857193637251,-0.1480985003914023,-0.1721253816338202,0.6542409508373852,forest,compas,sex
0.6440984489675594,0.6445164775796867,0.644295443657084,0.2746349967131526,-0.1888996267661956,-0.1262362433551119,-0.1702748158684173,0.6445164775796867,knn,compas,sex
0.6170833849745957,0.6126418152350082,0.6140651111962244,0.2190004956720183,-0.1673387096774193,-0.1281139518344751,-0.1481006110481187,0.6126418152350082,tree,compas,sex
0.6690523753794237,0.668827660723933,0.6641143230840478,0.3287586559279531,-0.2574272779191897,-0.1599355591356035,-0.230981950170747,0.668827660723933,logreg,compas,sex
0.6530911117895757,0.6526202052944354,0.646103108909135,0.2951559087216968,-0.2829060087671191,-0.1877395700238875,-0.2637549382952632,0.6526202052944354,svm,compas,sex
0.645772911893062,0.6472177201512695,0.6451180904121755,0.285552298028577,-0.1781412043253138,-0.1038386756291317,-0.1492148828733784,0.6472177201512695,forest,compas,sex
0.6237406305523404,0.6256077795786061,0.6211893279163658,0.2396653230132372,-0.1889336868421351,-0.1238097883450919,-0.1671424601630989,0.6256077795786061,knn,compas,sex
0.6113476525192257,0.6121015667206915,0.6116217737725222,0.2174133311661273,-0.1068487917790292,-0.052624854174768,-0.0828790659685547,0.6121015667206915,tree,compas,sex
0.6666577216643536,0.6682874122096164,0.6645072906873539,0.3233024085643787,-0.2696969696969697,-0.1729035299664093,-0.2526337621199263,0.6682874122096164,logreg,compas,sex
0.651864712005423,0.6537007023230686,0.648434835275397,0.2923094704583165,-0.2855715626207429,-0.1838325502654573,-0.276100017079758,0.6537007023230686,svm,compas,sex
0.642960418810737,0.6439762290653701,0.6433100563948695,0.2782570216206894,-0.1654468179058342,-0.1246390476751724,-0.1340133319979298,0.6439762290653701,forest,compas,sex
0.6109811421363598,0.6131820637493247,0.6113922026872609,0.2132678851562784,-0.1738753656786443,-0.1290749441494918,-0.1553906395765354,0.6131820637493247,knn,compas,sex
0.6041123634951111,0.6056185845488925,0.6046105061075857,0.1997092430675261,-0.1151128774079592,-0.0932931173958929,-0.0899312759491992,0.6056185845488925,tree,compas,sex
0.6576743889722428,0.6569421934089681,0.6529534925012246,0.3085937570853798,-0.2163967763802063,-0.1176951582317019,-0.1941954822968631,0.6569421934089681,logreg,compas,sex
0.6356352837706254,0.6326310102647218,0.6237399763619564,0.2596285692347441,-0.2271371544776681,-0.1494110892673845,-0.2087556204738085,0.6326310102647218,svm,compas,sex
0.6488243926587199,0.6493787142085359,0.64891910783473,0.294853949853907,-0.1488890562627099,-0.0857530576384418,-0.1157524714798204,0.6493787142085359,forest,compas,sex
0.6240819367448921,0.6250675310642896,0.6223436543482994,0.2435732823911864,-0.1797299841831738,-0.1315146981216328,-0.1526049638357529,0.6250675310642896,knn,compas,sex
0.6043272512931211,0.6056185845488925,0.6039477607565269,0.2049871987725514,-0.073499284476915,-0.0413194384035908,-0.0464987672481113,0.6056185845488925,tree,compas,sex
0.6898008949805626,0.6861156131820637,0.68131087293716,0.370179705783078,-0.2150566289140573,-0.1334995153025896,-0.1675904715837679,0.6861156131820637,logreg,compas,sex
0.6694221706354706,0.6645056726094003,0.6574034933923408,0.3269136006589956,-0.2707775768535263,-0.163083367954577,-0.2447278549074687,0.6645056726094003,svm,compas,sex
0.6470459216234664,0.6477579686655862,0.6466716875986331,0.2910601673265759,-0.1661635100409251,-0.1124613396113187,-0.1233191920373727,0.6477579686655862,forest,compas,sex
0.6288819686324002,0.6293895191788222,0.6260824759773574,0.2527652732567689,-0.139809650709051,-0.1136384618935512,-0.0956516726138169,0.6293895191788222,knn,compas,sex
0.6092810566942994,0.6094003241491086,0.6093362474658107,0.2159389294672969,-0.1195774245740934,-0.0964547846558647,-0.081271496090914,0.6094003241491086,tree,compas,sex
0.6319649036620033,0.6342517558076716,0.63188479977234,0.2553174606349616,-0.183694895280947,-0.1184273323373173,-0.1630598200148125,0.6342517558076716,knn,compas,sex
0.6158970440106123,0.6175040518638574,0.6163514063731564,0.2236117391724867,-0.1097166425625368,-0.0781198124169987,-0.0812251483737415,0.6175040518638574,tree,compas,sex
0.6780922896527969,0.6790923824959482,0.674938649224207,0.3456715740424477,-0.279838234506401,-0.1778977838645418,-0.2581796611630401,0.6790923824959482,logreg,compas,sex
0.6743615857824664,0.6731496488384657,0.6652461839479633,0.333104976818159,-0.2956933954684235,-0.198284985059761,-0.2763504697378577,0.6731496488384657,svm,compas,sex
0.650359211034017,0.6520799567801189,0.6504833841544639,0.292825384546342,-0.1933151213241201,-0.1304573373173971,-0.1648013182313481,0.6520799567801189,forest,compas,sex
0.60613829152137,0.6083198271204754,0.6051791147156635,0.2059786027173368,-0.2212446441993292,-0.1804863418235511,-0.2029080060766107,0.6083198271204754,knn,compas,sex
0.591427797638616,0.5921123716909779,0.5916940001716561,0.1777636867563233,-0.1337261874329929,-0.1115148578811369,-0.1126640223471618,0.5921123716909779,tree,compas,sex
0.6754082924282508,0.6747703943814155,0.6702824051641075,0.3417811125656588,-0.2676374194483764,-0.1454988002953119,-0.2536944550927109,0.6747703943814155,logreg,compas,sex
0.6527282181115553,0.6504592112371691,0.6418714675425564,0.2919990126007998,-0.2583413137783815,-0.1370431893687708,-0.2531864298492206,0.6504592112371691,svm,compas,sex
0.6278382165861478,0.6288492706645057,0.628064156640516,0.2508533675699749,-0.2064887695107573,-0.136547157622739,-0.1892186337564244,0.6288492706645057,forest,compas,sex
0.6356523869307669,0.637493246893571,0.6357329706558748,0.2638630308409612,-0.2215327635327635,-0.1538461538461538,-0.1982371794871795,0.637493246893571,knn,compas,sex
0.6309688858747138,0.6293895191788222,0.6299417922478964,0.2549314947958474,-0.1671509971509971,-0.1017094017094016,-0.1431089743589743,0.6293895191788222,tree,compas,sex
0.6778145681362735,0.6790923824959482,0.6764384892838651,0.3475530626581697,-0.2346894586894586,-0.15,-0.2016559829059829,0.6790923824959482,logreg,compas,sex
0.6634369278862189,0.6639654240950837,0.6581824904483179,0.315174731349594,-0.2891282051282051,-0.22008547008547,-0.2587072649572649,0.6639654240950837,svm,compas,sex
0.6508566165239488,0.6509994597514857,0.6509249995013737,0.2952664009031958,-0.158062678062678,-0.0893162393162393,-0.1269764957264957,0.6509994597514857,forest,compas,sex
0.6228520393895697,0.624527282549973,0.62265883025677,0.239971573647885,-0.1557159245212342,-0.1120582319701177,-0.1372163087461847,0.624527282549973,knn,compas,sex
0.6085114010609209,0.6094003241491086,0.6088063440551092,0.2118102394463578,-0.1355820105820105,-0.1171104300354372,-0.1135645681303474,0.6094003241491086,tree,compas,sex
0.663711974702555,0.6639654240950837,0.6597209699697161,0.318948375777281,-0.2400852179613242,-0.1955511924145196,-0.2127373136997555,0.6639654240950837,logreg,compas,sex
0.6490744352995603,0.6493787142085359,0.6439196261206002,0.2886642357832668,-0.247863698084937,-0.1454841490278708,-0.2405434405034077,0.6493787142085359,svm,compas,sex
0.6516345721570296,0.6526202052944354,0.6517740316666466,0.2983957458877784,-0.1046553823102496,-0.0634517766497462,-0.0771319874243641,0.6526202052944354,forest,compas,sex
0.6207815487742844,0.6229065370070233,0.6210491005453375,0.2332939913915776,-0.2059673755936403,-0.137022732288678,-0.1913690169680915,0.6229065370070233,knn,compas,sex
0.6246558465588231,0.6234467855213398,0.623919077223731,0.241632893183651,-0.1864489411980636,-0.1616971970867358,-0.1526513720410566,0.6234467855213398,tree,compas,sex
0.6698960345016836,0.671528903295516,0.6691744993958418,0.3315605057080274,-0.3010358593158511,-0.2063782829397483,-0.2794425490792139,0.671528903295516,logreg,compas,sex
0.6577734585127993,0.6596434359805511,0.6562516900609854,0.3062684585677895,-0.3098400899350723,-0.188258662546899,-0.3036647111478124,0.6596434359805511,svm,compas,sex
0.6622734466136094,0.6618044300378174,0.662011154941842,0.3177043993485595,-0.2012411957693807,-0.1352129772677113,-0.1688628593817518,0.6618044300378174,forest,compas,sex
0.6381636882818663,0.640194489465154,0.638503194608197,0.2669323972866602,-0.2192879499217527,-0.1673758865248227,-0.1965405899004657,0.640194489465154,knn,compas,sex
0.6117801053525808,0.6099405726634252,0.6106306321038614,0.2139432233208999,-0.1284931813100827,-0.0977971201375457,-0.105327744618129,0.6099405726634252,tree,compas,sex
0.6883112245693885,0.6898973527822798,0.687661608098,0.3674409092851879,-0.2652638050525374,-0.1769127444659359,-0.2397753994146561,0.6898973527822798,logreg,compas,sex
0.67095817654368,0.671528903295516,0.6646239743283991,0.3270764607617323,-0.3008830762351889,-0.203986675263271,-0.2869776008648258,0.671528903295516,svm,compas,sex
0.6559870941715792,0.655861696380335,0.6559226741492779,0.3035965073903632,-0.1994690364408674,-0.1336610788738448,-0.1748648742008708,0.655861696380335,forest,compas,sex
0.6389308975382723,0.6407347379794706,0.6375816727875107,0.2703916857481288,-0.2098381298246254,-0.1656681595108476,-0.175556301977646,0.6407347379794706,knn,compas,sex
0.621696756349747,0.6212857914640735,0.6214693794008765,0.2376087472964532,-0.1760151103162581,-0.1440639330633698,-0.1422819665316849,0.6212857914640735,tree,compas,sex
0.6771697027641048,0.6769313884386818,0.6722207868753284,0.3443224850208364,-0.2706571527638375,-0.1999946364879722,-0.2332195404662083,0.6769313884386818,logreg,compas,sex
0.6790113601439708,0.6747703943814155,0.6658351547979713,0.3413628845618711,-0.2700093070788546,-0.163479846603556,-0.2482121455240002,0.6747703943814155,svm,compas,sex
0.6646386876472207,0.6655861696380335,0.664815858638532,0.323869802537724,-0.1861671259375513,-0.1382713400734802,-0.1411078922589623,0.6655861696380335,forest,compas,sex
0.6248459673466144,0.6272285251215559,0.6247365018915655,0.2412470840969997,-0.1606494728554145,-0.1498103666245259,-0.1251152673458764,0.6272285251215559,knn,compas,sex
