gen,nevals,avg,std,min,max
0,50,[0.81814 0.17072],[0.02949713 0.06293395],[0.732 0.   ],[0.845 0.428]
1,3,[0.8174 0.1414],[0.03481724 0.070735  ],[0.748 0.   ],[0.839 0.179]
2,4,[0.8162 0.1406],[0.03455662 0.07032382],[0.748 0.   ],[0.839 0.179]
3,5,[0.8194 0.1434],[0.03580279 0.07195721],[0.748 0.   ],[0.839 0.187]
4,3,[0.8198 0.141 ],[0.03595219 0.0705436 ],[0.748 0.   ],[0.839 0.179]
5,4,[0.8018 0.1052],[0.04395179 0.08591717],[0.748 0.   ],[0.839 0.178]
6,5,[0.7804 0.072 ],[0.03980754 0.08823831],[0.748 0.   ],[0.834 0.185]
7,4,[0.7958 0.1056],[0.03918367 0.08635415],[0.748 0.   ],[0.834 0.184]
8,5,[0.8114 0.1428],[0.03195997 0.07147979],[0.748 0.   ],[0.835 0.184]
9,4,[0.8094 0.1406],[0.03070896 0.07034657],[0.748 0.   ],[0.826 0.18 ]
10,5,[0.8246 0.1736],[0.00601997 0.00621611],[0.817 0.162],[0.835 0.18 ]
11,4,[0.8098 0.167 ],[0.03230727 0.01574802],[0.746 0.136],[0.835 0.18 ]
12,4,[0.8234 0.1752],[0.00531413 0.00193907],[0.82  0.174],[0.834 0.179]
13,4,[0.826  0.1762],[0.00657267 0.00702567],[0.82  0.171],[0.835 0.19 ]
14,5,[0.812 0.138],[0.03260675 0.06902753],[0.748 0.   ],[0.835 0.175]
15,3,[0.8266 0.1718],[0.00685857 0.00292575],[0.821 0.168],[0.835 0.175]
16,5,[0.8264 0.175 ],[0.00662118 0.00282843],[0.821 0.172],[0.835 0.18 ]
17,4,[0.8238 0.1736],[0.0056     0.00195959],[0.821 0.171],[0.835 0.177]
18,3,[0.8238 0.1726],[0.0056     0.00149666],[0.821 0.17 ],[0.835 0.174]
19,5,[0.821  0.1718],[0.         0.00132665],[0.821 0.17 ],[0.821 0.174]
20,5,[0.8064 0.137 ],[0.0292     0.06851277],[0.748 0.   ],[0.821 0.173]
21,4,[0.8088 0.1812],[0.03083764 0.12175779],[0.748 0.   ],[0.834 0.384]
22,3,[0.7918 0.1036],[0.03576255 0.0845922 ],[0.748 0.   ],[0.821 0.174]
23,4,[0.8244 0.1714],[0.00884534 0.00788923],[0.819 0.162],[0.842 0.184]
24,5,[0.829  0.1762],[0.01021763 0.00337046],[0.82  0.172],[0.842 0.182]
25,5,[0.821  0.1706],[0.00126491 0.00523832],[0.819 0.163],[0.823 0.177]
