gen,nevals,avg,std,min,max
0,50,[0.81326 0.17574],[0.03511399 0.07926609],[0.747 0.   ],[0.847 0.45 ]
1,2,[0.8396 0.173 ],[0.0060531  0.00853229],[0.829 0.161],[0.846 0.186]
2,3,[0.8204 0.1366],[0.03566847 0.0690843 ],[0.75 0.  ],[0.846 0.186]
3,2,[0.8402 0.1796],[0.0024     0.00557136],[0.839 0.172],[0.845 0.186]
4,5,[0.8344 0.18  ],[0.00527636 0.0045607 ],[0.827 0.174],[0.839 0.187]
5,4,[0.8348 0.2256],[0.0051923  0.07823708],[0.828 0.183],[0.84  0.382]
6,4,[0.834  0.1862],[0.00501996 0.00213542],[0.828 0.183],[0.839 0.189]
7,4,[0.8356 0.1866],[0.00747262 0.002498  ],[0.827 0.182],[0.846 0.189]
8,4,[0.8154 0.1458],[0.03341018 0.07290377],[0.75 0.  ],[0.845 0.183]
9,4,[0.7964 0.1104],[0.0378872  0.09014788],[0.75 0.  ],[0.828 0.185]
10,4,[0.8144 0.146 ],[0.03249985 0.07306709],[0.75 0.  ],[0.839 0.186]
11,5,[0.8142 0.1434],[0.03242468 0.07194331],[0.75 0.  ],[0.839 0.186]
12,5,[0.7976 0.1026],[0.03928664 0.08443601],[0.75 0.  ],[0.839 0.186]
13,4,[0.7952 0.1026],[0.03698324 0.08443601],[0.75 0.  ],[0.828 0.186]
14,4,[0.7998 0.0964],[0.04118932 0.0807802 ],[0.75 0.  ],[0.845 0.182]
15,4,[0.8188 0.1272],[0.0354367  0.06675148],[0.75 0.  ],[0.846 0.176]
16,5,[0.8184 0.1162],[0.03513744 0.06286303],[0.75 0.  ],[0.845 0.175]
17,4,[0.784  0.0578],[0.04202856 0.07246627],[0.75 0.  ],[0.844 0.169]
18,3,[0.788  0.0584],[0.0465446  0.07339101],[0.75 0.  ],[0.846 0.172]
19,3,[0.75 0.  ],[0. 0.],[0.75 0.  ],[0.75 0.  ]
20,4,[0.767 0.032],[0.034 0.064],[0.75 0.  ],[0.835 0.16 ]
21,4,[0.7884 0.0682],[0.0470302 0.0835282],[0.75 0.  ],[0.846 0.171]
22,3,[0.805  0.1036],[0.0451575  0.08459456],[0.75 0.  ],[0.846 0.174]
23,5,[0.7678 0.034 ],[0.0356 0.068 ],[0.75 0.  ],[0.839 0.17 ]
24,4,[0.75 0.  ],[0. 0.],[0.75 0.  ],[0.75 0.  ]
25,4,[0.7636 0.0318],[0.0272 0.0636],[0.75 0.  ],[0.818 0.159]
