gen,nevals,avg,std,min,max
0,50,[0.82012 0.1674 ],[0.03474285 0.06760148],[0.718 0.   ],[0.848 0.394]
1,3,[0.8246 0.2182],[0.02525549 0.08813717],[0.778 0.147],[0.847 0.392]
2,4,[0.8084 0.2208],[0.02964186 0.10802666],[0.77  0.147],[0.848 0.434]
3,3,[0.7968 0.1546],[0.03554378 0.01861827],[0.75  0.128],[0.831 0.183]
4,5,[0.8112 0.1326],[0.03133305 0.06809875],[0.749 0.   ],[0.831 0.186]
5,4,[0.8278 0.168 ],[0.00435431 0.01667333],[0.822 0.148],[0.832 0.186]
6,4,[0.8148 0.1476],[0.03290228 0.07380136],[0.749 0.   ],[0.832 0.185]
7,4,[0.818  0.1482],[0.03512264 0.07410101],[0.749 0.   ],[0.848 0.186]
8,4,[0.838  0.1842],[0.00817313 0.0016    ],[0.831 0.181],[0.848 0.185]
9,2,[0.838 0.184],[0.00777174 0.00154919],[0.831 0.181],[0.848 0.185]
10,4,[0.8376 0.1848],[0.00768375 0.00172047],[0.831 0.182],[0.847 0.187]
11,5,[0.8406 0.1826],[0.00783837 0.00257682],[0.831 0.179],[0.847 0.186]
12,4,[0.8458 0.2248],[0.00396989 0.08163186],[0.838 0.181],[0.849 0.388]
13,4,[0.848 0.184],[0.00063246 0.00126491],[0.847 0.182],[0.849 0.185]
14,4,[0.8458 0.1764],[0.00391918 0.01730433],[0.838 0.142],[0.848 0.188]
15,4,[0.8438 0.174 ],[0.00337046 0.02256546],[0.84  0.129],[0.848 0.188]
16,5,[0.8466 0.1824],[0.00332265 0.00293939],[0.84  0.178],[0.849 0.187]
17,4,[0.8448 0.1788],[0.00396989 0.00730479],[0.84  0.165],[0.849 0.185]
18,4,[0.8446 0.1786],[0.00382623 0.00778717],[0.84  0.165],[0.849 0.186]
19,3,[0.8478 0.1818],[0.00074833 0.00331059],[0.847 0.177],[0.849 0.186]
20,4,[0.8478 0.1826],[0.0009798  0.00475815],[0.847 0.176],[0.849 0.189]
21,4,[0.8476 0.1832],[0.0008     0.00248193],[0.847 0.18 ],[0.849 0.186]
22,4,[0.842  0.1782],[0.01050714 0.00604649],[0.821 0.167],[0.848 0.184]
23,4,[0.8316 0.1748],[0.01298615 0.00904212],[0.821 0.167],[0.848 0.189]
24,3,[0.8212 0.1682],[0.0004     0.00116619],[0.821 0.167],[0.822 0.17 ]
25,2,[0.8208 0.166 ],[0.0004     0.00303315],[0.82 0.16],[0.821 0.168]
