gen,nevals,avg,std,min,max
0,50,[0.85066 0.0814 ],[0.00591814 0.00903991],[0.839 0.06 ],[0.86  0.099]
1,3,[0.8538 0.0774],[0.00584466 0.00747262],[0.845 0.07 ],[0.86  0.087]
2,3,[0.8532 0.08  ],[0.00754718 0.00807465],[0.843 0.072],[0.86  0.093]
3,4,[0.8506 0.0824],[0.00708802 0.00557136],[0.843 0.075],[0.86  0.091]
4,3,[0.8472 0.0878],[0.00649307 0.0056356 ],[0.843 0.078],[0.86  0.093]
5,4,[0.8448 0.0878],[0.00222711 0.00511468],[0.843 0.08 ],[0.849 0.095]
6,3,[0.8442 0.091 ],[0.00256125 0.00384708],[0.84  0.085],[0.848 0.095]
7,3,[0.8444 0.086 ],[0.0032    0.0089666],[0.84 0.07],[0.848 0.095]
8,4,[0.844  0.1112],[0.00451664 0.0489465 ],[0.838 0.075],[0.852 0.208]
9,5,[0.8404 0.0884],[0.0032    0.0058515],[0.836 0.081],[0.845 0.097]
10,5,[0.8422 0.0898],[0.00193907 0.00376298],[0.839 0.084],[0.845 0.094]
11,3,[0.841 0.088],[0.00167332 0.00282843],[0.839 0.083],[0.843 0.091]
12,4,[0.843  0.0916],[0.00316228 0.0032619 ],[0.839 0.088],[0.847 0.096]
13,4,[0.84   0.0872],[0.00328634 0.00370945],[0.837 0.082],[0.846 0.093]
14,4,[0.8442 0.0884],[0.0040694  0.01003195],[0.84  0.073],[0.852 0.101]
15,4,[0.8412 0.086 ],[0.00193907 0.00629285],[0.838 0.081],[0.843 0.098]
16,3,[0.8398 0.0848],[0.00213542 0.00354401],[0.837 0.081],[0.843 0.091]
17,5,[0.8416 0.0868],[0.00422374 0.00172047],[0.836 0.085],[0.847 0.09 ]
18,4,[0.8412 0.085 ],[0.00354401 0.00551362],[0.836 0.075],[0.845 0.09 ]
19,5,[0.8444 0.0844],[0.00595315 0.00722772],[0.839 0.071],[0.856 0.093]
20,3,[0.8432 0.0868],[0.0009798  0.00633719],[0.842 0.079],[0.845 0.095]
21,5,[0.8418 0.0832],[0.00348712 0.00331059],[0.838 0.079],[0.846 0.088]
22,3,[0.8428 0.0922],[0.00248193 0.00448999],[0.839 0.086],[0.846 0.098]
23,5,[0.8446 0.0856],[0.0065909  0.00725534],[0.837 0.073],[0.856 0.093]
24,4,[0.8484 0.0822],[0.00755248 0.0065238 ],[0.838 0.073],[0.86  0.091]
25,4,[0.852  0.0806],[0.00616441 0.00904655],[0.844 0.068],[0.858 0.091]
