gen,nevals,avg,std,min,max
0,50,[0.85222 0.07612],[0.00604083 0.00847972],[0.839 0.058],[0.861 0.094]
1,4,[0.8546 0.0738],[0.00300666 0.00348712],[0.85  0.068],[0.859 0.078]
2,4,[0.855  0.0744],[0.00414729 0.00224499],[0.849 0.071],[0.86  0.078]
3,2,[0.855  0.0728],[0.00363318 0.00292575],[0.85 0.07],[0.859 0.078]
4,2,[0.8546 0.0664],[0.00553534 0.00484149],[0.846 0.06 ],[0.859 0.071]
5,5,[0.8598 0.0728],[0.00074833 0.00305941],[0.859 0.068],[0.861 0.077]
6,4,[0.86   0.0724],[0.00063246 0.0012    ],[0.859 0.071],[0.861 0.074]
7,4,[0.8582 0.0752],[0.0031241  0.00705408],[0.852 0.069],[0.86  0.089]
8,5,[0.8576 0.0704],[0.0048     0.00313688],[0.848 0.065],[0.86  0.074]
9,3,[0.8562 0.073 ],[0.00466476 0.00687023],[0.85  0.066],[0.86  0.086]
10,4,[0.8558 0.0736],[0.00479166 0.0051225 ],[0.849 0.066],[0.86  0.082]
11,3,[0.8528 0.0734],[0.0059127  0.00763151],[0.847 0.062],[0.86  0.082]
12,2,[0.848  0.0852],[0.00109545 0.00487442],[0.846 0.081],[0.849 0.094]
13,3,[0.8486 0.0874],[0.0004899  0.00549909],[0.848 0.082],[0.849 0.094]
14,4,[0.849  0.0834],[0.00268328 0.00873155],[0.846 0.071],[0.854 0.094]
15,5,[0.849  0.0814],[0.00404969 0.00708802],[0.846 0.069],[0.857 0.088]
16,5,[0.8528 0.0784],[0.00299333 0.00856971],[0.849 0.067],[0.858 0.087]
17,4,[0.8514 0.0752],[0.00492341 0.01059056],[0.844 0.067],[0.859 0.096]
18,5,[0.8548 0.0708],[0.00231517 0.00354401],[0.851 0.065],[0.858 0.076]
19,2,[0.852 0.067],[0.00126491 0.00340588],[0.851 0.063],[0.854 0.072]
20,4,[0.852  0.0672],[0.00219089 0.00430813],[0.849 0.061],[0.855 0.073]
21,5,[0.8532 0.0654],[0.00116619 0.00257682],[0.851 0.062],[0.854 0.069]
22,5,[0.8516 0.0652],[0.00135647 0.00381576],[0.85  0.058],[0.854 0.069]
23,4,[0.853 0.063],[0.002      0.00389872],[0.85  0.058],[0.856 0.068]
24,4,[0.85   0.0652],[0.00505964 0.00487442],[0.841 0.059],[0.855 0.074]
25,4,[0.8542 0.0656],[0.00248193 0.00601997],[0.851 0.059],[0.858 0.076]
