gen,nevals,avg,std,min,max
0,50,[0.84992 0.10386],[0.00677301 0.04445088],[0.837 0.061],[0.863 0.222]
1,4,[0.8526 0.1146],[0.00875443 0.05391326],[0.84  0.084],[0.86  0.222]
2,4,[0.8494 0.138 ],[0.00847585 0.06312844],[0.84  0.082],[0.86  0.222]
3,1,[0.8466 0.1636],[0.00662118 0.06115096],[0.84  0.085],[0.859 0.222]
4,5,[0.85   0.1162],[0.00777174 0.04415156],[0.843 0.087],[0.86  0.204]
5,3,[0.8532 0.0914],[0.00793473 0.00615142],[0.843 0.083],[0.86  0.099]
6,2,[0.8534 0.0948],[0.00849941 0.00391918],[0.843 0.089],[0.861 0.099]
7,5,[0.848  0.1174],[0.00995992 0.04747462],[0.838 0.089],[0.861 0.212]
8,5,[0.8448 0.1664],[0.00835225 0.05957718],[0.838 0.088],[0.861 0.224]
9,3,[0.8504 0.1124],[0.01070701 0.04717033],[0.836 0.083],[0.861 0.206]
10,4,[0.854  0.1132],[0.00784857 0.05144084],[0.839 0.085],[0.861 0.216]
11,5,[0.8524 0.1394],[0.00902441 0.05775673],[0.839 0.09 ],[0.862 0.214]
12,4,[0.8492 0.1364],[0.00879545 0.0594562 ],[0.838 0.08 ],[0.861 0.21 ]
13,5,[0.8456 0.119 ],[0.0028     0.04456007],[0.841 0.093],[0.849 0.208]
14,5,[0.8468 0.1188],[0.0031241  0.04788904],[0.843 0.085],[0.851 0.214]
15,3,[0.8452 0.1428],[0.00146969 0.05409029],[0.844 0.098],[0.848 0.212]
16,5,[0.844  0.1412],[0.00126491 0.05210144],[0.843 0.098],[0.846 0.206]
17,4,[0.845  0.1418],[0.00167332 0.05246103],[0.843 0.096],[0.847 0.208]
18,4,[0.8454 0.1168],[0.00233238 0.04610163],[0.843 0.082],[0.849 0.208]
19,5,[0.8444 0.096 ],[0.00205913 0.00404969],[0.842 0.091],[0.848 0.101]
20,4,[0.8458 0.0914],[0.00222711 0.00422374],[0.842 0.085],[0.848 0.096]
21,3,[0.8456 0.0888],[0.00440908 0.00584466],[0.837 0.082],[0.849 0.096]
22,5,[0.847  0.0902],[0.00509902 0.01231909],[0.842 0.067],[0.856 0.099]
23,3,[0.842  0.0878],[0.00289828 0.01304454],[0.837 0.063],[0.846 0.099]
24,4,[0.8438 0.1308],[0.00376298 0.06057854],[0.839 0.064],[0.849 0.204]
25,4,[0.8454 0.0818],[0.00233238 0.01012719],[0.842 0.064],[0.848 0.09 ]
