gen,nevals,avg,std,min,max
0,50,[0.8499  0.08898],[0.00580431 0.01985194],[0.839 0.063],[0.86  0.208]
1,3,[0.8518 0.08  ],[0.00785875 0.01115347],[0.84  0.058],[0.86  0.089]
2,3,[0.848  0.0722],[0.00812404 0.01233532],[0.84  0.058],[0.86  0.086]
3,4,[0.8434 0.0652],[0.00185472 0.00470744],[0.84  0.058],[0.845 0.071]
4,3,[0.8422 0.0658],[0.00231517 0.00655439],[0.839 0.059],[0.845 0.076]
5,3,[0.846  0.0716],[0.00404969 0.0106132 ],[0.843 0.061],[0.854 0.091]
6,3,[0.844  0.0702],[0.00244949 0.00381576],[0.84  0.063],[0.847 0.074]
7,5,[0.8434 0.0684],[0.00313688 0.00574804],[0.84  0.061],[0.849 0.074]
8,4,[0.844  0.0682],[0.00660303 0.00503587],[0.84  0.062],[0.857 0.077]
9,4,[0.8384 0.0674],[0.00162481 0.0074458 ],[0.836 0.056],[0.84  0.079]
10,3,[0.8392 0.068 ],[0.00256125 0.00663325],[0.837 0.056],[0.844 0.075]
11,5,[0.8452 0.07  ],[0.00574108 0.0055857 ],[0.84  0.063],[0.856 0.079]
12,5,[0.846 0.073],[0.00565685 0.00654217],[0.839 0.065],[0.856 0.082]
13,4,[0.8462 0.08  ],[0.007494   0.01060189],[0.838 0.069],[0.856 0.1  ]
14,3,[0.8474 0.0808],[0.00700286 0.01340746],[0.838 0.066],[0.856 0.1  ]
15,1,[0.8494 0.0754],[0.005004   0.00917824],[0.845 0.069],[0.856 0.093]
16,2,[0.8532 0.0772],[0.00511468 0.00986712],[0.843 0.062],[0.856 0.093]
17,4,[0.851  0.0764],[0.00489898 0.00886792],[0.845 0.069],[0.855 0.093]
18,4,[0.849  0.0786],[0.00525357 0.00788923],[0.842 0.07 ],[0.855 0.093]
19,5,[0.8522 0.0748],[0.00444522 0.00416653],[0.845 0.068],[0.856 0.079]
20,3,[0.8528 0.0738],[0.00365513 0.00416653],[0.847 0.068],[0.856 0.079]
21,4,[0.852  0.0788],[0.0043359 0.0049558],[0.846 0.074],[0.857 0.088]
22,3,[0.8476 0.086 ],[0.00484149 0.01093618],[0.841 0.072],[0.856 0.1  ]
23,5,[0.8456 0.136 ],[0.00224499 0.06149797],[0.844 0.076],[0.85  0.212]
24,5,[0.8432 0.0906],[0.0009798  0.00671118],[0.842 0.08 ],[0.845 0.1  ]
25,3,[0.8426 0.0934],[0.00195959 0.00581722],[0.839 0.084],[0.845 0.1  ]
