gen,nevals,avg,std,min,max
0,50,[0.8532  0.10612],[0.00635925 0.04335096],[0.841 0.072],[0.865 0.224]
1,3,[0.8518 0.083 ],[0.00688186 0.00878635],[0.842 0.072],[0.861 0.093]
2,5,[0.8558 0.0806],[0.00515364 0.00978979],[0.848 0.067],[0.862 0.096]
3,5,[0.8502 0.0842],[0.00444522 0.01289031],[0.845 0.069],[0.856 0.098]
4,4,[0.8464 0.0876],[0.00135647 0.0102098 ],[0.844 0.068],[0.848 0.097]
5,4,[0.8474 0.1122],[0.0028     0.04886062],[0.844 0.07 ],[0.852 0.208]
6,5,[0.8506 0.1062],[0.00578273 0.0562793 ],[0.846 0.065],[0.862 0.216]
7,3,[0.8516 0.1   ],[0.00523832 0.05522318],[0.848 0.068],[0.862 0.21 ]
8,4,[0.8476 0.097 ],[0.00149666 0.05853546],[0.846 0.065],[0.85  0.214]
9,4,[0.8472 0.105 ],[0.00074833 0.0551507 ],[0.846 0.071],[0.848 0.214]
10,5,[0.847  0.0844],[0.00268328 0.01148216],[0.844 0.071],[0.85  0.097]
11,5,[0.8512 0.0812],[0.00491528 0.01144378],[0.844 0.07 ],[0.859 0.101]
12,3,[0.8536 0.0778],[0.00564269 0.00676461],[0.847 0.07 ],[0.864 0.088]
13,4,[0.8564 0.0844],[0.00535164 0.00849941],[0.849 0.074],[0.863 0.1  ]
14,4,[0.855  0.0812],[0.00678233 0.01137365],[0.847 0.067],[0.864 0.1  ]
15,5,[0.8524 0.0808],[0.00287054 0.00868101],[0.849 0.069],[0.857 0.091]
16,4,[0.85  0.078],[0.0045607  0.01154123],[0.846 0.066],[0.858 0.096]
17,3,[0.8506 0.1054],[0.00397995 0.05049198],[0.846 0.066],[0.856 0.204]
18,5,[0.8502 0.1286],[0.00278568 0.06485553],[0.847 0.064],[0.855 0.208]
19,4,[0.8512 0.078 ],[0.00318748 0.00782304],[0.847 0.07 ],[0.855 0.088]
20,2,[0.8514 0.0758],[0.00215407 0.00767854],[0.848 0.067],[0.854 0.088]
21,3,[0.8514 0.0808],[0.00287054 0.00888594],[0.847 0.07 ],[0.854 0.093]
22,5,[0.8548 0.0864],[0.00655439 0.01243543],[0.847 0.065],[0.864 0.099]
23,5,[0.854  0.0774],[0.00583095 0.00801499],[0.848 0.067],[0.862 0.09 ]
24,5,[0.8538 0.1044],[0.00342929 0.05121172],[0.851 0.072],[0.86  0.206]
25,4,[0.8518 0.1118],[0.00116619 0.04784726],[0.851 0.072],[0.854 0.206]
