gen,nevals,avg,std,min,max
0,50,[0.7479  0.10254],[0.01398177 0.09465204],[0.707 0.006],[0.777 0.424]
1,4,[0.7466 0.1878],[0.01190966 0.16364278],[0.73  0.045],[0.763 0.502]
2,4,[0.746 0.201],[0.0114717  0.15129706],[0.73  0.097],[0.763 0.502]
3,4,[0.7506 0.1784],[0.01063203 0.12896449],[0.733 0.085],[0.763 0.432]
4,4,[0.7508 0.2314],[0.00331059 0.10564772],[0.747 0.117],[0.757 0.432]
5,5,[0.7504 0.1438],[0.00741889 0.04889335],[0.743 0.076],[0.763 0.194]
6,4,[0.7452 0.1328],[0.00667533 0.04679915],[0.733 0.076],[0.75  0.192]
7,4,[0.7482 0.1796],[0.00649307 0.15784119],[0.737 0.041],[0.757 0.476]
8,5,[0.744  0.1996],[0.00687023 0.12641139],[0.737 0.038],[0.757 0.428]
9,4,[0.756 0.211],[0.00867179 0.14934122],[0.743 0.093],[0.767 0.504]
10,4,[0.7534 0.2816],[0.00615142 0.18680321],[0.743 0.091],[0.76  0.506]
11,1,[0.7562 0.2468],[0.00331059 0.21157826],[0.75  0.042],[0.76  0.506]
12,5,[0.7448 0.1086],[0.00693974 0.04613285],[0.737 0.034],[0.757 0.17 ]
13,4,[0.746  0.1248],[0.01196662 0.04594518],[0.73  0.054],[0.757 0.174]
14,4,[0.7452 0.0854],[0.01342237 0.06507718],[0.723 0.014],[0.763 0.17 ]
15,5,[0.7438 0.1   ],[0.01177115 0.05264979],[0.723 0.004],[0.757 0.153]
16,4,[0.7546 0.1042],[0.00895768 0.03921938],[0.743 0.048],[0.767 0.16 ]
17,4,[0.7576 0.109 ],[0.00833307 0.05258517],[0.747 0.043],[0.767 0.166]
18,5,[0.75  0.107],[0.0121326  0.05442426],[0.733 0.043],[0.767 0.176]
19,5,[0.7494 0.0366],[0.00781281 0.04410261],[0.74  0.006],[0.76  0.124]
20,5,[0.7492 0.0284],[0.0116     0.01843475],[0.73  0.004],[0.763 0.055]
21,5,[0.746  0.0696],[0.01896312 0.04007792],[0.717 0.017],[0.77  0.135]
22,5,[0.7606 0.0612],[0.01170641 0.03539152],[0.75  0.018],[0.783 0.106]
23,4,[0.7538 0.0324],[0.01506519 0.01771553],[0.733 0.008],[0.78  0.057]
24,4,[0.7628 0.0206],[0.00820731 0.01111036],[0.75  0.006],[0.773 0.037]
25,5,[0.758  0.0352],[0.01957549 0.03450449],[0.727 0.001],[0.777 0.101]
