gen,nevals,avg,std,min,max
0,50,[0.76528 0.04586],[0.01396716 0.03191427],[0.72  0.001],[0.79  0.131]
1,3,[0.7622 0.0362],[0.01282809 0.02427674],[0.74  0.007],[0.777 0.07 ]
2,5,[0.7746 0.0438],[0.00527636 0.02495115],[0.767 0.004],[0.783 0.07 ]
3,3,[0.778  0.0444],[0.00794984 0.02676266],[0.767 0.007],[0.79 0.07]
4,5,[0.7688 0.0368],[0.02015341 0.02226567],[0.73  0.005],[0.787 0.068]
5,4,[0.7656 0.0464],[0.01574293 0.02847174],[0.737 0.015],[0.777 0.088]
6,2,[0.7822 0.0386],[0.00636867 0.0267776 ],[0.777 0.015],[0.79  0.088]
7,4,[0.7708 0.0568],[0.01305986 0.03251707],[0.747 0.011],[0.783 0.088]
8,5,[0.764  0.0366],[0.01054514 0.01527874],[0.747 0.015],[0.78  0.058]
9,5,[0.7666 0.0404],[0.0088227  0.02085761],[0.753 0.005],[0.777 0.061]
10,4,[0.768 0.051],[0.0121326  0.02687006],[0.75  0.005],[0.787 0.082]
11,2,[0.7644 0.0474],[0.00445421 0.00873155],[0.76  0.039],[0.773 0.061]
12,5,[0.7688 0.0476],[0.0103034  0.03472521],[0.757 0.001],[0.78 0.09]
13,3,[0.7746 0.0314],[0.0098102  0.03608102],[0.763 0.001],[0.787 0.1  ]
14,2,[0.7728 0.0608],[0.01509172 0.03838437],[0.75  0.001],[0.787 0.1  ]
15,4,[0.7642 0.0436],[0.00957914 0.02417106],[0.75  0.019],[0.777 0.078]
16,3,[0.7702 0.048 ],[0.00365513 0.03660055],[0.767 0.003],[0.777 0.088]
17,4,[0.7714 0.0464],[0.00956243 0.02970926],[0.757 0.009],[0.787 0.078]
18,3,[0.776  0.0378],[0.00593296 0.0277157 ],[0.77  0.004],[0.787 0.078]
19,4,[0.7802 0.027 ],[0.00411825 0.0151921 ],[0.777 0.004],[0.787 0.047]
20,4,[0.7666 0.0462],[0.00924338 0.03164427],[0.753 0.001],[0.777 0.082]
21,4,[0.7642 0.0464],[0.01455198 0.03552239],[0.74  0.011],[0.78  0.102]
22,5,[0.766  0.0354],[0.00977753 0.02293992],[0.75  0.005],[0.777 0.064]
23,5,[0.7746 0.0208],[0.0063435 0.0116   ],[0.763 0.007],[0.78  0.035]
24,5,[0.7686 0.0526],[0.00974885 0.02322585],[0.757 0.031],[0.783 0.097]
25,4,[0.762  0.0418],[0.01808867 0.01807097],[0.73  0.017],[0.783 0.064]
