gen,nevals,avg,std,min,max
0,50,[0.73042 0.09466],[0.0147161  0.06948284],[0.683 0.007],[0.763 0.442]
1,2,[0.7368 0.0608],[0.01101635 0.04633098],[0.72  0.029],[0.75  0.153]
2,4,[0.7214 0.0504],[0.01696585 0.0233118 ],[0.69  0.022],[0.74  0.092]
3,5,[0.7152 0.088 ],[0.01296765 0.05700877],[0.693 0.002],[0.733 0.144]
4,5,[0.7106 0.181 ],[0.02384617 0.14503103],[0.673 0.058],[0.743 0.46 ]
5,5,[0.71   0.1206],[0.01229634 0.04376117],[0.697 0.062],[0.733 0.175]
6,4,[0.7188 0.192 ],[0.0103034  0.14661923],[0.707 0.06 ],[0.73  0.474]
7,5,[0.7164 0.0876],[0.02494474 0.06407059],[0.693 0.019],[0.75  0.177]
8,4,[0.7172 0.1034],[0.01957958 0.03883607],[0.697 0.026],[0.753 0.127]
9,5,[0.726  0.1584],[0.01559487 0.02155551],[0.697 0.133],[0.74  0.193]
10,4,[0.7324 0.167 ],[0.01205985 0.02782086],[0.71  0.128],[0.743 0.203]
11,5,[0.7368 0.1344],[0.00730479 0.03783966],[0.73  0.087],[0.75  0.199]
12,4,[0.7366 0.129 ],[0.0088     0.03044339],[0.727 0.087],[0.753 0.18 ]
13,4,[0.7486 0.1428],[0.00484149 0.03266435],[0.74  0.097],[0.753 0.18 ]
14,5,[0.7328 0.139 ],[0.00523068 0.14334992],[0.727 0.025],[0.74  0.418]
15,4,[0.7266 0.1678],[0.00467333 0.12609742],[0.72  0.075],[0.733 0.418]
16,3,[0.7314 0.1398],[0.00484149 0.04009688],[0.727 0.075],[0.74  0.182]
17,4,[0.7334 0.0892],[0.01448586 0.05472257],[0.713 0.016],[0.75 0.18]
18,3,[0.73   0.1432],[0.01584929 0.03889164],[0.713 0.08 ],[0.76  0.187]
19,5,[0.7226 0.053 ],[0.02122828 0.0332686 ],[0.683 0.005],[0.743 0.099]
20,3,[0.7212 0.098 ],[0.02395329 0.03336465],[0.683 0.056],[0.743 0.142]
21,3,[0.7254 0.1008],[0.02217747 0.03129473],[0.683 0.041],[0.747 0.127]
22,5,[0.7324 0.0482],[0.0127059  0.02050756],[0.713 0.015],[0.753 0.075]
23,4,[0.742  0.0466],[0.00596657 0.03297029],[0.733 0.018],[0.75 0.11]
24,4,[0.73   0.0762],[0.01035374 0.03468948],[0.713 0.018],[0.74  0.122]
25,4,[0.7352 0.1084],[0.00872697 0.02950661],[0.723 0.076],[0.75  0.164]
