gen,nevals,avg,std,min,max
0,50,[0.73942 0.06994],[0.01324853 0.04857588],[0.707 0.002],[0.767 0.196]
1,2,[0.7508 0.044 ],[0.0084     0.05195383],[0.743 0.004],[0.767 0.142]
2,4,[0.7446 0.1098],[0.01523942 0.16483737],[0.723 0.004],[0.767 0.438]
3,4,[0.7342 0.0638],[0.00391918 0.0225424 ],[0.727 0.033],[0.737 0.102]
4,5,[0.7358 0.0476],[0.02340427 0.02634843],[0.703 0.023],[0.77  0.095]
5,4,[0.746 0.023],[0.01609969 0.01392839],[0.723 0.005],[0.773 0.043]
6,5,[0.7406 0.0422],[0.00985089 0.0325601 ],[0.727 0.003],[0.753 0.095]
7,5,[0.7326 0.0214],[0.00765768 0.01103812],[0.723 0.011],[0.743 0.041]
8,5,[0.7474 0.084 ],[0.00387814 0.03712142],[0.74  0.024],[0.75  0.141]
9,5,[0.7426 0.0634],[0.00708802 0.03013702],[0.733 0.013],[0.753 0.099]
10,3,[0.7434 0.0784],[0.00615142 0.02895237],[0.733 0.036],[0.75  0.117]
11,3,[0.742  0.0834],[0.01035374 0.02457316],[0.733 0.036],[0.76  0.102]
12,5,[0.746  0.0836],[0.00593296 0.03431967],[0.74  0.024],[0.757 0.121]
13,5,[0.7368 0.0598],[0.01723253 0.05016533],[0.707 0.003],[0.757 0.121]
14,4,[0.7374 0.1118],[0.01656019 0.07231431],[0.707 0.017],[0.753 0.191]
15,4,[0.7458 0.0604],[0.01340746 0.05273936],[0.73  0.004],[0.763 0.132]
16,4,[0.7448 0.0472],[0.01041921 0.04349897],[0.73  0.012],[0.76  0.132]
17,4,[0.7446 0.0522],[0.0135735  0.03211479],[0.72 0.02],[0.76  0.108]
18,4,[0.7418 0.0272],[0.00835225 0.02132041],[0.727 0.001],[0.753 0.061]
19,5,[0.7468 0.0434],[0.01299846 0.04964514],[0.733 0.004],[0.767 0.138]
20,4,[0.742 0.064],[0.00442719 0.04273172],[0.737 0.016],[0.75  0.143]
21,4,[0.744  0.0698],[0.00794984 0.04457982],[0.733 0.025],[0.757 0.124]
22,4,[0.7382 0.0704],[0.01378985 0.03756381],[0.717 0.025],[0.757 0.12 ]
23,5,[0.7442 0.04  ],[0.00627375 0.02634388],[0.737 0.018],[0.753 0.089]
24,5,[0.7378 0.044 ],[0.00601332 0.01949359],[0.733 0.008],[0.747 0.061]
25,4,[0.74   0.0252],[0.01340149 0.00908625],[0.72  0.015],[0.76  0.039]
