,Accuracy,Recall,Precision,F1,MCC,SPD,AOD,EOD,Run
0,0.849,0.766,0.807,0.783,0.571,0.094,0.047,0.059,18
1,0.848,0.761,0.807,0.779,0.566,0.084,0.032,0.037,18
2,0.846,0.754,0.808,0.774,0.559,0.072,0.016,0.012,18
3,0.845,0.75,0.808,0.772,0.555,0.074,0.033,0.041,19
4,0.849,0.767,0.806,0.783,0.571,0.096,0.059,0.081,6
5,0.846,0.756,0.806,0.776,0.56,0.081,0.041,0.056,6
6,0.846,0.756,0.805,0.775,0.559,0.08,0.039,0.052,6
7,0.845,0.752,0.807,0.773,0.556,0.074,0.03,0.037,6
8,0.846,0.753,0.807,0.774,0.558,0.074,0.032,0.043,6
9,0.847,0.763,0.809,0.782,0.571,0.082,0.034,0.04,7
10,0.847,0.76,0.81,0.779,0.568,0.077,0.027,0.03,7
11,0.846,0.758,0.81,0.778,0.565,0.073,0.021,0.021,7
12,0.849,0.764,0.807,0.782,0.57,0.094,0.055,0.077,5
13,0.847,0.758,0.807,0.777,0.563,0.078,0.032,0.041,5
14,0.847,0.753,0.809,0.775,0.56,0.07,0.02,0.023,5
15,0.847,0.765,0.803,0.78,0.566,0.084,0.002,0.026,4
16,0.847,0.762,0.804,0.779,0.565,0.078,0.005,0.038,4
17,0.846,0.761,0.804,0.778,0.563,0.077,0.007,0.041,4
18,0.841,0.759,0.798,0.775,0.556,0.096,0.046,0.056,0
19,0.84,0.754,0.798,0.772,0.551,0.088,0.036,0.042,0
20,0.838,0.745,0.799,0.765,0.542,0.075,0.019,0.016,0
21,0.84,0.755,0.798,0.772,0.552,0.09,0.039,0.045,0
22,0.846,0.768,0.802,0.782,0.569,0.086,0.025,0.016,1
23,0.846,0.761,0.804,0.778,0.563,0.072,0.004,0.017,1
24,0.845,0.76,0.803,0.778,0.562,0.089,0.036,0.034,3
25,0.845,0.757,0.805,0.776,0.56,0.08,0.023,0.015,3
26,0.84,0.754,0.8,0.772,0.553,0.089,0.055,0.083,2
27,0.84,0.753,0.8,0.772,0.552,0.088,0.053,0.08,2
28,0.84,0.757,0.799,0.774,0.555,0.096,0.063,0.096,2
29,0.838,0.743,0.801,0.764,0.54,0.072,0.03,0.043,2
30,0.849,0.76,0.808,0.779,0.566,0.08,0.041,0.061,9
31,0.848,0.762,0.806,0.78,0.566,0.085,0.05,0.076,9
32,0.846,0.755,0.806,0.775,0.559,0.071,0.027,0.037,9
33,0.846,0.752,0.807,0.773,0.557,0.066,0.021,0.029,9
34,0.846,0.753,0.806,0.773,0.557,0.069,0.025,0.035,9
35,0.847,0.764,0.803,0.78,0.565,0.082,0.031,0.031,8
36,0.846,0.764,0.801,0.78,0.564,0.085,0.035,0.037,8
37,0.846,0.756,0.804,0.775,0.558,0.068,0.007,0.007,8
38,0.846,0.757,0.804,0.776,0.559,0.07,0.01,0.004,8
39,0.85,0.765,0.811,0.783,0.573,0.087,0.039,0.048,17
40,0.85,0.762,0.813,0.781,0.572,0.077,0.024,0.024,17
41,0.849,0.759,0.812,0.779,0.568,0.074,0.022,0.023,17
42,0.851,0.767,0.81,0.785,0.576,0.092,0.037,0.041,16
43,0.85,0.767,0.81,0.785,0.576,0.092,0.04,0.047,16
44,0.849,0.758,0.811,0.779,0.567,0.078,0.019,0.012,16
45,0.848,0.755,0.811,0.777,0.564,0.077,0.018,0.01,16
46,0.847,0.753,0.811,0.775,0.561,0.074,0.014,0.004,16
47,0.845,0.758,0.805,0.776,0.561,0.083,0.029,0.028,14
48,0.846,0.758,0.805,0.777,0.562,0.084,0.028,0.026,14
49,0.846,0.751,0.81,0.773,0.558,0.062,0.016,0.016,15
50,0.846,0.747,0.812,0.77,0.555,0.055,0.006,0.001,15
51,0.845,0.763,0.804,0.779,0.565,0.099,0.051,0.068,11
52,0.845,0.755,0.807,0.775,0.56,0.084,0.027,0.03,11
53,0.844,0.753,0.806,0.773,0.557,0.082,0.024,0.025,11
54,0.846,0.758,0.808,0.777,0.564,0.087,0.029,0.019,10
55,0.845,0.754,0.81,0.775,0.561,0.079,0.019,0.005,10
56,0.847,0.766,0.807,0.783,0.572,0.086,0.035,0.039,12
57,0.847,0.76,0.81,0.779,0.568,0.073,0.017,0.013,12
58,0.846,0.757,0.81,0.777,0.565,0.069,0.012,0.005,12
59,0.845,0.751,0.811,0.773,0.558,0.059,0.0,0.012,12
60,0.843,0.751,0.803,0.77,0.551,0.079,0.037,0.045,13
61,0.842,0.746,0.803,0.767,0.546,0.071,0.026,0.029,13
62,0.84,0.743,0.802,0.765,0.542,0.068,0.021,0.02,13
63,0.84,0.741,0.802,0.763,0.54,0.066,0.018,0.014,13
